protocol_id,packet_sha256,text_hash,label,sample_id,audio_sha256,reviewer_pseudo_id,review_status,intelligible,russian_audible,lexical_content_preserved,severe_artifacts_absent,notes
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,b2e2680b6b3da4ef808e91aadc3a6ff53edff963cd2fd825a82c47a20a36435a,bonafide,common_voice_ru_v24:common_voice_ru_37330519,7a14c4c2a76c5e99417cf63ccfd18ba7fa18f74c83e5d26056c4d37101437b82,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,b2e2680b6b3da4ef808e91aadc3a6ff53edff963cd2fd825a82c47a20a36435a,spoof,silero_v5_5_ru_eugene_v1:e6ac81493187573c,24c2a3eac2b9510b317db5c160e01e8543380500c89201e800f7c4056c589e3b,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,b73ca3194e981facc837277f963ef7713597455a7fd3bc726ca0ed091936080d,bonafide,common_voice_ru_v24:common_voice_ru_26587318,fa7fd46c164eeab140d8a3b89961a6c9ffa52802ec80f3cb4e9e5ce50617fb50,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,b73ca3194e981facc837277f963ef7713597455a7fd3bc726ca0ed091936080d,spoof,silero_v5_5_ru_eugene_v1:a7ca587872f05479,c04fa843b7daf1d4066fb783add0965c686e98a9b97f6cf399cd94dc722d9d7f,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,bf25309bbcb110bf146a92d3a280dfe6b7b0d4751f932454dbf6a37e23d8ee30,bonafide,common_voice_ru_v24:common_voice_ru_37761684,e41fa60b5e6e3a1519af18c26d637c8560da3805553a84871bb486cdd13c72a0,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,bf25309bbcb110bf146a92d3a280dfe6b7b0d4751f932454dbf6a37e23d8ee30,spoof,silero_v5_5_ru_eugene_v1:d4a5622fc9f87020,1eb42cbae18606b59e25541fa1e0a7e5646751732e61b718df896721bc1620c5,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,bfaba2d2e61d6cf283b29f724c7370979fcc4824c77d7040c673b7f66e6b1fa3,bonafide,common_voice_ru_v24:common_voice_ru_19161795,3b56025531d8dfe6e19099df47b325c8cbd58b3fe84101a7dd383dc8c5787496,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,bfaba2d2e61d6cf283b29f724c7370979fcc4824c77d7040c673b7f66e6b1fa3,spoof,silero_v5_5_ru_eugene_v1:4bf29af483ec75a0,4fbb7a79328a8503c39638642e912b6bc9bf13b658171f79e4fca2b7b713cb94,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,c2581acc11e8e46d7ab885f8482aa51503458b6ad54a4784f007dc4fee88924e,bonafide,common_voice_ru_v24:common_voice_ru_19022985,82ece12ae5d53c967592cbbc42a0019f9cd936d1f8c25a5ca221cddc2e45b818,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,c2581acc11e8e46d7ab885f8482aa51503458b6ad54a4784f007dc4fee88924e,spoof,silero_v5_5_ru_eugene_v1:9ae474d32089b4cd,ac16c1bf08c3f8ec25349fda82cd96eb1811a52b2c9703c6eab93ed0febb07ed,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,c48f45694dcaac00738eadd145d2fa8e21f39f216c723248ea8203a84ce68437,bonafide,common_voice_ru_v24:common_voice_ru_20402690,45c68264cd3dacd4040a09daf3a6cccb1b9e49c7db4b2520c003926af18f1ded,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,c48f45694dcaac00738eadd145d2fa8e21f39f216c723248ea8203a84ce68437,spoof,silero_v5_5_ru_eugene_v1:87327adebff8dee4,ba1ba5e395b2d3daaf3c0d72d38a94d1ec3238c57be059a33c461264fbc876c2,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,cf8153ba4a3ed0a8213c6f7821770277aca45771525f077d2d901fcfb31b543c,bonafide,common_voice_ru_v24:common_voice_ru_35207108,db9acee08436004326ac3533f300ff8baf5bb41f45cfc96e3f1dec386ee77bb4,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,cf8153ba4a3ed0a8213c6f7821770277aca45771525f077d2d901fcfb31b543c,spoof,silero_v5_5_ru_eugene_v1:1a027cf8d93ffd58,ae631b2fed389588f4a196d5a6f88f5b54d975b1fdd7596d078d85bace6a9c09,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,d0d0182ef8caad2be044a080463bb3b5bc9f1e1a4a97d2c2564a280c7899544a,bonafide,common_voice_ru_v24:common_voice_ru_25079014,b207fe3c876145bf97c237a79de671212fc6321fddbc5f6016b4f7b86e0dc4ac,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,d0d0182ef8caad2be044a080463bb3b5bc9f1e1a4a97d2c2564a280c7899544a,spoof,silero_v5_5_ru_eugene_v1:3dfd38dc76b2462e,6cbc94c4b7f923e03109b309a9845033d059916b0791f098c754b70e13647d9f,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,e0e7c7f2459547d17e36f6a8878ffd311075709cb8959e05886c50e6b0837687,bonafide,common_voice_ru_v24:common_voice_ru_40730268,de7528dedd19dd50d599d1d7bda979b4deb41bde7309d248e1860bbd8ccbde50,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,e0e7c7f2459547d17e36f6a8878ffd311075709cb8959e05886c50e6b0837687,spoof,silero_v5_5_ru_eugene_v1:5e60a4bd5bb2d0cf,9caf3f4a6b292375448f3b94780981c09e41eb4d8b768d54f8b012119558c4cb,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,e254edc6bd61e079c0471d5ce2e5e65e6e7c9ce6d5054776843e4809c70d524b,bonafide,common_voice_ru_v24:common_voice_ru_23149012,45f8e830a7c75542141ff26e78726302df6b8d68ae46ca5a1696de61938a58b9,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,e254edc6bd61e079c0471d5ce2e5e65e6e7c9ce6d5054776843e4809c70d524b,spoof,silero_v5_5_ru_eugene_v1:a3f6b5327b9fb54e,9e591d556d351b9b87fb81bacca9cb2c9a6a2bfe518753d74eca89d98bbc7a75,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,f113d894ba20da9480b39f8be4a6b6681251b55cf34bb8d7c9de8f8424b318b2,bonafide,common_voice_ru_v24:common_voice_ru_25692704,ebd10e18ca4aab139e7437e9d08aff491e6d3ee31dfe08d87a63f8f756415abe,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,f113d894ba20da9480b39f8be4a6b6681251b55cf34bb8d7c9de8f8424b318b2,spoof,silero_v5_5_ru_eugene_v1:77707c89b26682a9,08d7ae2d8d715923762252db46bfd61c09e0c6300563c939eb9660fc65504319,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,f1dc5d3b80e69ed90b3fb9f45997cb2a2c5a84a4ac98b8dccee5dde0ad95547a,bonafide,common_voice_ru_v24:common_voice_ru_26244464,db18991d16f72c8c643af5c792902d6e51a2cc943409ba3786dc00a0587ff0a4,reviewer_2,pass,yes,yes,yes,yes,
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,3cf55fd48b6bf81ae593661df2a40b4b9e4fb11eb238ca1fce553dea1a3f29f7,f1dc5d3b80e69ed90b3fb9f45997cb2a2c5a84a4ac98b8dccee5dde0ad95547a,spoof,silero_v5_5_ru_eugene_v1:9bae071d489f5ab0,c86611f60a0a66516aae116743d0831eea2e06fc8dff001c09e058f6cb542970,reviewer_2,pass,yes,yes,yes,yes,
