sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ruasd_ru_v1_full:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,processed/c2/c2bd649f676d1b0881fb390c2f60c363fcf8a6e6fc619b039795ed68b39c2fe7.wav,1b6e736e1e4ada9535297773b6e5a006ba6baddf9cee6a2cd14e24c32a1a1b19,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full:content:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,8c606ba1f004de3a6a3a08287bdb35e345d469246e9a919b5d99a331d2b33aae,5.146125,tts,11labs,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,44100,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000016:raw_fake_edge_tts_d786b8c786ec0023f73d3fda8fdb91a8,processed/ce/ce6a45a3af1430b158312cb8b72133f024c5153a26f7c83d0f3ca5fa10e8af55.wav,aaf32851f03b7facbd9800c11c7c37bd8b8394fd4e1d8026496f3cc13907df2e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000016:raw_fake_edge_tts_d786b8c786ec0023f73d3fda8fdb91a8,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000016:raw_fake_edge_tts_d786b8c786ec0023f73d3fda8fdb91a8,ruasd_ru_v1_full:content:ruasd-000016:raw_fake_edge_tts_d786b8c786ec0023f73d3fda8fdb91a8,0fc0c97578e4578e94b1481709d067249c951bd416dc113508b355e4f9e96d63,24.264,tts,edge_tts,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_edge_tts_fa08e3b23b7a1f35166ffec68bd263ad,processed/f9/f90eb542d77218b2bdd84098aa3aba627d990a707ecfeb206f00901f9db699ac.wav,9a48e967f57845f2617d7123ffd19b49cc7c266f2b6fc1e7d0d43bf0fb04b53e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_edge_tts_fa08e3b23b7a1f35166ffec68bd263ad,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_edge_tts_fa08e3b23b7a1f35166ffec68bd263ad,ruasd_ru_v1_full:content:ruasd-000017:raw_fake_edge_tts_fa08e3b23b7a1f35166ffec68bd263ad,4586e1ce3f0835a5375e2d3db27f8e034b44ff44ca556f571e270a95401e9700,23.568,tts,edge_tts,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_edge_tts_fa384fd68193ff3da5f2f705bd7267bb,processed/d0/d07c8246628a6f12de820a36f9359028c7ef6dc13d07e787fa7b50d08061f1cd.wav,f1ec870f3e2efdc3a06a9ee9edbd9692c1e1cdd273ce3c24055cab92c19f0382,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_edge_tts_fa384fd68193ff3da5f2f705bd7267bb,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_edge_tts_fa384fd68193ff3da5f2f705bd7267bb,ruasd_ru_v1_full:content:ruasd-000017:raw_fake_edge_tts_fa384fd68193ff3da5f2f705bd7267bb,ef16ecbca30d6489d22f1dce61284863805697ea22c5ad4f8dfd619464d864e2,34.176,tts,edge_tts,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_1344ffcc610ec313d79d3e80890a7ce4,processed/fe/fed78f145490662790d48b755a5c15f0ba9f93d67287801e1d87838ecd19a289.wav,d14435a9c68d80e643419b0313ed56c85a13eee95cb02c080959b623110e8f56,test,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_1344ffcc610ec313d79d3e80890a7ce4,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_1344ffcc610ec313d79d3e80890a7ce4,ruasd_ru_v1_full:text:8067892416ff43f5445ec2ec098e926842b0e4667cd239b4025a6f3f358d83d1,8067892416ff43f5445ec2ec098e926842b0e4667cd239b4025a6f3f358d83d1,10.101375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_1599d860c39d5d1f4c59b5369dea837e,processed/dd/ddc9100a8f841c0eacb5205e995ed0608c645e7fe6b2f7100a8e55ea00545be0.wav,ceb3b6b5f7686be6c320ea5168236af6fa913c6c217b4d9bc8a410d99866573b,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_1599d860c39d5d1f4c59b5369dea837e,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_1599d860c39d5d1f4c59b5369dea837e,ruasd_ru_v1_full:text:dd038f0af6ec19a2065daa958315165dd25bcd46d3d8ed14e6a8a85f72e2def9,dd038f0af6ec19a2065daa958315165dd25bcd46d3d8ed14e6a8a85f72e2def9,7.072,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_171df7083413b47b0f9b4b0998002e7d,processed/92/92035932979a2eb8a8edeb50b31ac87b88f590497d69114e1857b62598955d22.wav,11d4d7158e9161a1a6810d304113e1bfb57f57e9c70f3d126e5e35bfdb33e772,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_171df7083413b47b0f9b4b0998002e7d,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_171df7083413b47b0f9b4b0998002e7d,ruasd_ru_v1_full:text:9f42b3aa3ae30a20e4cdfc11c0327d8ad45d3d0e4227037e6828f7ab7b68b950,9f42b3aa3ae30a20e4cdfc11c0327d8ad45d3d0e4227037e6828f7ab7b68b950,6.944,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_1b6e00ba035dfb151085d8dce786f446,processed/3f/3f9f8a32dd09d64e6aaaafed445c90ce9709c8603574d3285e70bb8374407465.wav,3b355c8260a3de221280d075a5b33c86d968a548ac8853da73b6237b683b56e0,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_1b6e00ba035dfb151085d8dce786f446,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_1b6e00ba035dfb151085d8dce786f446,ruasd_ru_v1_full:content:ruasd-000017:raw_fake_espeech_podcaster_1b6e00ba035dfb151085d8dce786f446,7df66c3f2652f3d3cb8b5552b7e47a422f281067d75d3bab86dd1e35013ada81,13.9306875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_235c2d622ac58d6e04edda1bea966444,processed/e6/e6e71f01eae5d52cfa8db31362ca3d676e52b572af6db3e8aa021c4121722247.wav,9b3ea1b1b23380a3f1c589f132d12ef7eb9f02f52a401a09397bb396a1380fcc,test,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_235c2d622ac58d6e04edda1bea966444,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_235c2d622ac58d6e04edda1bea966444,ruasd_ru_v1_full:text:76c262a3261c6281eec9969ef6ca7b6ba0eab62df622cbf403a30f66a59f7912,76c262a3261c6281eec9969ef6ca7b6ba0eab62df622cbf403a30f66a59f7912,10.005375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_26fba9f67cf1d9cb9b3c3fb75e13e061,processed/f4/f4bca50e24b2fb8263fb938ccd3f27f2be0bb8f9ddde39e20da036498480264e.wav,941fa45f2d6c40bf7d76e3924c5e7eceed7b5b46841d5a1361c65243bffe84d9,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_26fba9f67cf1d9cb9b3c3fb75e13e061,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_26fba9f67cf1d9cb9b3c3fb75e13e061,ruasd_ru_v1_full:text:60843890ae5a520f1fc26e43ad2588b43d4b8d5bd735e9f3a27621dfb06eae5c,60843890ae5a520f1fc26e43ad2588b43d4b8d5bd735e9f3a27621dfb06eae5c,5.781375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_2d109331ed563f619f11bb5f79c4498e,processed/87/87f9d049adde9aa671509fbf8a9c39d9fb672f4ed6d7ce0bd2f6f62d1de51885.wav,17f62e87f7d3fc59a52504a22d21d98de21c45c2733256d147e6278a4d52da9b,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_2d109331ed563f619f11bb5f79c4498e,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_2d109331ed563f619f11bb5f79c4498e,ruasd_ru_v1_full:text:1f36c47d5dd8a85d610caf177ecaf2f70a2f7c429568053cd0abb70ec9a34e3a,1f36c47d5dd8a85d610caf177ecaf2f70a2f7c429568053cd0abb70ec9a34e3a,9.6106875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_30f0b8bb91261ccf3ea3ae2074cfe9f7,processed/9a/9a6318ac72914d46240305ee0eb1baf5527d3e4b77caf3508970f1f958f38db2.wav,9f378046269cff1fbc90c929fd8ce088228656def4e4a09d08ba84255a819f1d,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_30f0b8bb91261ccf3ea3ae2074cfe9f7,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_30f0b8bb91261ccf3ea3ae2074cfe9f7,ruasd_ru_v1_full:text:121a3619e5856c7cb864a4371255a41873c3324c04a5046a763d02ce597edab8,121a3619e5856c7cb864a4371255a41873c3324c04a5046a763d02ce597edab8,8.3306875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_316207010ff51318e4a0468b6c3d1cd9,processed/04/04f5ae6459707c6aca11be665901e57959a6ca43629a893085e14c00af2ec1c3.wav,712011b83ab1a3160caae463c793981b8915df55f5b0572ba903b717e668124c,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_316207010ff51318e4a0468b6c3d1cd9,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_316207010ff51318e4a0468b6c3d1cd9,ruasd_ru_v1_full:text:0ee2709b40ceb964206611e80a19c877207a1f201dbdbac6852c3bf4d84152fb,0ee2709b40ceb964206611e80a19c877207a1f201dbdbac6852c3bf4d84152fb,9.1626875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_356c395e7a3672d98077496714d2ac4f,processed/8a/8a02c2e357ac2c94099985c26570a08ca6b1889fa23dac3905c77abe404aed26.wav,7f57973ee0b59e4e94d1f4530ccb8f030c51c05d1e62e21d2132a82c17135bf1,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_356c395e7a3672d98077496714d2ac4f,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_356c395e7a3672d98077496714d2ac4f,ruasd_ru_v1_full:text:33d4fec4e563865985a13dea81288e7cf991f88540aaa1ff083263853816b839,33d4fec4e563865985a13dea81288e7cf991f88540aaa1ff083263853816b839,11.349375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000017:raw_fake_espeech_podcaster_46cc479fdb40449113fb9f0a3f643f55,processed/d2/d2013340375d0a0e821966007aa3654a6684c6503900df01c70b3670b633a7be.wav,e73cb2732b35394dbf648b80da143755c15003994805e22a976fa1b509cad2fd,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_46cc479fdb40449113fb9f0a3f643f55,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000017:raw_fake_espeech_podcaster_46cc479fdb40449113fb9f0a3f643f55,ruasd_ru_v1_full:text:936836e0e276787255e16e7d98b42f335134ea12817e7c3f4dcf033421da7145,936836e0e276787255e16e7d98b42f335134ea12817e7c3f4dcf033421da7145,9.3546875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_6768e6be35ecb0e938f8ddfbb4563639,processed/09/09dc5773600a22c75391a3c558f9868d9494bbf0049e55b7ba1f529876fee565.wav,6da4c8ea88585a99fe1940bd7d50e03522bf93427b2312d1a15b721e4b72242b,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_6768e6be35ecb0e938f8ddfbb4563639,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_6768e6be35ecb0e938f8ddfbb4563639,ruasd_ru_v1_full:text:dfea5b47280dae2cf836760648edc9268397ddb580ae7e82e9f2277d1c9ed07a,dfea5b47280dae2cf836760648edc9268397ddb580ae7e82e9f2277d1c9ed07a,7.84,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_6f7e2dc220683e86ca65ae7b6f30256f,processed/c4/c43f11302fa7c8fd6055b42fe5d49c6cd7da2820a419f55e282f581e6b0af09e.wav,d87ef9278840cac8b09b221a307f1f5af2a6333fbdf85147c6b5716b697459fd,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_6f7e2dc220683e86ca65ae7b6f30256f,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_6f7e2dc220683e86ca65ae7b6f30256f,ruasd_ru_v1_full:text:b70794f23c25a32cbf4efe5b9d6ca82160b9992010d618d584d526ecc9b4e5f1,b70794f23c25a32cbf4efe5b9d6ca82160b9992010d618d584d526ecc9b4e5f1,13.9306875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_70b98ac4dde3d7ea0c4f67d8c0e3639d,processed/e5/e5f7bdb11f5465c579e4dc905017105214a57b1178b98238aa85d727c0d725c3.wav,5540818c758e9e7eb444155933c8667bc479a1bfea228f588f3520b3d0542c1d,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_70b98ac4dde3d7ea0c4f67d8c0e3639d,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_70b98ac4dde3d7ea0c4f67d8c0e3639d,ruasd_ru_v1_full:content:ruasd-000018:raw_fake_espeech_podcaster_70b98ac4dde3d7ea0c4f67d8c0e3639d,b4575e57bf868a205c4ea7dbf43e46d6c5e109f15b1de97b7bd57b1f40d9ba1b,6.485375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_714b34533d3f8209542acb48e595f62f,processed/90/900e4d569ea9d4113d8a5391c9396cea97ceaea4f97b0f79e2c2a9bd45bc93c2.wav,4d4ab46884901e38106e29610e31d1fb30e3e3c998dec6ce2962835610643645,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_714b34533d3f8209542acb48e595f62f,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_714b34533d3f8209542acb48e595f62f,ruasd_ru_v1_full:text:d47d53d35dbd63f64f684b4e19995d793f8792db37e327a712a231dc96dd9d42,d47d53d35dbd63f64f684b4e19995d793f8792db37e327a712a231dc96dd9d42,10.645375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_737b4bf78112afa6848a6f2e54768319,processed/f6/f6a526b56a62b843966f558830d11bb01b1969a44cdeeb0226ece914d30eb018.wav,249f8662ec432868c218e0bdd58f78da7098799c504d9ab3f739bb3ba43dabbb,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_737b4bf78112afa6848a6f2e54768319,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_737b4bf78112afa6848a6f2e54768319,ruasd_ru_v1_full:text:09a7b90f323485f8db649afc2a41cf014a700812a3e09033e876d1d75ac14d33,09a7b90f323485f8db649afc2a41cf014a700812a3e09033e876d1d75ac14d33,12.8,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_858ed92fde137dbca70a25f401fa4a6a,processed/63/63ee22f08d3a783e33113fd9136260e3ed2599844c8e54415afdd3cb36f24b3b.wav,48c3bfd5343866803d840932a84f81a1397e8acf3d0b980e043c5cfd15b29698,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_858ed92fde137dbca70a25f401fa4a6a,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_858ed92fde137dbca70a25f401fa4a6a,ruasd_ru_v1_full:text:2d8312f7997d27d28270a0e0749877fc258f4bca6b2ff97f46af56955d96db9c,2d8312f7997d27d28270a0e0749877fc258f4bca6b2ff97f46af56955d96db9c,14.965375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_af89a30efc5f74c7143ede7df481e7f8,processed/02/0236a017a85a4f82778697e7c4fbc5fd8e6ae483916a46607321f9c2d985eb03.wav,9a682e71a90ed4be6afe64673d451d10c9648baeedc5fcf66c859e2f2740f002,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_af89a30efc5f74c7143ede7df481e7f8,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_af89a30efc5f74c7143ede7df481e7f8,ruasd_ru_v1_full:text:18f887402a9baf0344879aaf96e5985345c8f283d9f50bf39f673caf694df9f3,18f887402a9baf0344879aaf96e5985345c8f283d9f50bf39f673caf694df9f3,6.485375,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000018:raw_fake_espeech_podcaster_bd9f7bf0e4f8d94bfa41a455340d0fa6,processed/20/209dfe6cc8011e86ace85eb8b325658ec046ec70edf6e609ad6f25c2911a7aca.wav,a2198c119bd087f4ba7f1aa4e8a0ec0c11cb048e02b8554b14948463078bd87e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_bd9f7bf0e4f8d94bfa41a455340d0fa6,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000018:raw_fake_espeech_podcaster_bd9f7bf0e4f8d94bfa41a455340d0fa6,ruasd_ru_v1_full:content:ruasd-000018:raw_fake_espeech_podcaster_bd9f7bf0e4f8d94bfa41a455340d0fa6,c3560cced6ab4aa759bcccf737fd3aa1d28e9bf52c2e08347d8bf3d61e92f2c3,9.0346875,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000019:raw_fake_espeech_podcaster_c1adac60e10a75dca28493820a11029c,processed/5c/5c12a9c43828724f11eedaea3b784bcc707366ef5a5ed93c0cf7b74f4b8a395b.wav,1fc810ed80d55dc2419c39e3745ff908f5c8efff2531187a248c9d9c36cbdc8c,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000019:raw_fake_espeech_podcaster_c1adac60e10a75dca28493820a11029c,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000019:raw_fake_espeech_podcaster_c1adac60e10a75dca28493820a11029c,ruasd_ru_v1_full:text:6693c9497cd4a40114acf35e294fb65a8dc986bbb8181b2cb9d670cd7f1a7892,6693c9497cd4a40114acf35e294fb65a8dc986bbb8181b2cb9d670cd7f1a7892,12.128,tts,espeech_podcaster,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
