selection_rank,sample_id,clip_name,source_split,parent_group_id,speaker_pseudo_id,text_id,text_hash
43,common_voice_ru_v24:common_voice_ru_30981937,common_voice_ru_30981937.mp3,test,common_voice_ru_v24:client:e914d2399866a8a7963abceeb638ad9a26d9c8a28b3212e84d9c469dd7c952592ffa56c212627838b72556259c3c3189eaa79ef8bb831872f51395ce4217ba4f,common_voice_ru_v24:client:e914d2399866a8a7963abceeb638ad9a26d9c8a28b3212e84d9c469dd7c952592ffa56c212627838b72556259c3c3189eaa79ef8bb831872f51395ce4217ba4f,477789bd413fff3ef95bb809b2151afa12d4c1f213bea096e7855ab0b9dc8bdf,ac7d30f7c6ce82f6db2a9c030697b30d182947cc336383213262b888a5eee991
44,common_voice_ru_v24:common_voice_ru_40895189,common_voice_ru_40895189.mp3,test,common_voice_ru_v24:client:0867fbbd71a5adfde2ec8946072feebf7819df340851aae2690fe5fb7cca413c7d34805ce54a2c9ae364646cbec4094f2f658696593632c1023fb01fc47197f1,common_voice_ru_v24:client:0867fbbd71a5adfde2ec8946072feebf7819df340851aae2690fe5fb7cca413c7d34805ce54a2c9ae364646cbec4094f2f658696593632c1023fb01fc47197f1,cbc249d4f7747b6f7fd571a6b0fe9a02193f9d14c319aef3ab0df86f396eed31,55ce3cb5141d7d95559f671ce77f76f976dfdffd490a60bd2554d9ea21a14aa3
45,common_voice_ru_v24:common_voice_ru_29139003,common_voice_ru_29139003.mp3,test,common_voice_ru_v24:client:b9cfeaffd47e1ff502907235eddc467f129dff0aad2dddb3d6ba272f8072ccc541f92ea25d3de7e2dc5ce7c1286435b9f39a2ef940199c71a23b68769dca1670,common_voice_ru_v24:client:b9cfeaffd47e1ff502907235eddc467f129dff0aad2dddb3d6ba272f8072ccc541f92ea25d3de7e2dc5ce7c1286435b9f39a2ef940199c71a23b68769dca1670,b4ee68f50bc80082b42d2e695be6cdf92eb8cfd781d638d7bea0b12df4147211,26d7fb93ed1b6869841a41eb813a1f9d5b3d9d1be231762a70ed000da26dc36e
46,common_voice_ru_v24:common_voice_ru_37905373,common_voice_ru_37905373.mp3,test,common_voice_ru_v24:client:113d9d38e1301a1fb947ddfdd7cb6da7fe8ac106dd213419fc5945be11cc7828619940e5a48b0852f388bc3dc7c4eed0c2e9adeecdb7391c3cdd34bd5dfeac33,common_voice_ru_v24:client:113d9d38e1301a1fb947ddfdd7cb6da7fe8ac106dd213419fc5945be11cc7828619940e5a48b0852f388bc3dc7c4eed0c2e9adeecdb7391c3cdd34bd5dfeac33,704430d171655e7102c2e7316669f401c2c17d46e56f130fe94874b5e82d041d,0d9ec1d224f022e23d3e741b597aee480bf0326b33e1eb40ff5952135557727b
47,common_voice_ru_v24:common_voice_ru_20388721,common_voice_ru_20388721.mp3,test,common_voice_ru_v24:client:1d2af808797356f26289f327b72c7c5df8bdc7f6461921f23feb32e545ad7f099b5c36854830e49d39c5f385e5114be9ad5b5f14457f3bec0c0a158eea80e313,common_voice_ru_v24:client:1d2af808797356f26289f327b72c7c5df8bdc7f6461921f23feb32e545ad7f099b5c36854830e49d39c5f385e5114be9ad5b5f14457f3bec0c0a158eea80e313,250dc7857cec71203668420aa0a8e7ebda440d52d872ba48b3235078f3b58e80,05ba954f2ec2d4005b9de4bea7aca19daa695bf1177f484d00708ae32a8e233f
48,common_voice_ru_v24:common_voice_ru_40730268,common_voice_ru_40730268.mp3,test,common_voice_ru_v24:client:872836c4edef3813378290ef9524f6c705da2ba9c07fe38407ed8cdf6652eab08e2d362cc68b07f9dc0173d0a6a6f09d3aed50397f3acbeeb0c7b82e06656b94,common_voice_ru_v24:client:872836c4edef3813378290ef9524f6c705da2ba9c07fe38407ed8cdf6652eab08e2d362cc68b07f9dc0173d0a6a6f09d3aed50397f3acbeeb0c7b82e06656b94,cbe7aafe1fe4f3d11ef56a9bd64b71a0ed5a3279e6670df7ea4e7331957e56ef,e0e7c7f2459547d17e36f6a8878ffd311075709cb8959e05886c50e6b0837687
49,common_voice_ru_v24:common_voice_ru_28231988,common_voice_ru_28231988.mp3,test,common_voice_ru_v24:client:087dfd1ac729d0523695eacb0678075b95a061b4a7cea0e7ca425247a8b456f18ca4743b33b4cc8fd434d913f3f0b0eaed05b840e8f07ded69bd443dc831a7f6,common_voice_ru_v24:client:087dfd1ac729d0523695eacb0678075b95a061b4a7cea0e7ca425247a8b456f18ca4743b33b4cc8fd434d913f3f0b0eaed05b840e8f07ded69bd443dc831a7f6,9da021df172c1388002341bdd631968e4ad6c7533f4779158a4bcece87861a1c,f698a08ed76cda9492f9c885ead406616407ec310e8d24febfff0c857cb603c5
50,common_voice_ru_v24:common_voice_ru_31475909,common_voice_ru_31475909.mp3,test,common_voice_ru_v24:client:fb7729a027f9c159e0a7edd29b6a5fd7118a5d9f0ac796095e408f3603084e898845403be5fc82a9721ac52024df09e1d9f088eee3e0a342c5fa3d96ef5ed80c,common_voice_ru_v24:client:fb7729a027f9c159e0a7edd29b6a5fd7118a5d9f0ac796095e408f3603084e898845403be5fc82a9721ac52024df09e1d9f088eee3e0a342c5fa3d96ef5ed80c,9f4745da6ca14f4f163ed6ecd2ed63d7124b966f22dfe53927ffaa8308087486,e2c2c8f765467d3397bcd79875a9170efbe4158b586773d480c2759a357b1c21
51,common_voice_ru_v24:common_voice_ru_26268240,common_voice_ru_26268240.mp3,test,common_voice_ru_v24:client:5cd4361dcfeb96fadf61533efdb9ae9d46cdb4f48102dbdf17ca77d344696471f13d949c86d3453a029e3bc55969a24d4870347bcdcfee13931a2d462d7eba7b,common_voice_ru_v24:client:5cd4361dcfeb96fadf61533efdb9ae9d46cdb4f48102dbdf17ca77d344696471f13d949c86d3453a029e3bc55969a24d4870347bcdcfee13931a2d462d7eba7b,657b82eb149bfb909dbdd7da2bad97097e95ce2f1e5a66ee313349b783ce6f7e,183588b00c167127d97b5a8c370c030adad53effe866499b76e10d9c58013e4b
52,common_voice_ru_v24:common_voice_ru_20111333,common_voice_ru_20111333.mp3,test,common_voice_ru_v24:client:386f2254ccceb1df3b7633ec26aaf9b12d3bbbdd76ac08b28828862a9286ba2bdd38428085d89276286ac163da3820f2ceda9701073cead5bf0153ee49b3ddc7,common_voice_ru_v24:client:386f2254ccceb1df3b7633ec26aaf9b12d3bbbdd76ac08b28828862a9286ba2bdd38428085d89276286ac163da3820f2ceda9701073cead5bf0153ee49b3ddc7,e8bdd29c0f4744d09737f17b29573016d6bab0bfd8389dc4bb8bba896ffcf648,a46e959565d6bdf8ab9742207845dc8281dee7c89a3c1896112a2af61c86e1dd
53,common_voice_ru_v24:common_voice_ru_19022985,common_voice_ru_19022985.mp3,test,common_voice_ru_v24:client:6405418296be333bf6f3bd756cacf5d9dacb33fa583dedf8395fbec81f19d450be562248dc89092005c3d4ec450ee83421d58ba6c97bd3e3a409e0f12f69372c,common_voice_ru_v24:client:6405418296be333bf6f3bd756cacf5d9dacb33fa583dedf8395fbec81f19d450be562248dc89092005c3d4ec450ee83421d58ba6c97bd3e3a409e0f12f69372c,4383fcd6ebce305be38b0b578d89bff6a6ff5e60a0bc3f22b74a0671806d13ce,c2581acc11e8e46d7ab885f8482aa51503458b6ad54a4784f007dc4fee88924e
54,common_voice_ru_v24:common_voice_ru_22979785,common_voice_ru_22979785.mp3,test,common_voice_ru_v24:client:3bd099f26e2a7b97914d2c13330fcb1f781c2f58a2bd46d4b01e85385c1a66987d829d49e53ebe998052a334d3bbda21d84d904c2e8c9c234f7e170e37e63b86,common_voice_ru_v24:client:3bd099f26e2a7b97914d2c13330fcb1f781c2f58a2bd46d4b01e85385c1a66987d829d49e53ebe998052a334d3bbda21d84d904c2e8c9c234f7e170e37e63b86,941b840e9cb7ca9a7556ecdf1e0d7e80228e1c647149aa2d991772fbcfc54a01,b01235fe390e08269cb02d0120544d200eb807548668d571681cb0cc5fe1ac11
55,common_voice_ru_v24:common_voice_ru_18881472,common_voice_ru_18881472.mp3,test,common_voice_ru_v24:client:1c634e8817b968df2f791d519e6c3d534c019d1db3e00b66ab1c131818876aaab6585551751ad4b1e5a4ea9e1b5a589ed1d614d1c381f351ed495a9f5e48c6a6,common_voice_ru_v24:client:1c634e8817b968df2f791d519e6c3d534c019d1db3e00b66ab1c131818876aaab6585551751ad4b1e5a4ea9e1b5a589ed1d614d1c381f351ed495a9f5e48c6a6,a0c022dbbda6a91f3aaaa9517815d81bb7b1f8ac080706ca3f907ddc21939386,44739cd9712f2dac3d071ba6e50a06edd5787cfd9cdec7a40d2f4874033b52eb
56,common_voice_ru_v24:common_voice_ru_25079014,common_voice_ru_25079014.mp3,test,common_voice_ru_v24:client:99422b8591f3a6677c3923892bde14a0c55412dc25c9583562f1b9710ef87a1d522f1d35e985c82f00e3bd48e0f374573d5d12c09f89f382d453e293bc95b079,common_voice_ru_v24:client:99422b8591f3a6677c3923892bde14a0c55412dc25c9583562f1b9710ef87a1d522f1d35e985c82f00e3bd48e0f374573d5d12c09f89f382d453e293bc95b079,12cc23a6397394793ad3cb04dc2c9ddcb4338857628f4cf5d8d0b65752cefe36,d0d0182ef8caad2be044a080463bb3b5bc9f1e1a4a97d2c2564a280c7899544a
57,common_voice_ru_v24:common_voice_ru_27436232,common_voice_ru_27436232.mp3,test,common_voice_ru_v24:client:c9aece7571304a8918bc7cedf9127a95f12e0d9b8e6d8141ec2f6751fd85807311c8ee53552fe5827795740014dc7bb7d964c7a49d303cd468294894f8095ae8,common_voice_ru_v24:client:c9aece7571304a8918bc7cedf9127a95f12e0d9b8e6d8141ec2f6751fd85807311c8ee53552fe5827795740014dc7bb7d964c7a49d303cd468294894f8095ae8,cc0caf029cda98b5245c9caecdba158d0782db517f168e8fe24fea12f4490dd9,a9b2f1cc3afdf1d3c23dcb5cfa5efe18d721869f01e9599333e26beda0d9d9a5
58,common_voice_ru_v24:common_voice_ru_20866362,common_voice_ru_20866362.mp3,test,common_voice_ru_v24:client:4e530a3682b7a22b9cfb932684925c92b7307f24a03909a32f4e7d92574f63b70a4acb871d874803fe248089d453776808100a908d0b548d8fc48fd0c03e4ead,common_voice_ru_v24:client:4e530a3682b7a22b9cfb932684925c92b7307f24a03909a32f4e7d92574f63b70a4acb871d874803fe248089d453776808100a908d0b548d8fc48fd0c03e4ead,4a91982741ad47bc332deaa07c5865894a53e908232e232b6845033d2802e0d8,534741172c75b544b2a3d06dfe60787b46ae0240ae5ecdb98441183d691464a9
59,common_voice_ru_v24:common_voice_ru_28625655,common_voice_ru_28625655.mp3,test,common_voice_ru_v24:client:e8b55ad2485595a56009dc95b599940ba168a2b8fbd24a871bbdf1e269b1e6fb7846005bcff9bc1e3cf2afcc0ea7a4a7b3a5f53bf4fab5c4d6d0ff5b2b07a3d0,common_voice_ru_v24:client:e8b55ad2485595a56009dc95b599940ba168a2b8fbd24a871bbdf1e269b1e6fb7846005bcff9bc1e3cf2afcc0ea7a4a7b3a5f53bf4fab5c4d6d0ff5b2b07a3d0,12ee23e3bd8abe6fc3a76a29245a44130f9e2111f812c7c598572aeba65938e2,b1bd57dc692cb474adf5cb7810f8469f040145ef06679a3d4dba3c8d2baf0564
60,common_voice_ru_v24:common_voice_ru_30542884,common_voice_ru_30542884.mp3,test,common_voice_ru_v24:client:73098799ecd088eb3ba7343b9221837695bad4158f91b9c2e1a5f4f5e2aaa2db2d98710ea4fe56bdb110356aef232dddc020fb7e0eecdf3b6140f8b31f67edbd,common_voice_ru_v24:client:73098799ecd088eb3ba7343b9221837695bad4158f91b9c2e1a5f4f5e2aaa2db2d98710ea4fe56bdb110356aef232dddc020fb7e0eecdf3b6140f8b31f67edbd,c96eb49b2a46a90e810072e8b720de49d2abb0702d3dff7774039c1fb90b7ead,35d55aa0f07f0ea9df5c15a0eee47b90fc7c59a1715ff843ee3c130c62e36b2d
61,common_voice_ru_v24:common_voice_ru_35207108,common_voice_ru_35207108.mp3,test,common_voice_ru_v24:client:e8bc9da57f149bb22f82eec36c1c7c7dd9858b7f25c7a5cb473900f4ae738f759b01f639cbcb79faa174fbe9b173dfa586f3fbf5bcda9828366c45ddf6a74343,common_voice_ru_v24:client:e8bc9da57f149bb22f82eec36c1c7c7dd9858b7f25c7a5cb473900f4ae738f759b01f639cbcb79faa174fbe9b173dfa586f3fbf5bcda9828366c45ddf6a74343,f83c3a944da86dd156ef1913c1373f53aa4bd3aab34cfe86831a2985c1e59a4c,cf8153ba4a3ed0a8213c6f7821770277aca45771525f077d2d901fcfb31b543c
62,common_voice_ru_v24:common_voice_ru_23436347,common_voice_ru_23436347.mp3,test,common_voice_ru_v24:client:694a65e4c75d8dc540d24cb7ef78661e38c70fa224a48b3ab5ab99300d2e24467d36c00f733d50e4e7cac8f4d318bf353b2f364c6d5931fb9045ab6c4ea9d8fe,common_voice_ru_v24:client:694a65e4c75d8dc540d24cb7ef78661e38c70fa224a48b3ab5ab99300d2e24467d36c00f733d50e4e7cac8f4d318bf353b2f364c6d5931fb9045ab6c4ea9d8fe,29801633ad4b56a20354a4695073921cb20bb445798723d59dfeeff061158a69,a7cbf8ebfc4fe1774172615a52b61adba0fc5e97aa49c92ed824adb18ca30f27
63,common_voice_ru_v24:common_voice_ru_26812907,common_voice_ru_26812907.mp3,test,common_voice_ru_v24:client:c2ff67db6265621e5cf3e59c401996e8766661d3f1fbcf5347ec67ec38f8782363c15f992ab42ef4c77972ab895ed71a9ad949efd7eadb632376963d1e00615c,common_voice_ru_v24:client:c2ff67db6265621e5cf3e59c401996e8766661d3f1fbcf5347ec67ec38f8782363c15f992ab42ef4c77972ab895ed71a9ad949efd7eadb632376963d1e00615c,91a5c0e95b87d77f54a23da81d84f93572961cf7fc7ad52dd51ab483aba51aec,0353a4291869bd602973c3c2a315f2c943537e1e4aeb8719bccb4f5186c9e75b
64,common_voice_ru_v24:common_voice_ru_30353796,common_voice_ru_30353796.mp3,test,common_voice_ru_v24:client:c578eeb8479ba264bda41c6efdb74d8bd0286df0979b820ae968dbacb8bfbdc125e79171ef28b1c95e2ffd9ea2b24ef7059ba8d3319d76f1f786a2f09731e34a,common_voice_ru_v24:client:c578eeb8479ba264bda41c6efdb74d8bd0286df0979b820ae968dbacb8bfbdc125e79171ef28b1c95e2ffd9ea2b24ef7059ba8d3319d76f1f786a2f09731e34a,da93c732dc124a6eec9c50020252dcc9a2d1a28ce659abac258db425c30f162c,104115d8baab58788efbed2ef8d834c46c3608671a562e6100523d0906a88124
65,common_voice_ru_v24:common_voice_ru_20536932,common_voice_ru_20536932.mp3,test,common_voice_ru_v24:client:7c5ecf7f26aa01ffe5e1677df2a5f83a8346aaf62d04912ae5a4e58aa418bb7533a996a1f5b098466b09be0bc6d19baa2dcdc2a4db4352656b51573b8efdb48c,common_voice_ru_v24:client:7c5ecf7f26aa01ffe5e1677df2a5f83a8346aaf62d04912ae5a4e58aa418bb7533a996a1f5b098466b09be0bc6d19baa2dcdc2a4db4352656b51573b8efdb48c,b95f0d9707347606dc3b7f99a6da89cb14438df9410901b522e83767af88de13,289a5878e3bbbb8018e2a8a85bc40a70e6e37cb42f486b45e546fbf9b93a6764
66,common_voice_ru_v24:common_voice_ru_25794243,common_voice_ru_25794243.mp3,test,common_voice_ru_v24:client:1cd21a8f76858fe10c8742503b16438ebf4599bc5b6d1a5c45ee59e4391b3e818c96831d9b5b97b14d3a9f1d97a6d1ccde11694d0b94d2a0f3036c8e8994dd8f,common_voice_ru_v24:client:1cd21a8f76858fe10c8742503b16438ebf4599bc5b6d1a5c45ee59e4391b3e818c96831d9b5b97b14d3a9f1d97a6d1ccde11694d0b94d2a0f3036c8e8994dd8f,33c151a9aaee0978a6bb417b3a2bffaa5b4faef603a9d9fae6914da8e4911f0a,522e71a1e0fbee350a11318e9bb7e6102592c9d25fa1cc73528047f36621e2d8
67,common_voice_ru_v24:common_voice_ru_23793211,common_voice_ru_23793211.mp3,test,common_voice_ru_v24:client:6e9b5592f81b46cdc3f01150062b630f34dc8ad26a9e4faa4e72e4b170f0bd3a627e0654ae1d44f2967b973d002d6e533aa1ff3066895232483ba0067a734fe1,common_voice_ru_v24:client:6e9b5592f81b46cdc3f01150062b630f34dc8ad26a9e4faa4e72e4b170f0bd3a627e0654ae1d44f2967b973d002d6e533aa1ff3066895232483ba0067a734fe1,9c89cc2b477025247d4a22c63c324f50c47a88e40b64f7bf8389d62ab54fb42e,6830aa36f81261318d39287a15c19d247dc47626368687d67aaf952462de4b7b
68,common_voice_ru_v24:common_voice_ru_20787969,common_voice_ru_20787969.mp3,test,common_voice_ru_v24:client:a36359e0a846b401888d52b63faea6454c84c5d8c871598421dbb8fca96038bb1cd61e5e1b4fcf6c4eff2d5fa5484e7df7154c2360f724dd37b381088aaa826c,common_voice_ru_v24:client:a36359e0a846b401888d52b63faea6454c84c5d8c871598421dbb8fca96038bb1cd61e5e1b4fcf6c4eff2d5fa5484e7df7154c2360f724dd37b381088aaa826c,3280f651753a206e8807caef02bedc7a726f6b2d4ba7c7b7810d953122528293,57ad9925cb35cf48a22be53df6c540da58d29348e775426c6dfaec1bbc58cca0
69,common_voice_ru_v24:common_voice_ru_38121146,common_voice_ru_38121146.mp3,test,common_voice_ru_v24:client:f00a8e536efc67b7be4bbdc56ed2c848c1650b858ba7466a180e81ba8626bbcb9ac30e24d467edc528b2e867c41fecdc71ce256bdb840c6aeeda14d93b7ddc5c,common_voice_ru_v24:client:f00a8e536efc67b7be4bbdc56ed2c848c1650b858ba7466a180e81ba8626bbcb9ac30e24d467edc528b2e867c41fecdc71ce256bdb840c6aeeda14d93b7ddc5c,77ecd40f482a02424980fef7e7f855ab36e59c9e9da6553fe3109b13f9d8107a,c074b4ffcaa338f39207fe816866db28811924f2c4015d1c08a813d624235a21
70,common_voice_ru_v24:common_voice_ru_24983777,common_voice_ru_24983777.mp3,test,common_voice_ru_v24:client:91ba4d8a3506dce20b02ce41baea2b1f6926ed7832bc1dc6d59e6e4764525d924501489188e121802023e69a553e0601fa5d33119d54d1d766fd926a9504414a,common_voice_ru_v24:client:91ba4d8a3506dce20b02ce41baea2b1f6926ed7832bc1dc6d59e6e4764525d924501489188e121802023e69a553e0601fa5d33119d54d1d766fd926a9504414a,0e9154e17f2b3c0344e1a31e3a19c5c5d8902180b40a453b990308dea732c568,81767ef6cd6c21f21c270fcea61fc1a87f6033ef49926b2212f9dbe3f910fbf5
71,common_voice_ru_v24:common_voice_ru_34546165,common_voice_ru_34546165.mp3,test,common_voice_ru_v24:client:f919a766a694af34d635a579f1c33b34a8d24ef288b86a58d177cda42b8c3a1e3059f903acd70ecbb90c1fa32530061e785b994b1766838c47159ca4f5642b8b,common_voice_ru_v24:client:f919a766a694af34d635a579f1c33b34a8d24ef288b86a58d177cda42b8c3a1e3059f903acd70ecbb90c1fa32530061e785b994b1766838c47159ca4f5642b8b,b93895f62aa76dcd774ef96a279f260e59c8242c12418b6afb57279c0630fa78,0890f1e5d06aa4f9045a1399436521ea73b29e23148564ee0d4bc1dd43670173
72,common_voice_ru_v24:common_voice_ru_24567140,common_voice_ru_24567140.mp3,test,common_voice_ru_v24:client:ed04d16c3ccb030af1dc1d5621beb616f947cd26eb693c219c5106fcd69dc231ef6c0e20b0190ec0ebca509f4f4ce378efb2b0bc1fa19e809e2058edc2405a89,common_voice_ru_v24:client:ed04d16c3ccb030af1dc1d5621beb616f947cd26eb693c219c5106fcd69dc231ef6c0e20b0190ec0ebca509f4f4ce378efb2b0bc1fa19e809e2058edc2405a89,99aa25bfef34584d5e266cfc12dd57786f03d63405974f9d8461081063176d2e,8a7a0f8e7f94de531da5ee408d8ea9652148d8aeedb0edf8811e4106231056e4
73,common_voice_ru_v24:common_voice_ru_26873389,common_voice_ru_26873389.mp3,test,common_voice_ru_v24:client:95e107d2f588c5999bdb76fe2998a5657471b6da3df319a5e6e6ccdeea83283be9bbf0de1d59e1b46841e3ead05be359bb59071d4edd0aca821e0c75231336fe,common_voice_ru_v24:client:95e107d2f588c5999bdb76fe2998a5657471b6da3df319a5e6e6ccdeea83283be9bbf0de1d59e1b46841e3ead05be359bb59071d4edd0aca821e0c75231336fe,a06ee8ca251b35cebcf72046437d45c3caf058ba6a93ea25ce4643b782c3df78,c0d4b8c38c52399d4e8664a8a31222a5602e851ee2634d3e5334dc1ad30f1513
74,common_voice_ru_v24:common_voice_ru_28891753,common_voice_ru_28891753.mp3,test,common_voice_ru_v24:client:3f8b8d43caa13a8085bd411edcde051f2fb7c1c276fe61231b73f30914831ae6234c359260dfd1a17067a3ad16dc58f26b4a9f50f299f630ead82eb6c5a2d88a,common_voice_ru_v24:client:3f8b8d43caa13a8085bd411edcde051f2fb7c1c276fe61231b73f30914831ae6234c359260dfd1a17067a3ad16dc58f26b4a9f50f299f630ead82eb6c5a2d88a,06a5564b50cd58c61c02a2e103f316a474454fd37e67e8d160382128636b92da,adc7cfc53ee3f466ffef1cd476bb4c57cd1dd18c416482f9538a07f485962b35
75,common_voice_ru_v24:common_voice_ru_31466618,common_voice_ru_31466618.mp3,test,common_voice_ru_v24:client:ba0a5962fec042017331d92223e919ec356071547cf107d5636970c5136c202b2c9f22a901e0bb25dcda2e0e8908b49d6bc548e240e29743e93df2f81c92b6b3,common_voice_ru_v24:client:ba0a5962fec042017331d92223e919ec356071547cf107d5636970c5136c202b2c9f22a901e0bb25dcda2e0e8908b49d6bc548e240e29743e93df2f81c92b6b3,993b25d0f644b645ac9d61d2a699b02063b6e72b9788cc6b3e60e1c9b3a98e78,169979c4ffe61de92cebf550cf71b037a5a51d6ab16727c66480a568c6d7ab0c
76,common_voice_ru_v24:common_voice_ru_35215534,common_voice_ru_35215534.mp3,test,common_voice_ru_v24:client:419ee3d39551357752fd54ac9627622b23cc0ccd2ecfe85c06c770cb96fb62973eb49f1a55b6a05d47667d9700a4382ecff179e7157414e99796294e5990529a,common_voice_ru_v24:client:419ee3d39551357752fd54ac9627622b23cc0ccd2ecfe85c06c770cb96fb62973eb49f1a55b6a05d47667d9700a4382ecff179e7157414e99796294e5990529a,13444e6e7180d7b12fd6eff711c8f75e6cd07e7a13d8dccddbf168e8ec844fef,56513006e01aae81815792f5502556e72035d0c554d356a428f4e715e309e593
77,common_voice_ru_v24:common_voice_ru_23861800,common_voice_ru_23861800.mp3,test,common_voice_ru_v24:client:debf0da13745012637637d194d4917c0e1c65c191ecf1294a4f9ba677a8225e4e0b9e5957933f2eb24689b345b07e4ab356894cb4162d823fbd87fa940bb3e8d,common_voice_ru_v24:client:debf0da13745012637637d194d4917c0e1c65c191ecf1294a4f9ba677a8225e4e0b9e5957933f2eb24689b345b07e4ab356894cb4162d823fbd87fa940bb3e8d,28c9746c2de685bf4acf0299e78a3fd7593dc9f2bc26949c0f3ab4611f03fb10,a604f9959f473c261859db7cab965a07b797456e51d66739c6204afba7b49c5e
78,common_voice_ru_v24:common_voice_ru_24532031,common_voice_ru_24532031.mp3,test,common_voice_ru_v24:client:654833e91ca0785fd8a6996d1e657c9e770ef29231e0a98ea1a075aeda89aa80b18a0929a91c374045c4df7f622e88f39c84af14d36f727fc0549fd178cb1c5a,common_voice_ru_v24:client:654833e91ca0785fd8a6996d1e657c9e770ef29231e0a98ea1a075aeda89aa80b18a0929a91c374045c4df7f622e88f39c84af14d36f727fc0549fd178cb1c5a,c14fdfac09d7ad167a0a92625d6f12fc8af218f7642519e289a495ecf6ba81a7,befd22e683ecad68fdf5fae11c6dc38363c745c3dc3e4b2720622b11ecc52dda
79,common_voice_ru_v24:common_voice_ru_26950499,common_voice_ru_26950499.mp3,test,common_voice_ru_v24:client:cbad20703b62aaace077886b1e9d3c29ae4e3f81effdfa7a9f31403ec4e1a8a84bfe2e928604d93ac818cbbc1f9385c11e8f7c13bc4da7e3dda8e5369491d417,common_voice_ru_v24:client:cbad20703b62aaace077886b1e9d3c29ae4e3f81effdfa7a9f31403ec4e1a8a84bfe2e928604d93ac818cbbc1f9385c11e8f7c13bc4da7e3dda8e5369491d417,a867251167f6c8d52fcc4370ac998d0135bce0486571bedc31c678ad6071a12a,82e5e4a98f1efcec8017f157d4a557590d57c0bb51fe2110f74556fbcf0a8e38
80,common_voice_ru_v24:common_voice_ru_19161795,common_voice_ru_19161795.mp3,test,common_voice_ru_v24:client:fac21daa15731daa8ac3ef4836cd5dc72215e791a72cc0afc6b6d3c39e1770549f5ec0f6e5d3422c19b97fa54f73c66397c13fd3e474c79909f2e37c0751bca7,common_voice_ru_v24:client:fac21daa15731daa8ac3ef4836cd5dc72215e791a72cc0afc6b6d3c39e1770549f5ec0f6e5d3422c19b97fa54f73c66397c13fd3e474c79909f2e37c0751bca7,bfe8ffa2b3197f704ea5303f83cfd9e9f8e8605697bd37f170ce1219a91269bc,bfaba2d2e61d6cf283b29f724c7370979fcc4824c77d7040c673b7f66e6b1fa3
