protocol_id,packet_sha256,text_hash,sample_id,audio_sha256,reviewer_pseudo_id,review_status,russian_audible,lexical_content_preserved,notes
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,9efb60af903f8a1a8066735e336965d80f0fb41d746d691ac48edeae1a2fd630,tone_speak_ru_v1:05327_sage,ffd61a3d19f5bea399bf0510884a6f2ef2bb1aa776564ade1fe03117d81846f1,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,8f41b6f25cbfc1d948c0e0ec8b04e7176323512013cdb8c9f1176a0710965ff0,tone_speak_ru_v1:05371_fable,3ca99ec2a32de1641313c815a4f4cfc1f736b32e64027d66affeb100174488f3,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,b188088cc4ff757dfa1a49118d4d61c356fa63c0508dfb2f3ace52a529f4f60d,tone_speak_ru_v1:05399_coral,265a4a6983ceded12f0b338327e8827bff8d63fbce692933e95dacd8310f7aa5,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,d0487137e43443864a1f2c6f9dd337224b3ae14c927cb9ea59db6544da911e5c,tone_speak_ru_v1:05423_fable,af87d995ccb8540543a9522162a48ee4366d6015f0b21fe77b1c5a32593d5bb4,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,7f9a6e5658f656bd6feb40e382a1965dfc2924df66d197cddeaac87c0d97ab2d,tone_speak_ru_v1:05433_nova,2f4e06ed3d761c8f8fe71fda749838496d004308a3fcdd14c7183d97a4772266,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,6cbc23e7dade59ccb7855c2b6d36366d04eac6bfcc2f22c4476a4f738bfd8fc1,tone_speak_ru_v1:05456_coral,0c17dae8152dd16c7b0852d69da471dd209bd37e86c2c9ca9deb49e8e4946985,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,5eb64c55a96492dde47d48f39b66ca8dbbb6b69ffb2e4d80b42992287e3faddb,tone_speak_ru_v1:05481_nova,1d1b323bbdae1ce88ba27cd542fc529994518d32a2b9649d405a120bd25bdb48,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,d3146d42a5c84d0effd45126d34b3ccb0dcfdc41561b67e01f711f0ffb4873c9,tone_speak_ru_v1:05504_ballad,8deda6d3567855f63c191be32b339bdbdbd61205f03fe6f30eea54f29f7838d7,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,61b470044c7dd1fa329fcab8e29d6f68266b7799b5fa4f3be737b676b52abe70,tone_speak_ru_v1:05585_nova,32d12e2a6b0440ab02bdbb4324ab7458406c5e253cf44261777c4efed4a3a92d,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,b5940b87952a8294d374bae1cc19d3652a24671588d1b53e3221d7208df27c6d,tone_speak_ru_v1:05658_sage,5b0d3dd974acca944e898c3d84233b7e00ee223df84a506ec5b881f36907bf1e,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,9dfdef0ad54c560cf0bece7c0dbe0506ba4b740c9c187a9a6710361b91a6e10e,tone_speak_ru_v1:05737_onyx,a5b984d331a148e1fd413a838d3e9905b710fd8f6773fa1353560fe896dce513,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,4a9aa2a69739e543d4cce5d03a8f79a5337219594348be8158b74fef5859d3b8,tone_speak_ru_v1:05765_onyx,92bf9afa20a04259e010985abd6e1da61bad2ec05b49ca801ef6627f1869c639,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,efcef7326ae81d31963259319159fa24a2fed40939621c591d826dc2c504a459,tone_speak_ru_v1:05859_sage,c74fe427c67bcbfbedb250e8c16b165e97b9e406ab8a2c2d815642795f8ea79a,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,7410287f66ec9201de87d673a52f4669e059010b71a0eecb8f9a772bf682b3f6,tone_speak_ru_v1:05897_alloy,eb9cf2083f2c76c28096bd883ea523dca8385ace35f1c5846d9207b0091a022f,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,03bd71f8c168618ff1e4096c55cb8dee3b40e2a070b8c277f277effa94a1828d,tone_speak_ru_v1:05960_alloy,39272686ccb5a3755fab56e7b4a92c985d27feba37cf4b1528e6c3c7f27f5850,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,2759c2e82df056c717937cf9b67f53349dacbeb5e1b44ec26111b31539bc6491,tone_speak_ru_v1:05968_sage,a4dfd71f020fe7bad4a7a8d9b5426b83f032b5c70ba06d463eb2a1fbb536dd01,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,c909ccd091ea7b3d1de22d71048db15f5dea55c65c99b2e924629fb02d6c897e,tone_speak_ru_v1:06023_nova,cd427f7289233c4e30828f8c92e191efe1f260d12f4397adb494ccf3dda06972,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,c8db78d8b580907667b570097d6867e626d3aa21b5571661b2748515f5e6dc04,tone_speak_ru_v1:06271_onyx,38f84a6e5e5f1f155ee48d10a4d831ef95266467cf99c8cfc328995285c9ed60,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,a49a6a6170abf301d1b6cc843db7510e0208771fe3d78bb7b5aa7ecedf7cf607,tone_speak_ru_v1:06304_ballad,353af3ef6712bb3554fe4eb4498f0da368840f05b1571127e2221c530c4d8757,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,b1cc5a4feeccd8a43c3fa0aebbd06b3e782e122369acc402b6a06fc22776a134,tone_speak_ru_v1:06326_shimmer,6fcc9c7c0270fce0b7657892e0dfa60cb4ac53dd48e9fa3c19738d3dec5544d0,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,8f8c069244c835324a09b4e4961b01b77e780f2d28cd509821157274b8907557,tone_speak_ru_v1:06351_ash,3736b66848643cff46f5a8e5b85810ea818393f358e040ae86fbaad597843e76,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,4d49bb42fd319731b1aab1236ce0affd164ae4d16379b93f9928ed0b171d27aa,tone_speak_ru_v1:06394_alloy,407824e870b968eedf6a05b53a786ab1a9dbd529fe6f3496858e95e22bb654e4,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,b2c35f43c47d8a23584241e94fe2c36035b44de26ef440ad981a310a99000b97,tone_speak_ru_v1:06428_ballad,6e98dcff8db339a795639fc3ee0dcb6ef78ad414ebaad30b361491f04ffe8a79,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,8a027b5e791e60118fdab3a8c9d0d4fbdc2a66df9e7f2c8cc033a4bcc4ee4b1d,tone_speak_ru_v1:06583_coral,e553d0772b43bb9ffdff6766f44b4d4a2f800f6dfb3ca070f82462b240d80810,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,515fdacdfaf581359c845f6c8fb171ffeec47e268b6adb95134bd5448b914952,tone_speak_ru_v1:06607_alloy,6712981548ab12acbc3738d8c6ece27c26914f253976ed45c653c6b5b731e094,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,0ce00327f82f4f35d6ecd0f045aeef66ef7fcb078e8efef8266d0a71d3a814bf,tone_speak_ru_v1:06699_fable,9a3961081ae32262feb7fe9257a18239d608a3d0c9b939bf2636065134bc332e,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,90413ee0970f8c442d340def38cbc88ca9522f9a5c2b1c746514013ee70761bd,tone_speak_ru_v1:06902_shimmer,fdc9a220a99ac5aa9857fba6380b5d18436c0596f43f9e7fddab556b431fad54,reviewer_1,pass,yes,yes,
tone-speak-ru-acoustic-language-preservation-v1,f69fe1a3d082c9d8bfac3ba1ce1f10011fa844b07e9608f840d8c4b59fbfed41,4252ef35e47be1f2dd1e80ac86cae46aef338039da62d17b5b7e5524f5856f69,tone_speak_ru_v1:06953_shimmer,b7cc0d85f269b13593a5a81dd27bce5008d5eadc389c4e2aac0fc60f8c61bda8,reviewer_1,pass,yes,yes,
