protocol_id,text_hash,label,sample_id,relative_path,audio_sha256,input_transcript
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,b0900f82e8591926aecef5e2fccdfa00c7f024262014d979cb99f2c84aa13e47,bonafide,common_voice_ru_v24:common_voice_ru_19508072,processed/74/74be732646e922846736368b3eb390bbe9057278c3a5ba0a23030b6ed0d33938.wav,149faeef3690c018fec7c2adb9e33c92bc5fadce1ffd1e6e174d673ae09a88c0,"Могу ли я считать, что Ассамблея желает принять этот проект решения?"
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,b0900f82e8591926aecef5e2fccdfa00c7f024262014d979cb99f2c84aa13e47,spoof,silero_v5_5_ru_eugene_v1:b24857b57b72c457,processed/91/91c7b995752cbd116b513a99bd02ec82c6fc5a6e97d22dc058034a9e6ea9ea3c.wav,8d0d5459b1d0f49885bb53c796f81fc17058e51adeb47289eba516cde0333740,"Могу ли я считать, что Ассамблея желает принять этот проект решения?"
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,b2e2680b6b3da4ef808e91aadc3a6ff53edff963cd2fd825a82c47a20a36435a,bonafide,common_voice_ru_v24:common_voice_ru_37330519,processed/44/44d8e98a3f188aeb06bdf0cb8649d0982404ed1b612aa8fb0d22d1745f614624.wav,7a14c4c2a76c5e99417cf63ccfd18ba7fa18f74c83e5d26056c4d37101437b82,"Вдруг из дома вылетела муха, покружилась, покружилась и ударила игумена в лоб."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,b2e2680b6b3da4ef808e91aadc3a6ff53edff963cd2fd825a82c47a20a36435a,spoof,silero_v5_5_ru_eugene_v1:e6ac81493187573c,processed/47/4737bd382e58ecc3d45d7293149f65ec54182620772bf86af4c7bf772474d96c.wav,24c2a3eac2b9510b317db5c160e01e8543380500c89201e800f7c4056c589e3b,"Вдруг из дома вылетела муха, покружилась, покружилась и ударила игумена в лоб."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,b73ca3194e981facc837277f963ef7713597455a7fd3bc726ca0ed091936080d,bonafide,common_voice_ru_v24:common_voice_ru_26587318,processed/9d/9d76edeb7856cd771a6f127957a3a898ce2a573adb2fd1208bc1ce336765cffc.wav,fa7fd46c164eeab140d8a3b89961a6c9ffa52802ec80f3cb4e9e5ce50617fb50,"К сожалению, эти предложения не нашли отражения в тексте."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,b73ca3194e981facc837277f963ef7713597455a7fd3bc726ca0ed091936080d,spoof,silero_v5_5_ru_eugene_v1:a7ca587872f05479,processed/58/5872deee7854165348da11cf5ac54929e5f3a89e556158e8d20a0282c5e5578d.wav,c04fa843b7daf1d4066fb783add0965c686e98a9b97f6cf399cd94dc722d9d7f,"К сожалению, эти предложения не нашли отражения в тексте."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,bf25309bbcb110bf146a92d3a280dfe6b7b0d4751f932454dbf6a37e23d8ee30,bonafide,common_voice_ru_v24:common_voice_ru_37761684,processed/8d/8dc9e1b6ab2421842e8d9270e34d62add1c3a09094d984e04b822360fb8a56b3.wav,e41fa60b5e6e3a1519af18c26d637c8560da3805553a84871bb486cdd13c72a0,Анна хотела достать девочке ее игрушку и не могла найти ее.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,bf25309bbcb110bf146a92d3a280dfe6b7b0d4751f932454dbf6a37e23d8ee30,spoof,silero_v5_5_ru_eugene_v1:d4a5622fc9f87020,processed/f5/f521e80668a2bce765c2c591a47d8b99d21a71b7f24d8a77666973aa2c4b1455.wav,1eb42cbae18606b59e25541fa1e0a7e5646751732e61b718df896721bc1620c5,Анна хотела достать девочке ее игрушку и не могла найти ее.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,bfaba2d2e61d6cf283b29f724c7370979fcc4824c77d7040c673b7f66e6b1fa3,bonafide,common_voice_ru_v24:common_voice_ru_19161795,processed/70/704345498e77fa840a86977212ae68c8c5c248550df2658d34d4b6eb09a6d047.wav,3b56025531d8dfe6e19099df47b325c8cbd58b3fe84101a7dd383dc8c5787496,"Чрезвычайно маловероятно, чтобы развитие технологий позволило решить гуманитарные проблемы, связанные с применением такого оружия."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,bfaba2d2e61d6cf283b29f724c7370979fcc4824c77d7040c673b7f66e6b1fa3,spoof,silero_v5_5_ru_eugene_v1:4bf29af483ec75a0,processed/fe/fe2fcc6247ae7117152e371593add2d3e94cb0e0fb0a9b5d136a7e6f13dcc535.wav,4fbb7a79328a8503c39638642e912b6bc9bf13b658171f79e4fca2b7b713cb94,"Чрезвычайно маловероятно, чтобы развитие технологий позволило решить гуманитарные проблемы, связанные с применением такого оружия."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,c2581acc11e8e46d7ab885f8482aa51503458b6ad54a4784f007dc4fee88924e,bonafide,common_voice_ru_v24:common_voice_ru_19022985,processed/ba/ba96801a3101a41a62fe596bc6841ab95c7e683eed1a2aeefea6876915a67b12.wav,82ece12ae5d53c967592cbbc42a0019f9cd936d1f8c25a5ca221cddc2e45b818,Благодарю посла Германии за его выступление и заявление.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,c2581acc11e8e46d7ab885f8482aa51503458b6ad54a4784f007dc4fee88924e,spoof,silero_v5_5_ru_eugene_v1:9ae474d32089b4cd,processed/f9/f927c5a0c2c195e364822ef4950946a7ba3bde774c8d09261c0f84af81a6124f.wav,ac16c1bf08c3f8ec25349fda82cd96eb1811a52b2c9703c6eab93ed0febb07ed,Благодарю посла Германии за его выступление и заявление.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,c48f45694dcaac00738eadd145d2fa8e21f39f216c723248ea8203a84ce68437,bonafide,common_voice_ru_v24:common_voice_ru_20402690,processed/e0/e047b13a70d442ec5f8f02c514d58a9bc91ed3b65e53fb5bf446f83baa97161f.wav,45c68264cd3dacd4040a09daf3a6cccb1b9e49c7db4b2520c003926af18f1ded,"Мы согласны с тем, что последний цикл работы Совета был особенно плодотворным."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,c48f45694dcaac00738eadd145d2fa8e21f39f216c723248ea8203a84ce68437,spoof,silero_v5_5_ru_eugene_v1:87327adebff8dee4,processed/ec/ecff9495014b6d429d1c733bf10306601cc6196169697b13a30c0eb2491816cc.wav,ba1ba5e395b2d3daaf3c0d72d38a94d1ec3238c57be059a33c461264fbc876c2,"Мы согласны с тем, что последний цикл работы Совета был особенно плодотворным."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,cf8153ba4a3ed0a8213c6f7821770277aca45771525f077d2d901fcfb31b543c,bonafide,common_voice_ru_v24:common_voice_ru_35207108,processed/4c/4c775b010dcf83e7ec64d2e15ae357e8c013390eac13c52bfa5ff8929cfde9a5.wav,db9acee08436004326ac3533f300ff8baf5bb41f45cfc96e3f1dec386ee77bb4,"Командной работой почти всегда можно добиться большего, чем одиночной."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,cf8153ba4a3ed0a8213c6f7821770277aca45771525f077d2d901fcfb31b543c,spoof,silero_v5_5_ru_eugene_v1:1a027cf8d93ffd58,processed/e1/e11df34f3826d331c04cf33d358b4fd61ef799b0e913d5e3768f716ab79468fd.wav,ae631b2fed389588f4a196d5a6f88f5b54d975b1fdd7596d078d85bace6a9c09,"Командной работой почти всегда можно добиться большего, чем одиночной."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,d0d0182ef8caad2be044a080463bb3b5bc9f1e1a4a97d2c2564a280c7899544a,bonafide,common_voice_ru_v24:common_voice_ru_25079014,processed/d6/d626e0ecd6288c5a464ee1f54c56c2032ce8a41f74d8ac2e2df064b7b91bcbac.wav,b207fe3c876145bf97c237a79de671212fc6321fddbc5f6016b4f7b86e0dc4ac,Университет Сьерра-Леоне получил частичную аккредитацию для подготовки врачей-специалистов.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,d0d0182ef8caad2be044a080463bb3b5bc9f1e1a4a97d2c2564a280c7899544a,spoof,silero_v5_5_ru_eugene_v1:3dfd38dc76b2462e,processed/6f/6ffa0c99e2118625bfa52d3436106ec294de60ece99d2742972fe073d705a991.wav,6cbc94c4b7f923e03109b309a9845033d059916b0791f098c754b70e13647d9f,Университет Сьерра-Леоне получил частичную аккредитацию для подготовки врачей-специалистов.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,e0e7c7f2459547d17e36f6a8878ffd311075709cb8959e05886c50e6b0837687,bonafide,common_voice_ru_v24:common_voice_ru_40730268,processed/74/74abfdd8ab438ec325e23a16c77e1431a17b4cbb65f21e3d04318adc76d240bd.wav,de7528dedd19dd50d599d1d7bda979b4deb41bde7309d248e1860bbd8ccbde50,"К сожалению, многие обнадеживающие шаги вперед сопровождались горькими неудачами."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,e0e7c7f2459547d17e36f6a8878ffd311075709cb8959e05886c50e6b0837687,spoof,silero_v5_5_ru_eugene_v1:5e60a4bd5bb2d0cf,processed/98/98bac6c9cda718c30d1faf206dd0fa116ef5c125ba6957f1a5afc251faf17153.wav,9caf3f4a6b292375448f3b94780981c09e41eb4d8b768d54f8b012119558c4cb,"К сожалению, многие обнадеживающие шаги вперед сопровождались горькими неудачами."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,e254edc6bd61e079c0471d5ce2e5e65e6e7c9ce6d5054776843e4809c70d524b,bonafide,common_voice_ru_v24:common_voice_ru_23149012,processed/c0/c022d8e9398bf134ea4231a36aab69e68541d99f1a11fd7a07e501a67985b788.wav,45f8e830a7c75542141ff26e78726302df6b8d68ae46ca5a1696de61938a58b9,"Что касается сапог, то сапоги нужны на высоком каблуке, гармошкой."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,e254edc6bd61e079c0471d5ce2e5e65e6e7c9ce6d5054776843e4809c70d524b,spoof,silero_v5_5_ru_eugene_v1:a3f6b5327b9fb54e,processed/10/10d71e058b3145e89649f8d2e462f3ff22239e567091b932e70ab0551734eb92.wav,9e591d556d351b9b87fb81bacca9cb2c9a6a2bfe518753d74eca89d98bbc7a75,"Что касается сапог, то сапоги нужны на высоком каблуке, гармошкой."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,f113d894ba20da9480b39f8be4a6b6681251b55cf34bb8d7c9de8f8424b318b2,bonafide,common_voice_ru_v24:common_voice_ru_25692704,processed/49/49339da1abdb45af37cedfbfde944798401d95b6ae0d432848e18598f45709c8.wav,ebd10e18ca4aab139e7437e9d08aff491e6d3ee31dfe08d87a63f8f756415abe,"Однако, как и другие, я хотел бы кратко разъяснить позицию Турции по реформе Совета."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,f113d894ba20da9480b39f8be4a6b6681251b55cf34bb8d7c9de8f8424b318b2,spoof,silero_v5_5_ru_eugene_v1:77707c89b26682a9,processed/3c/3c2a4a27750b06d1f1fe62c5515f611ec01afce806b644584ea41c10d424e361.wav,08d7ae2d8d715923762252db46bfd61c09e0c6300563c939eb9660fc65504319,"Однако, как и другие, я хотел бы кратко разъяснить позицию Турции по реформе Совета."
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,f1dc5d3b80e69ed90b3fb9f45997cb2a2c5a84a4ac98b8dccee5dde0ad95547a,bonafide,common_voice_ru_v24:common_voice_ru_26244464,processed/6d/6dbc4fe4415bfbe3f58242137c6856a6e386c4e76f0b56f1c64966e0f283aaec.wav,db18991d16f72c8c643af5c792902d6e51a2cc943409ba3786dc00a0587ff0a4,Мы не можем откладывать работу по спасению человеческих жизней.
common-voice-ru-v24-silero-v5-5-eugene-pre-qa-acoustic-gate-v1,f1dc5d3b80e69ed90b3fb9f45997cb2a2c5a84a4ac98b8dccee5dde0ad95547a,spoof,silero_v5_5_ru_eugene_v1:9bae071d489f5ab0,processed/79/79e649ffaac6f088b18bc6bd8824e0f1fc3804bcbfe60336b9869b2765c03bb7.wav,c86611f60a0a66516aae116743d0831eea2e06fc8dff001c09e058f6cb542970,Мы не можем откладывать работу по спасению человеческих жизней.
