sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
denis_1_0_mdc:0000000001_0300000050_General/0000000206,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_001.webm,fee90af6ebf8b5b627b573f15cb2994c8d24c86de92a8261dc690b454092ab80,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6c0ed1ba584a485229ba970aa98cbcb2167d0b53ea6ad938b9a8342ef8dabf35,6c0ed1ba584a485229ba970aa98cbcb2167d0b53ea6ad938b9a8342ef8dabf35,6.8735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000158,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_036.webm,26e308b0119842e3363f1a6f9e59356295b0a5014a4628d713e89bff85a09534,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:ad1226e63f24eab3fdcfcf97c3c0f37583297cdcb665741c40e8f72642d92a3c,ad1226e63f24eab3fdcfcf97c3c0f37583297cdcb665741c40e8f72642d92a3c,5.7735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0300000022,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_037.webm,c2841f0dffea86de581bb476747b23df4cfcc9cecab1f2da0dc3285c046d7118,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:43a4f6d3eb50b279109d4df0ba156d42d37faa997b76007c4913b59a1a96b4ab,43a4f6d3eb50b279109d4df0ba156d42d37faa997b76007c4913b59a1a96b4ab,5.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000216,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_038.webm,1d0841be2516b9a2832d9b2787844de8bd748c983d31ad48278254ef6ae456ab,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:493c5c8183167df41231051f761c5d1ee20aa60efc274c8162602f582940a884,493c5c8183167df41231051f761c5d1ee20aa60efc274c8162602f582940a884,5.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000160,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_039.webm,16ee0fd91a0ef816f16cfc21bd63aa2ebb4e663cbfd4fe53726934e7e1e11db5,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:bc415ffa326e1a1ef1bcaec5ab832a0f6e10a582c630bee10d262d154af0caee,bc415ffa326e1a1ef1bcaec5ab832a0f6e10a582c630bee10d262d154af0caee,3.4135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000277,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_040.webm,39a8f22e3339afb30fa04a50d61a81cfafd8d59aad6a50da79af8a5b5531d098,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:b79129978c77a1f767d823c808c97d26a6ab59740eed66bd06b2c4db5a9ed473,b79129978c77a1f767d823c808c97d26a6ab59740eed66bd06b2c4db5a9ed473,5.8135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000236,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_041.webm,e7231b190b2301cf9e6ee9a1a84d81720ee3c84b97e212b13ad1042a79653015,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:8674bec7c6cf18ccc20546235bb9c91e0a2a7d7013ab293af7fdd8cc03657e57,8674bec7c6cf18ccc20546235bb9c91e0a2a7d7013ab293af7fdd8cc03657e57,3.9335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000211,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_042.webm,8798a24f144e3e9154d3b9313f7ea416217ad088afad41155a30e136e29b1706,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000023,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_043.webm,55a183001e2207506195a9d363cac46b03be083051dfedd0ebe796ab3458cc73,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,8.9735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000175,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_044.webm,69f1033d31c561b70c7c2c38f38cf4dd762072272b8ad4b2a3c19bcaa63cde59,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,5.2735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000110,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_045.webm,a5192df6267d1ea04d2735e40f37588de8977b03f85ffcb3226b927a69444ff2,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,4.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000129,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_046.webm,84fded72896ed985c2499c645366efb5681954257ce1c2ded7ca347045eee3cf,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,7.8935,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000280,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_047.webm,60ee0a23fb158e4d54c2120c7e7e562fa211ac78673ec5c50be9084c1a698f9b,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,9.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000033,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_048.webm,67731392211a72965f9323b443ca6cbef572212e1291dcdd651d1e9286a7f05b,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f87ce78ac1acbf005c9842df940a7a205a58e68a7b397df6ba5d7c74794f195b,f87ce78ac1acbf005c9842df940a7a205a58e68a7b397df6ba5d7c74794f195b,3.4135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000254,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_049.webm,9868ff523512b9e2e3f0a99cc3ee2d6a62a559dd23917afb9f7c98492ea31f98,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,4.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000081,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_050.webm,706b3853c005f8b324888253d44e8fc9592af6ed88c7db327909e3781bb362dd,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,8.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000184,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_051.webm,9b6826eea423e72c80845259b385f009af81c060fbb2b0c215e758a9c0fa9efd,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4bdacb592dd76429a8f028951374b830a876202f8aa20ae6ce8e0155381ec9a7,4bdacb592dd76429a8f028951374b830a876202f8aa20ae6ce8e0155381ec9a7,3.4335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000132,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_052.webm,5409479cd37360c8bf5da2031abb9fda0e46830c75c5e66c1012b39b2e20766d,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,8.7335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000096,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_053.webm,e820f244f7d2f8cc7fd7b15b4515a7b6e457ae4d03cfad36f905e1225e12e3a0,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,8.7335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000153,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_054.webm,31724f01fb2643173f0ea5cd5e3f08f2066821cdd17390797429e297d5534b47,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,4.4535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0300000037,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_055.webm,a5de45f3b4d9d86e832ba04a0202a2c6c673772c4db36bd958fcfd72ea7c3c09,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,4.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000283,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_056.webm,6a7cd978844d8f5fd0491c18ab97154d99efca4d460ff4c494faa9d4002266e2,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f9b204eb5ac75045f5e632defbff6b28dbdeabac496f8acfc39b91f655da8d2d,f9b204eb5ac75045f5e632defbff6b28dbdeabac496f8acfc39b91f655da8d2d,3.4135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000005,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_057.webm,b73805d8bc1d335749837ffb2f1b8c5cedd8ec7d5a08739d9eac2f8bab78721e,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:2194f7e77563be4eae853a25f8e92003d2771455cc3c9225c171de1c3b5978b7,2194f7e77563be4eae853a25f8e92003d2771455cc3c9225c171de1c3b5978b7,2.9135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0100000030,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_058.webm,c78649613de9b05f2aa096492d5b03781dc8ec2e3e99b66c5725e42cf1b683ce,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:9ba5b52a96b35e82718e3c58e4bd725b4d5cad88d34cc7143f1778e3e3bc4cf0,9ba5b52a96b35e82718e3c58e4bd725b4d5cad88d34cc7143f1778e3e3bc4cf0,2.3535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000259,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_059.webm,9b3356b7fc1187e995ea4b569fabe7565c88aad9767371973f61a9fd234661d1,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,3.9335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000018,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_060.webm,c85acda6f325d8c722ed161670206aec3e655b2e32a0ecbf9cb689592663c4dd,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,4.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000101,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_061.webm,dc51dc5deedf6a6caa5862d2d0d3161ef76921fcc0cc58056531d8bab6c10563,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,7.8735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000027,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_062.webm,ab3a0509f1a0aed679b962ef423a82d49e2aac90d8528c39a88e2c5b9d717e6a,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,6.3335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000047,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_063.webm,c0d35d4b6a81412577399326b5c188126d5ff00463bc0f2ea41f2d407e805616,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:e5745b77a114efabfb8672bb951577a383df07540209f9b3ddb2cf13f13d762d,e5745b77a114efabfb8672bb951577a383df07540209f9b3ddb2cf13f13d762d,3.4135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0100000015,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_064.webm,3a87b315961fea85a744735d55d90d66c9ce8bbc78c8708912eb654315753ce8,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:233b7387beb605a084b0ee8cd3ed19972a8402dc7eb4e52c5f5a13fd816ba5a1,233b7387beb605a084b0ee8cd3ed19972a8402dc7eb4e52c5f5a13fd816ba5a1,3.4335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000220,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_065.webm,c2b1326fb6462819d3413f805b7bd1431728982537fcecede92aac82ea4e5fd5,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6.3135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000212,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_066.webm,07bcfa3477fd3ca109eb8312a302b6bb66a730e3d28c3c55a11aab6183caa387,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,5.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0100000026,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_067.webm,0baf9b31ef8d31a0a9141364beb7f9cf5681ae5b25ab9fe05038b72c3d9323b9,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,4.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000015,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_068.webm,7c0047545498a6838407849cee5b9522e68513f3168729178316f86ef427785a,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,5.8135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000061,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_069.webm,9d14e6f00273b718968c68ef8b3ae5bfdd0cac0f9cb8b4fe8b61e6f54ed0c26a,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,5.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000198,raw/denis_1_0_mdc_pre_qa_v1/denis_ru_070.webm,d714978b5baccb528a56d02d8cea478589b880cf9fcb36c559ef28b3763147b1,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,5.7535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,ogg_opus_source_suffix_webm,,,2026-08-14T07:05:00+05:00
