sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ruasd_ru_v1_full:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000000/raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69.wav,c2bd649f676d1b0881fb390c2f60c363fcf8a6e6fc619b039795ed68b39c2fe7,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full:content:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,8c606ba1f004de3a6a3a08287bdb35e345d469246e9a919b5d99a331d2b33aae,5.146122448979592,tts,11labs,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,44100,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000067:raw_fake_grad_tts_e35238d474a1a9f26153567bbd2bc114,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000067/raw_fake_grad_tts_e35238d474a1a9f26153567bbd2bc114.wav,931e66275698520de721aa82cfe4f64d51fe3a52477b070fed0d0da60ea4b416,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000067:raw_fake_grad_tts_e35238d474a1a9f26153567bbd2bc114,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000067:raw_fake_grad_tts_e35238d474a1a9f26153567bbd2bc114,ruasd_ru_v1_full:content:ruasd-000067:raw_fake_grad_tts_e35238d474a1a9f26153567bbd2bc114,194bd9fa5cc63073ffac5cf7dcf4a88ae9c7825867be49251a417f5e1b9fea01,8.93968253968254,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_e4183096ff594e4051b32e6d69aabe21,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_e4183096ff594e4051b32e6d69aabe21.wav,5d0d2ffd96bf64af609293c4092ef6b0aaadeb067935b7b8f9b4b6c48c7e44cd,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e4183096ff594e4051b32e6d69aabe21,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e4183096ff594e4051b32e6d69aabe21,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_e4183096ff594e4051b32e6d69aabe21,ff63a098ba80d1e69c322185ea969f3ff0268df2329974873ce19cae7e36e4f8,10.042630385487529,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_e4d814ac375909f3047ad4d2876ef0e4,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_e4d814ac375909f3047ad4d2876ef0e4.wav,bd3c6b94f22ae5827e837f2c8bfdd5bc5291975a274fa44c853a05d1d7704bc8,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e4d814ac375909f3047ad4d2876ef0e4,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e4d814ac375909f3047ad4d2876ef0e4,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_e4d814ac375909f3047ad4d2876ef0e4,82699addc1d385f9d57eac9d97dd014bec4323508ce1aa137befc6701262a25e,10.24,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_e565bd23e2f74a1fd1fe4a63e381af28,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_e565bd23e2f74a1fd1fe4a63e381af28.wav,9bed86211ea5d9aa30656f57246522e30eb2ee7f54026fc7fc25b9e2e692a23c,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e565bd23e2f74a1fd1fe4a63e381af28,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e565bd23e2f74a1fd1fe4a63e381af28,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_e565bd23e2f74a1fd1fe4a63e381af28,e21be70585d072f8296042b59158f7aa9565e9ed0677a31097b0df051e6b4859,9.763990929705216,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_e56f89fd48aab2c5159e8d059296e76a,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_e56f89fd48aab2c5159e8d059296e76a.wav,3d218e867246b94122c51e9b6970e58a6aef70a786f6ce6a09121d944dfd29aa,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e56f89fd48aab2c5159e8d059296e76a,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e56f89fd48aab2c5159e8d059296e76a,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_e56f89fd48aab2c5159e8d059296e76a,9cbcaaf5f774e8c2014959374f245091ff24323f8b5bf57efeb1376f4acdf27d,7.198185941043084,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_e6b77196b67cca04123427910d0383e0,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_e6b77196b67cca04123427910d0383e0.wav,74a9edbf84c19e22defc8690119c415edf8a31f39d7a2fae6c4286082a5cbff1,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e6b77196b67cca04123427910d0383e0,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e6b77196b67cca04123427910d0383e0,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_e6b77196b67cca04123427910d0383e0,85a0608ada1f644d12c24b75d33d67a09459c07cf4493f7139bcd42e0dacfc7b,9.717551020408163,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_e96e2e6c0b1d683d00cdd7840944ad29,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_e96e2e6c0b1d683d00cdd7840944ad29.wav,94d6b8eb65d1099311eba30fa004891d9234725e5cbf0d692b2b57a9d07e1180,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e96e2e6c0b1d683d00cdd7840944ad29,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_e96e2e6c0b1d683d00cdd7840944ad29,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_e96e2e6c0b1d683d00cdd7840944ad29,562f61fab46faf6695d7e47124b12186eb1a6f835202c73b01081fbe5ba49a60,9.845260770975056,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_ec928c8c0b75dc0e979e3d052b32fc00,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_ec928c8c0b75dc0e979e3d052b32fc00.wav,ca0e49620363c88f65d075b4bccf2ae32c4b8e867e7338ae02cfabbf3506c3e7,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_ec928c8c0b75dc0e979e3d052b32fc00,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_ec928c8c0b75dc0e979e3d052b32fc00,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_ec928c8c0b75dc0e979e3d052b32fc00,0e3a9dec59ea3830d78b1d56b39ae8c47116801910d945875424d8c40a6f1554,8.312743764172335,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_ef36ff9a3e9d4f26d7f32053e0f5546f,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_ef36ff9a3e9d4f26d7f32053e0f5546f.wav,1fc2ad1c278f29657b354ffc981d77f919b1ba916adf8f83a4e4a23bb00c5e08,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_ef36ff9a3e9d4f26d7f32053e0f5546f,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_ef36ff9a3e9d4f26d7f32053e0f5546f,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_ef36ff9a3e9d4f26d7f32053e0f5546f,34781a1ed1be108a2c964e0e5e2c16939a7e961df381ba4d86f6d49893cdf6bb,7.534875283446712,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000068:raw_fake_grad_tts_ef3ef943e15741f995e28839c9ce6c6e,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000068/raw_fake_grad_tts_ef3ef943e15741f995e28839c9ce6c6e.wav,5ae233e97f999a1f02e6b75dd811b4a2066dddac6e02c2d80efe004429ff1369,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_ef3ef943e15741f995e28839c9ce6c6e,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000068:raw_fake_grad_tts_ef3ef943e15741f995e28839c9ce6c6e,ruasd_ru_v1_full:content:ruasd-000068:raw_fake_grad_tts_ef3ef943e15741f995e28839c9ce6c6e,38e5da04343adcbe37357d674adb5d2408b56c9e381f80a7d2b91f5b3a06108e,9.868480725623582,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f13dd2090368a3248dcd937901314f43,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f13dd2090368a3248dcd937901314f43.wav,70b46315bd02910f8ceecd528d4d2b8253e759344d11e461c9e143a7d4582da8,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f13dd2090368a3248dcd937901314f43,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f13dd2090368a3248dcd937901314f43,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f13dd2090368a3248dcd937901314f43,23a6bacba5998e874f800a310df6f20953391060f3f32d1c96101f3f6ebda1d0,9.775600907029478,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f41a93510286915f9c62cb80b91a348e,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f41a93510286915f9c62cb80b91a348e.wav,af61b72a6b0c9a5d10cded4c772da3285e3376f6b90e7e4bcb7a67725d6ebac6,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f41a93510286915f9c62cb80b91a348e,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f41a93510286915f9c62cb80b91a348e,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f41a93510286915f9c62cb80b91a348e,a481ed22b693cc99ea96b1e6bf20f32803f04d074bb5b9d80736b4765c4ec6bc,9.729160997732427,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f4e1f3923b08453172114d4933a35ff5,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f4e1f3923b08453172114d4933a35ff5.wav,b88b8cedc5530b13d8b65ffa4546add69e15921f6e68158f544ea62f9c892ca1,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f4e1f3923b08453172114d4933a35ff5,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f4e1f3923b08453172114d4933a35ff5,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f4e1f3923b08453172114d4933a35ff5,16c87b9c8f47f7bb1415aa7b7555e8ac9c3780d85d39cafcbe2de0574209da8a,10.042630385487529,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f55cc685a35bc6c9ea708a1d1af02346,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f55cc685a35bc6c9ea708a1d1af02346.wav,27887952decf3c31e4c31d62837cc570fd2bf4a862637b744d3a4f0456bdbc36,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f55cc685a35bc6c9ea708a1d1af02346,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f55cc685a35bc6c9ea708a1d1af02346,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f55cc685a35bc6c9ea708a1d1af02346,606fcd22db82cf83fe24418606ff9dd6a03b650ca6a1efc5cc9b0a6a358ba8ae,8.695873015873016,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f70ff4ea49ebc45f6c15690cfb7c06f7,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f70ff4ea49ebc45f6c15690cfb7c06f7.wav,65dfab7d0cc390d2ccf19e6bb87c11fb305da80622c205a30fde44ea99e0b4ae,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f70ff4ea49ebc45f6c15690cfb7c06f7,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f70ff4ea49ebc45f6c15690cfb7c06f7,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f70ff4ea49ebc45f6c15690cfb7c06f7,ad74f8acf68f357f831f5526280c2e9905cdbbeaea72ae06aa517441c0db108f,9.914920634920636,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f7f213eaa900c8be5378feb9bf9c26a1,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f7f213eaa900c8be5378feb9bf9c26a1.wav,131e7db50fcb69a0faf37f00f30dd77ffcc6d997e8434bda7b7d7c809f832341,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f7f213eaa900c8be5378feb9bf9c26a1,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f7f213eaa900c8be5378feb9bf9c26a1,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f7f213eaa900c8be5378feb9bf9c26a1,be4b80326efbf4149415c0b79dd823eea46a4ba65202ff7d4b8c8bcae617ccf4,9.32281179138322,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_f9ca8d7ba7d9ac85ddb5ed57f4fb92f4,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_f9ca8d7ba7d9ac85ddb5ed57f4fb92f4.wav,cbacbb3b1dca47cb37bc6af9363ffa8bf1436c45f1b3fca36b5d773f75772da3,test,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f9ca8d7ba7d9ac85ddb5ed57f4fb92f4,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_f9ca8d7ba7d9ac85ddb5ed57f4fb92f4,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_f9ca8d7ba7d9ac85ddb5ed57f4fb92f4,7efefd2ff94fed29daeeaf4c90ea988a34583a5920f52223a74b857714dea60b,10.448979591836734,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_fa00d3a51a721180a4e81a47944f5c0a,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_fa00d3a51a721180a4e81a47944f5c0a.wav,19b763ecbd73a82921f2e9f0cf6c665c8f7ce4f114da0546c1f428774e466295,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fa00d3a51a721180a4e81a47944f5c0a,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fa00d3a51a721180a4e81a47944f5c0a,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_fa00d3a51a721180a4e81a47944f5c0a,62efc33f4bae25868ca0f7d4d29cfa662cad55d814a0b6ec1a763f50b24fe0f6,9.682721088435374,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_fbbf2833c7980555d20b180559636312,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_fbbf2833c7980555d20b180559636312.wav,7728401b878263f264871af10d31322eff4fc588ce0173d73cda6ea1902ca0ec,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fbbf2833c7980555d20b180559636312,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fbbf2833c7980555d20b180559636312,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_fbbf2833c7980555d20b180559636312,6b34d7cfd78a7ad1bc6ae7ad85572ae740bf0f9cb4bf516e8f451f04faa868a6,9.926530612244898,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_fd9b2050b67f41e1264a5e3b19d5b99d,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_fd9b2050b67f41e1264a5e3b19d5b99d.wav,4cb2f07be07516fc4cefec1ecc83644a379bf455fa41c2e69c3f6ad9b6eb1ae9,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fd9b2050b67f41e1264a5e3b19d5b99d,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fd9b2050b67f41e1264a5e3b19d5b99d,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_fd9b2050b67f41e1264a5e3b19d5b99d,6c8f77d188a46d75d7c7d0c6df9782a4e80f2d6dd60f77e9a7cf8e070e1beee2,7.801904761904762,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000069:raw_fake_grad_tts_fdb715450b3fec49fd86f2d186af13c5,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000069/raw_fake_grad_tts_fdb715450b3fec49fd86f2d186af13c5.wav,2bd4a1b0dbe0a365cc03014ccf7c62a2100146f96a0dbc8ccb25ab71f596e07b,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fdb715450b3fec49fd86f2d186af13c5,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000069:raw_fake_grad_tts_fdb715450b3fec49fd86f2d186af13c5,ruasd_ru_v1_full:content:ruasd-000069:raw_fake_grad_tts_fdb715450b3fec49fd86f2d186af13c5,d585408905e0b74546fa2ec1d551ec85d812af17416607c7f0792b146dbd8b84,10.448979591836734,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000070:raw_fake_grad_tts_ff9be8039ee9e6e146801474090d5ec0,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000070/raw_fake_grad_tts_ff9be8039ee9e6e146801474090d5ec0.wav,4df77565123723d03985f820ca8a9b255b034e78b3d3c74bd8bcd21315231af0,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000070:raw_fake_grad_tts_ff9be8039ee9e6e146801474090d5ec0,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000070:raw_fake_grad_tts_ff9be8039ee9e6e146801474090d5ec0,ruasd_ru_v1_full:content:ruasd-000070:raw_fake_grad_tts_ff9be8039ee9e6e146801474090d5ec0,ce4fe53c967dfb5bebfe971a25038cf78d584e1062b9a0774dc813ad4852c603,7.325895691609977,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000070:raw_fake_grad_tts_fff096c88ac76e19d719727675d10555,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000070/raw_fake_grad_tts_fff096c88ac76e19d719727675d10555.wav,2884ce963cc980ebc4255dcc8f4704b2b5291a2d86bdd04900b966069c5b38c0,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000070:raw_fake_grad_tts_fff096c88ac76e19d719727675d10555,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000070:raw_fake_grad_tts_fff096c88ac76e19d719727675d10555,ruasd_ru_v1_full:content:ruasd-000070:raw_fake_grad_tts_fff096c88ac76e19d719727675d10555,5fc432a816ca6378069d85612470cfdda604e73d55d47f61bd53d16999e9f986,7.500045351473923,tts,grad_tts,NISQAv2,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
