sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
denis_1_0_mdc:0000000001_0300000050_General/0000000206,processed/fe/fee90af6ebf8b5b627b573f15cb2994c8d24c86de92a8261dc690b454092ab80.wav,04c1c31c4163c51171792a3ae545d8b00b88658c49859b709fea887d0caf7015,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6c0ed1ba584a485229ba970aa98cbcb2167d0b53ea6ad938b9a8342ef8dabf35,6c0ed1ba584a485229ba970aa98cbcb2167d0b53ea6ad938b9a8342ef8dabf35,6.8735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000160,processed/16/16ee0fd91a0ef816f16cfc21bd63aa2ebb4e663cbfd4fe53726934e7e1e11db5.wav,51ae2d53690d8657c82884ba1dabc5fde7638b5637a136e31a9a344aa34086af,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:bc415ffa326e1a1ef1bcaec5ab832a0f6e10a582c630bee10d262d154af0caee,bc415ffa326e1a1ef1bcaec5ab832a0f6e10a582c630bee10d262d154af0caee,3.4135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000277,processed/39/39a8f22e3339afb30fa04a50d61a81cfafd8d59aad6a50da79af8a5b5531d098.wav,8b246e39004f5c7b3239ccb6cf8fec4347e92b500a041f14d542e1d7dd1841ae,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:b79129978c77a1f767d823c808c97d26a6ab59740eed66bd06b2c4db5a9ed473,b79129978c77a1f767d823c808c97d26a6ab59740eed66bd06b2c4db5a9ed473,5.8135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000211,processed/87/8798a24f144e3e9154d3b9313f7ea416217ad088afad41155a30e136e29b1706.wav,5a2ca53c669cff866e404de4ded8b3be760bc228390f3b24a84b3aa9de8ef713,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000023,processed/55/55a183001e2207506195a9d363cac46b03be083051dfedd0ebe796ab3458cc73.wav,1f54dffee58b10b357523f38c483274e4250b5d8babbd6be8b53a6267d3107d0,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,8.9735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000175,processed/69/69f1033d31c561b70c7c2c38f38cf4dd762072272b8ad4b2a3c19bcaa63cde59.wav,3049a1c0fc5d7dcdc363077c67058834bd0cc1f18ade03cbd5eb1a7fec4fe4b4,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,5.2735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000110,processed/a5/a5192df6267d1ea04d2735e40f37588de8977b03f85ffcb3226b927a69444ff2.wav,89ed301fc741f0a59856e37a7137a3ff9e241677ee4625dcabaa1231a90617f1,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,4.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000129,processed/84/84fded72896ed985c2499c645366efb5681954257ce1c2ded7ca347045eee3cf.wav,1e9c21772bf6f5fb9cf6b1f2bbd68842ab126f196199194f170c4c9d8943702e,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,7.8935,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000280,processed/60/60ee0a23fb158e4d54c2120c7e7e562fa211ac78673ec5c50be9084c1a698f9b.wav,7b8e8e642843eb128c33754831a3f4a1b9e6dc2f813a9df557e61d762796c485,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,9.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000254,processed/98/9868ff523512b9e2e3f0a99cc3ee2d6a62a559dd23917afb9f7c98492ea31f98.wav,82b0cb9b271ec0d1d4358e524ccd83bd2834c530ef69319dce844283944291b9,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,4.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000081,processed/70/706b3853c005f8b324888253d44e8fc9592af6ed88c7db327909e3781bb362dd.wav,ad511d251aa2b7d475ec129bec118992ad17b772c55269b36ea5d03aaf055e60,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,8.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000132,processed/54/5409479cd37360c8bf5da2031abb9fda0e46830c75c5e66c1012b39b2e20766d.wav,114bd23bcdd196a1fdbf1d14b055afbcfd73eb628084e6e2488653edcd1b7dea,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,8.7335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000096,processed/e8/e820f244f7d2f8cc7fd7b15b4515a7b6e457ae4d03cfad36f905e1225e12e3a0.wav,d0d614bf6f47a697b06a2a806559abd92abecd921cde754e874fe8c3412c310d,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,8.7335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000153,processed/31/31724f01fb2643173f0ea5cd5e3f08f2066821cdd17390797429e297d5534b47.wav,cf997c962d27db25ec07c0d98c4da90c6b4d7efd5b5ae2d37e63d277301fc7b3,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,4.4535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0300000037,processed/a5/a5de45f3b4d9d86e832ba04a0202a2c6c673772c4db36bd958fcfd72ea7c3c09.wav,c2f72a3cc27f47d52d43349fb05168308231441c7747a6d1e965a40a8e72c980,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,4.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000259,processed/9b/9b3356b7fc1187e995ea4b569fabe7565c88aad9767371973f61a9fd234661d1.wav,de26f79eee62505287551fe528b100e4a5b2a6e2debe355be24d7da6cdc640f5,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,3.9335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000018,processed/c8/c85acda6f325d8c722ed161670206aec3e655b2e32a0ecbf9cb689592663c4dd.wav,516057eec2de58c2586e61a4be97a008c37fd13b61835060fbe7fb38b1486bf9,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,4.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000101,processed/dc/dc51dc5deedf6a6caa5862d2d0d3161ef76921fcc0cc58056531d8bab6c10563.wav,cc50352f5c6d78d8a9080ce76f0c7ea58ab1776023b59abdbdae83a9acdb113e,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,7.8735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000027,processed/ab/ab3a0509f1a0aed679b962ef423a82d49e2aac90d8528c39a88e2c5b9d717e6a.wav,3b112426cfd4a75508456dd01572905f8afee8d85891d8fb5dc5711d6a367396,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,6.3335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000220,processed/c2/c2b1326fb6462819d3413f805b7bd1431728982537fcecede92aac82ea4e5fd5.wav,d45b72c08eba1fd904347433821eea32dee67f81ba2bd4a43e0cb52caa1acc47,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6.3135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000212,processed/07/07bcfa3477fd3ca109eb8312a302b6bb66a730e3d28c3c55a11aab6183caa387.wav,d24f7aaf9195b9c3938a2ee8da10d58b3c2846ad3f780c65a59a5113bfc4bbca,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,5.2535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0100000026,processed/0b/0baf9b31ef8d31a0a9141364beb7f9cf5681ae5b25ab9fe05038b72c3d9323b9.wav,21139f10325b35c562e3fc26d60cc85298e7b83b74529fd291f14ebf0f78c2c2,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,4.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000015,processed/7c/7c0047545498a6838407849cee5b9522e68513f3168729178316f86ef427785a.wav,523b1397a7f78ea837139c26c2992cadc6baf99a078e7748d8f89009671ca355,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,5.8135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000061,processed/9d/9d14e6f00273b718968c68ef8b3ae5bfdd0cac0f9cb8b4fe8b61e6f54ed0c26a.wav,8256568c5274fb87cd290fe6e32d43b5507ee53224e593004300345420aadbae,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,5.2335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000198,processed/d7/d714978b5baccb528a56d02d8cea478589b880cf9fcb36c559ef28b3763147b1.wav,be58179d2348cfae66162efdc174c3de2347aaf296a873b0c25449e0bb12591c,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,5.7535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000234,processed/53/53547378482edfd6923dcec5857d7e4cc32095be74ee997b606be849a2eeb9fc.wav,14055e758c4a300c2c7d03dbadbd5cf87b83d76c12e4ee1c2b068afef01d2b89,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:993394afde3e77a5e3e6a381ddc3d1799a13e6a1125d4ce167bc96445ddaddf2,993394afde3e77a5e3e6a381ddc3d1799a13e6a1125d4ce167bc96445ddaddf2,5.8135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:3000000001_3000000300_Chat/3000000206,processed/40/40e75cd5e80fae9be4ceb0ea65c5542fcb457983c93ab7555c53e5a9086b61fb.wav,ccae646e4f4ef709d206ff2316f9085d6cb1e516811416353b4d753bbb3b0b93,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:b2fbe53d14e193477faefe94db51ffb9a5e1810215b0c7614fa592d8d1089f0e,b2fbe53d14e193477faefe94db51ffb9a5e1810215b0c7614fa592d8d1089f0e,4.7535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000238,processed/ed/edbf96da515edbe47f7cdfd484d4ad64d77bbf7f9dbf5e46aa5832fd1fb96ce2.wav,2e57a99e42f639a55c193ee42dc4a6c489568756633be8c231d95132edf1dd93,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:fbdc6333f6d00363834f23c19903a80cd24274401344b1befb39a2afc7faed51,fbdc6333f6d00363834f23c19903a80cd24274401344b1befb39a2afc7faed51,6.3535,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000092,processed/d5/d5d0f1bd02d103dc51da5d347ff876cd722fc894f75b66d145717fbbd1d4f392.wav,6e86492e1a7aa6f1f78d510ceb8cc4869ce34d441a84d0cb3768f9a4fe1e3676,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:d51f2d459c195e81f36fc7bbf79fb7831b30ad0afd4b751fca1c36a19bdb7ce5,d51f2d459c195e81f36fc7bbf79fb7831b30ad0afd4b751fca1c36a19bdb7ce5,6.8335,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:0000000001_0300000050_General/0000000013,processed/01/01a0de1e6be70141e7f226e66c3cc1463b35dae082608fe60712c2ac391bb69c.wav,3be4a5541cd11ca4c57c063bcd102888a24c1b65807f001cde1f2fcf8e79e142,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:a72fca7afece5471370c587e349291d8a93636ce034daed52b39f8354b64d2f4,a72fca7afece5471370c587e349291d8a93636ce034daed52b39f8354b64d2f4,13.4735,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000138,processed/37/379cd42d934d4a7a6d550f6c8b509f6bcb8af9a40902f8246ce4fa8445e0f6db.wav,0bce207495144c81c029455e83137b25559f220026ed88ce160ce7fd95622cb7,ood,bonafide,ru,false,denis_1_0_mdc:speaker:single,denis_1_0_mdc,CC0-1.0,Pinned MDC Denis 1.0 archive; CC0-1.0 card; personal research external holdout only,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:5e65b53888fa5f6ac932ab8a0c5b369e6a127a27e245b451dd0208df6a31b4ba,5e65b53888fa5f6ac932ab8a0c5b369e6a127a27e245b451dd0208df6a31b4ba,5.3135,,,,,,unknown,denis_mdc_single_speaker_read_speech,48000,wav,,,2026-08-14T07:05:00+05:00
