selection_rank,sample_id,member_stem,category,parent_group_id,speaker_pseudo_id,text_id,literal_text_sha256,whitespace_canonical_text_sha256,nfkc_whitespace_canonical_text_sha256,source_audio_sha256,source_audio_size_bytes
41,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000236,ru-RU/4000000001_4000000300_CustomerService/4000000236,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:8674bec7c6cf18ccc20546235bb9c91e0a2a7d7013ab293af7fdd8cc03657e57,8674bec7c6cf18ccc20546235bb9c91e0a2a7d7013ab293af7fdd8cc03657e57,8674bec7c6cf18ccc20546235bb9c91e0a2a7d7013ab293af7fdd8cc03657e57,8674bec7c6cf18ccc20546235bb9c91e0a2a7d7013ab293af7fdd8cc03657e57,e7231b190b2301cf9e6ee9a1a84d81720ee3c84b97e212b13ad1042a79653015,64166
42,denis_1_0_mdc:3000000001_3000000300_Chat/3000000211,ru-RU/3000000001_3000000300_Chat/3000000211,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,4c57a0155668063ff1bbcb2cafed2bbfda18f2f289ffa8d840660aaf0e95c1e1,8798a24f144e3e9154d3b9313f7ea416217ad088afad41155a30e136e29b1706,72942
43,denis_1_0_mdc:0000000001_0300000050_General/0000000023,ru-RU/0000000001_0300000050_General/0000000023,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,040fbf70b0fd57b70cebaf257e4cbd8910399efd46d763a35f5f3fae8748bbd4,55a183001e2207506195a9d363cac46b03be083051dfedd0ebe796ab3458cc73,146064
44,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000175,ru-RU/4000000001_4000000300_CustomerService/4000000175,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,7ed0f2b24691dffb4ed12a5f622eb26cfb84158b3bacfc83910065d14774904f,69f1033d31c561b70c7c2c38f38cf4dd762072272b8ad4b2a3c19bcaa63cde59,85942
45,denis_1_0_mdc:3000000001_3000000300_Chat/3000000110,ru-RU/3000000001_3000000300_Chat/3000000110,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,8d54bde7919db3b42c7ae9918171702a2b4895e605bb3b55ed04a59521ff9a8c,a5192df6267d1ea04d2735e40f37588de8977b03f85ffcb3226b927a69444ff2,69039
46,denis_1_0_mdc:0000000001_0300000050_General/0000000129,ru-RU/0000000001_0300000050_General/0000000129,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,25a36524b7f7443ad69b92949943e81f27073ea0f9362ce72a6002c1d8886187,84fded72896ed985c2499c645366efb5681954257ce1c2ded7ca347045eee3cf,128525
47,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000280,ru-RU/4000000001_4000000300_CustomerService/4000000280,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,7f25c8d9565fbce9a8525dfc41a7712125425a71487e5024b7e0268574e37f9a,60ee0a23fb158e4d54c2120c7e7e562fa211ac78673ec5c50be9084c1a698f9b,154205
48,denis_1_0_mdc:3000000001_3000000300_Chat/3000000033,ru-RU/3000000001_3000000300_Chat/3000000033,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f87ce78ac1acbf005c9842df940a7a205a58e68a7b397df6ba5d7c74794f195b,f87ce78ac1acbf005c9842df940a7a205a58e68a7b397df6ba5d7c74794f195b,f87ce78ac1acbf005c9842df940a7a205a58e68a7b397df6ba5d7c74794f195b,f87ce78ac1acbf005c9842df940a7a205a58e68a7b397df6ba5d7c74794f195b,67731392211a72965f9323b443ca6cbef572212e1291dcdd651d1e9286a7f05b,55714
49,denis_1_0_mdc:0000000001_0300000050_General/0000000254,ru-RU/0000000001_0300000050_General/0000000254,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,d7afd41e9e092c140b26e4f3420058fa8b0838d22daba122de7bbc4a55080d5f,9868ff523512b9e2e3f0a99cc3ee2d6a62a559dd23917afb9f7c98492ea31f98,69038
50,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000081,ru-RU/4000000001_4000000300_CustomerService/4000000081,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,1f21213c964441782d99d89da312c1d053b25c8f104007e5cb4da25e6785c67e,706b3853c005f8b324888253d44e8fc9592af6ed88c7db327909e3781bb362dd,134045
51,denis_1_0_mdc:3000000001_3000000300_Chat/3000000184,ru-RU/3000000001_3000000300_Chat/3000000184,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4bdacb592dd76429a8f028951374b830a876202f8aa20ae6ce8e0155381ec9a7,4bdacb592dd76429a8f028951374b830a876202f8aa20ae6ce8e0155381ec9a7,4bdacb592dd76429a8f028951374b830a876202f8aa20ae6ce8e0155381ec9a7,4bdacb592dd76429a8f028951374b830a876202f8aa20ae6ce8e0155381ec9a7,9b6826eea423e72c80845259b385f009af81c060fbb2b0c215e758a9c0fa9efd,56037
52,denis_1_0_mdc:0000000001_0300000050_General/0000000132,ru-RU/0000000001_0300000050_General/0000000132,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,563a4dbde35789f96699cf4272b115a8026d151652736148c98acaee149ed9d9,5409479cd37360c8bf5da2031abb9fda0e46830c75c5e66c1012b39b2e20766d,142174
53,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000096,ru-RU/4000000001_4000000300_CustomerService/4000000096,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,26babe535a3653fba8a6ca97092148d12a605ba2262fc17c0ec96c94f3478caa,e820f244f7d2f8cc7fd7b15b4515a7b6e457ae4d03cfad36f905e1225e12e3a0,142173
54,denis_1_0_mdc:3000000001_3000000300_Chat/3000000153,ru-RU/3000000001_3000000300_Chat/3000000153,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,bcc5496f32a9015e239428f13f6dd520fc362292978221baf7a63683db436422,31724f01fb2643173f0ea5cd5e3f08f2066821cdd17390797429e297d5534b47,72618
55,denis_1_0_mdc:0000000001_0300000050_General/0300000037,ru-RU/0000000001_0300000050_General/0300000037,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,f241c315ef8feeae672bb5706f1dc79ac6408fcd1de9a79d7b69b47383b9feab,a5de45f3b4d9d86e832ba04a0202a2c6c673772c4db36bd958fcfd72ea7c3c09,72942
56,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000283,ru-RU/4000000001_4000000300_CustomerService/4000000283,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f9b204eb5ac75045f5e632defbff6b28dbdeabac496f8acfc39b91f655da8d2d,f9b204eb5ac75045f5e632defbff6b28dbdeabac496f8acfc39b91f655da8d2d,f9b204eb5ac75045f5e632defbff6b28dbdeabac496f8acfc39b91f655da8d2d,f9b204eb5ac75045f5e632defbff6b28dbdeabac496f8acfc39b91f655da8d2d,6a7cd978844d8f5fd0491c18ab97154d99efca4d460ff4c494faa9d4002266e2,55714
57,denis_1_0_mdc:3000000001_3000000300_Chat/3000000005,ru-RU/3000000001_3000000300_Chat/3000000005,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:2194f7e77563be4eae853a25f8e92003d2771455cc3c9225c171de1c3b5978b7,2194f7e77563be4eae853a25f8e92003d2771455cc3c9225c171de1c3b5978b7,2194f7e77563be4eae853a25f8e92003d2771455cc3c9225c171de1c3b5978b7,2194f7e77563be4eae853a25f8e92003d2771455cc3c9225c171de1c3b5978b7,b73805d8bc1d335749837ffb2f1b8c5cedd8ec7d5a08739d9eac2f8bab78721e,47585
58,denis_1_0_mdc:0000000001_0300000050_General/0100000030,ru-RU/0000000001_0300000050_General/0100000030,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:9ba5b52a96b35e82718e3c58e4bd725b4d5cad88d34cc7143f1778e3e3bc4cf0,9ba5b52a96b35e82718e3c58e4bd725b4d5cad88d34cc7143f1778e3e3bc4cf0,9ba5b52a96b35e82718e3c58e4bd725b4d5cad88d34cc7143f1778e3e3bc4cf0,9ba5b52a96b35e82718e3c58e4bd725b4d5cad88d34cc7143f1778e3e3bc4cf0,c78649613de9b05f2aa096492d5b03781dc8ec2e3e99b66c5725e42cf1b683ce,38487
59,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000259,ru-RU/4000000001_4000000300_CustomerService/4000000259,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,4132f2e668c21eace1dbd27090bd5b4a1507198b2dac4f67372a9f4f81ece709,9b3356b7fc1187e995ea4b569fabe7565c88aad9767371973f61a9fd234661d1,64166
60,denis_1_0_mdc:3000000001_3000000300_Chat/3000000018,ru-RU/3000000001_3000000300_Chat/3000000018,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,86e781fead028385eb900c0bc6200bd182e80b96b6b951ecf6c49a99e0a7e301,c85acda6f325d8c722ed161670206aec3e655b2e32a0ecbf9cb689592663c4dd,69361
61,denis_1_0_mdc:0000000001_0300000050_General/0000000101,ru-RU/0000000001_0300000050_General/0000000101,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,19b301e3a05d3396ab9b381bbf6420edc6d593689ea116c1581aa19e2bfdd4eb,dc51dc5deedf6a6caa5862d2d0d3161ef76921fcc0cc58056531d8bab6c10563,128202
62,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000027,ru-RU/4000000001_4000000300_CustomerService/4000000027,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,2ee6ec9020638c451af0e40b44f5bc4c942a300a3013fd3c35affaf22ccceaca,ab3a0509f1a0aed679b962ef423a82d49e2aac90d8528c39a88e2c5b9d717e6a,103171
63,denis_1_0_mdc:3000000001_3000000300_Chat/3000000047,ru-RU/3000000001_3000000300_Chat/3000000047,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:e5745b77a114efabfb8672bb951577a383df07540209f9b3ddb2cf13f13d762d,e5745b77a114efabfb8672bb951577a383df07540209f9b3ddb2cf13f13d762d,e5745b77a114efabfb8672bb951577a383df07540209f9b3ddb2cf13f13d762d,e5745b77a114efabfb8672bb951577a383df07540209f9b3ddb2cf13f13d762d,c0d35d4b6a81412577399326b5c188126d5ff00463bc0f2ea41f2d407e805616,55714
64,denis_1_0_mdc:0000000001_0300000050_General/0100000015,ru-RU/0000000001_0300000050_General/0100000015,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:233b7387beb605a084b0ee8cd3ed19972a8402dc7eb4e52c5f5a13fd816ba5a1,233b7387beb605a084b0ee8cd3ed19972a8402dc7eb4e52c5f5a13fd816ba5a1,233b7387beb605a084b0ee8cd3ed19972a8402dc7eb4e52c5f5a13fd816ba5a1,233b7387beb605a084b0ee8cd3ed19972a8402dc7eb4e52c5f5a13fd816ba5a1,3a87b315961fea85a744735d55d90d66c9ce8bbc78c8708912eb654315753ce8,56037
65,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000220,ru-RU/4000000001_4000000300_CustomerService/4000000220,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,6bd0c0b120c38d952ddf47b175b4ee06999799cf435e4fa131515dd7a4c57c81,c2b1326fb6462819d3413f805b7bd1431728982537fcecede92aac82ea4e5fd5,102847
66,denis_1_0_mdc:3000000001_3000000300_Chat/3000000212,ru-RU/3000000001_3000000300_Chat/3000000212,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,4707985f6c3fea5841567be4ecd18251fae6fdadc915f7e46c2b70b9814dfb94,07bcfa3477fd3ca109eb8312a302b6bb66a730e3d28c3c55a11aab6183caa387,85620
67,denis_1_0_mdc:0000000001_0300000050_General/0100000026,ru-RU/0000000001_0300000050_General/0100000026,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,edfe5ddcdc45e436d50ec74998c3417920e68855e4a442db77ce33428d96e9bf,0baf9b31ef8d31a0a9141364beb7f9cf5681ae5b25ab9fe05038b72c3d9323b9,72942
68,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000015,ru-RU/4000000001_4000000300_CustomerService/4000000015,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,528b231e73d0b3464b3ea031994cd13cd99a5512e385cc17f4619e7b1abfb714,7c0047545498a6838407849cee5b9522e68513f3168729178316f86ef427785a,94717
69,denis_1_0_mdc:3000000001_3000000300_Chat/3000000061,ru-RU/3000000001_3000000300_Chat/3000000061,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,93e297f7a98db76370361ce4a694e0db487136ed9803f4a7d13f475667796795,9d14e6f00273b718968c68ef8b3ae5bfdd0cac0f9cb8b4fe8b61e6f54ed0c26a,85296
70,denis_1_0_mdc:0000000001_0300000050_General/0000000198,ru-RU/0000000001_0300000050_General/0000000198,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,f6bc85b52a2545f1819c95f3f4e151f71c54f4c567bfaa93278d4267e4f582e9,d714978b5baccb528a56d02d8cea478589b880cf9fcb36c559ef28b3763147b1,93748
71,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000234,ru-RU/4000000001_4000000300_CustomerService/4000000234,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:993394afde3e77a5e3e6a381ddc3d1799a13e6a1125d4ce167bc96445ddaddf2,0886573dff41f82d49770e202d5bb66d2c6869b29fa8503780e7b34e6fef95d9,993394afde3e77a5e3e6a381ddc3d1799a13e6a1125d4ce167bc96445ddaddf2,993394afde3e77a5e3e6a381ddc3d1799a13e6a1125d4ce167bc96445ddaddf2,53547378482edfd6923dcec5857d7e4cc32095be74ee997b606be849a2eeb9fc,94717
72,denis_1_0_mdc:3000000001_3000000300_Chat/3000000206,ru-RU/3000000001_3000000300_Chat/3000000206,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:b2fbe53d14e193477faefe94db51ffb9a5e1810215b0c7614fa592d8d1089f0e,b2fbe53d14e193477faefe94db51ffb9a5e1810215b0c7614fa592d8d1089f0e,b2fbe53d14e193477faefe94db51ffb9a5e1810215b0c7614fa592d8d1089f0e,b2fbe53d14e193477faefe94db51ffb9a5e1810215b0c7614fa592d8d1089f0e,40e75cd5e80fae9be4ceb0ea65c5542fcb457983c93ab7555c53e5a9086b61fb,77489
73,denis_1_0_mdc:0000000001_0300000050_General/0000000238,ru-RU/0000000001_0300000050_General/0000000238,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:fbdc6333f6d00363834f23c19903a80cd24274401344b1befb39a2afc7faed51,fbdc6333f6d00363834f23c19903a80cd24274401344b1befb39a2afc7faed51,fbdc6333f6d00363834f23c19903a80cd24274401344b1befb39a2afc7faed51,fbdc6333f6d00363834f23c19903a80cd24274401344b1befb39a2afc7faed51,edbf96da515edbe47f7cdfd484d4ad64d77bbf7f9dbf5e46aa5832fd1fb96ce2,103493
74,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000092,ru-RU/4000000001_4000000300_CustomerService/4000000092,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:d51f2d459c195e81f36fc7bbf79fb7831b30ad0afd4b751fca1c36a19bdb7ce5,d51f2d459c195e81f36fc7bbf79fb7831b30ad0afd4b751fca1c36a19bdb7ce5,d51f2d459c195e81f36fc7bbf79fb7831b30ad0afd4b751fca1c36a19bdb7ce5,d51f2d459c195e81f36fc7bbf79fb7831b30ad0afd4b751fca1c36a19bdb7ce5,d5d0f1bd02d103dc51da5d347ff876cd722fc894f75b66d145717fbbd1d4f392,111300
75,denis_1_0_mdc:3000000001_3000000300_Chat/3000000081,ru-RU/3000000001_3000000300_Chat/3000000081,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:d5454e84b4fa86e2d3dadf1c8b628144480c2ce6d59638cd1ac58b0e5688d132,d5454e84b4fa86e2d3dadf1c8b628144480c2ce6d59638cd1ac58b0e5688d132,d5454e84b4fa86e2d3dadf1c8b628144480c2ce6d59638cd1ac58b0e5688d132,d5454e84b4fa86e2d3dadf1c8b628144480c2ce6d59638cd1ac58b0e5688d132,893cb0f801624c15a06d7fcaa65f9a02515ba838c32de4c9857354c49f4641d4,55391
76,denis_1_0_mdc:0000000001_0300000050_General/0000000013,ru-RU/0000000001_0300000050_General/0000000013,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:a72fca7afece5471370c587e349291d8a93636ce034daed52b39f8354b64d2f4,a72fca7afece5471370c587e349291d8a93636ce034daed52b39f8354b64d2f4,a72fca7afece5471370c587e349291d8a93636ce034daed52b39f8354b64d2f4,a72fca7afece5471370c587e349291d8a93636ce034daed52b39f8354b64d2f4,01a0de1e6be70141e7f226e66c3cc1463b35dae082608fe60712c2ac391bb69c,219210
77,denis_1_0_mdc:4000000001_4000000300_CustomerService/4000000138,ru-RU/4000000001_4000000300_CustomerService/4000000138,4000000001_4000000300_CustomerService,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:5e65b53888fa5f6ac932ab8a0c5b369e6a127a27e245b451dd0208df6a31b4ba,5e65b53888fa5f6ac932ab8a0c5b369e6a127a27e245b451dd0208df6a31b4ba,5e65b53888fa5f6ac932ab8a0c5b369e6a127a27e245b451dd0208df6a31b4ba,5e65b53888fa5f6ac932ab8a0c5b369e6a127a27e245b451dd0208df6a31b4ba,379cd42d934d4a7a6d550f6c8b509f6bcb8af9a40902f8246ce4fa8445e0f6db,86588
78,denis_1_0_mdc:3000000001_3000000300_Chat/3000000193,ru-RU/3000000001_3000000300_Chat/3000000193,3000000001_3000000300_Chat,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:a451aaf253a949428db4852bfc49550d46fa6018bf16e0437439333d85f3322f,a451aaf253a949428db4852bfc49550d46fa6018bf16e0437439333d85f3322f,a451aaf253a949428db4852bfc49550d46fa6018bf16e0437439333d85f3322f,a451aaf253a949428db4852bfc49550d46fa6018bf16e0437439333d85f3322f,235ce86eb598b15cce11926c405afa6931398c74155c15f0512fa3a64bfb746d,55714
79,denis_1_0_mdc:0000000001_0300000050_General/0100000062,ru-RU/0000000001_0300000050_General/0100000062,0000000001_0300000050_General,denis_1_0_mdc:speaker:single,denis_1_0_mdc:speaker:single,denis_1_0_mdc:text:6945c7d109b0be2b6210c01b8a899ebaaec46e783f8d7f7237e5f21c3851cb47,6945c7d109b0be2b6210c01b8a899ebaaec46e783f8d7f7237e5f21c3851cb47,6945c7d109b0be2b6210c01b8a899ebaaec46e783f8d7f7237e5f21c3851cb47,6945c7d109b0be2b6210c01b8a899ebaaec46e783f8d7f7237e5f21c3851cb47,dd3c58675cbdb889dad90778ba46ee5f97fb5308111a7044bb643526ef9223fe,47585
