language,selection_rank,sample_id,source_member,source_split,parent_group_id,speaker_pseudo_id,text_id,text_hash,synthesis_text_sha256,synthesis_seed,normalization_operations
ru,141,common_voice_ru_v24:common_voice_ru_35775324,common_voice_ru_35775324.mp3,test,common_voice_ru_v24:client:e296f10bba58bcc26340b94196be705bd0ef83a3f5a11b0a256343b80a614bb3abff22a60adec1a2345b563cef55257e0dccc10fa32ee48b8e9c5a92e18d9f26,common_voice_ru_v24:client:e296f10bba58bcc26340b94196be705bd0ef83a3f5a11b0a256343b80a614bb3abff22a60adec1a2345b563cef55257e0dccc10fa32ee48b8e9c5a92e18d9f26,20b1c069b6216be24380f40645df265aa203fba2832b07581ac304c9a3bad84a,bbd9e3d038e86fa0f46f67a71f1c5303ef7ed72ba10bc822fe65e088ede8ad8e,bbd9e3d038e86fa0f46f67a71f1c5303ef7ed72ba10bc822fe65e088ede8ad8e,3151619024,literal_utf8_source_text
ru,142,common_voice_ru_v24:common_voice_ru_26944972,common_voice_ru_26944972.mp3,test,common_voice_ru_v24:client:1a7f6a8929ffb10ef7234c597f07b719e9952dea92a9ce583219e4e46ff139886c89cb4f9f19384ea77f6d4fae6051d369ce98fc02e5272236b7ddd4cb0926c6,common_voice_ru_v24:client:1a7f6a8929ffb10ef7234c597f07b719e9952dea92a9ce583219e4e46ff139886c89cb4f9f19384ea77f6d4fae6051d369ce98fc02e5272236b7ddd4cb0926c6,ab169c6b4c7e69bd004523d5c86099e44f10626afad800b7436c5deded90baa9,5fef7ad9326bbb7786cdd11129e8a60f38b2487a6296060f5d3b28ec7bc3ffdc,5fef7ad9326bbb7786cdd11129e8a60f38b2487a6296060f5d3b28ec7bc3ffdc,1609530073,literal_utf8_source_text
ru,143,common_voice_ru_v24:common_voice_ru_30607971,common_voice_ru_30607971.mp3,test,common_voice_ru_v24:client:37a4644b143f5535e7ad38ff6dbd2dba7bcd036fe3bd0a2e9f0e08c71c9c0b6c0cd90c752c4d5ca9399fae4183acf869c2e7b517d9f3cfccc9c76d4c8db45a84,common_voice_ru_v24:client:37a4644b143f5535e7ad38ff6dbd2dba7bcd036fe3bd0a2e9f0e08c71c9c0b6c0cd90c752c4d5ca9399fae4183acf869c2e7b517d9f3cfccc9c76d4c8db45a84,de1045a5f9dad720fdc43a5cda97e3ae37906f83a3f3f1711704ea93707b80c4,e3c5999b754cb95b2e43ea508e6613db76203354782e1f0a983dd0c0f50a7633,e3c5999b754cb95b2e43ea508e6613db76203354782e1f0a983dd0c0f50a7633,3821377947,literal_utf8_source_text
ru,144,common_voice_ru_v24:common_voice_ru_28191062,common_voice_ru_28191062.mp3,test,common_voice_ru_v24:client:3e037a3ea51be5c40d1f4f8f4895ecee4576883f4c3c9bc7a37950820976ca4d64feaa5195f5de85c3a40fe9ceb5da777ef1acbf1f12835b40cf19bfec9b7403,common_voice_ru_v24:client:3e037a3ea51be5c40d1f4f8f4895ecee4576883f4c3c9bc7a37950820976ca4d64feaa5195f5de85c3a40fe9ceb5da777ef1acbf1f12835b40cf19bfec9b7403,87f76c1ff74958f9cd9d9b6c67649b2561937b8ec348fdf2b93140171209355b,343ee9002d268d39b2ac27ac81e3707ecde3ebda9154711d6a69e846ed325bd6,343ee9002d268d39b2ac27ac81e3707ecde3ebda9154711d6a69e846ed325bd6,876538112,literal_utf8_source_text
ru,145,common_voice_ru_v24:common_voice_ru_23664201,common_voice_ru_23664201.mp3,test,common_voice_ru_v24:client:3b249402c2d9aa19d2138e8c7c9e11fa0aba152692ef6a3b8cd747193e77911fcb976e6f4cf6f3d1c72a06ccce020cf1691ff3cf07ced5c3c8be8c91150a62db,common_voice_ru_v24:client:3b249402c2d9aa19d2138e8c7c9e11fa0aba152692ef6a3b8cd747193e77911fcb976e6f4cf6f3d1c72a06ccce020cf1691ff3cf07ced5c3c8be8c91150a62db,d0c7d20479b26c204c8569082c129bdbc529d7f5c8b1d6a9b89039877f2fe12c,68ea6ee7189b929e95c3b9acfbeb3bde8fb652aab27f82c1d209d23af03bce58,68ea6ee7189b929e95c3b9acfbeb3bde8fb652aab27f82c1d209d23af03bce58,1760194279,literal_utf8_source_text
ru,146,common_voice_ru_v24:common_voice_ru_26572196,common_voice_ru_26572196.mp3,test,common_voice_ru_v24:client:b8f30c51c401d9932e8dd257fcc532b5dd9c9283fc66e9193c8763dc3f4def844eabd4f9ccd7d45333f1d996a3093a32defcbcc82053b704e039be5407073aeb,common_voice_ru_v24:client:b8f30c51c401d9932e8dd257fcc532b5dd9c9283fc66e9193c8763dc3f4def844eabd4f9ccd7d45333f1d996a3093a32defcbcc82053b704e039be5407073aeb,12e4ca455764a13d0b586d0b9bc344b2059f10e49a56fbcf323284d7c30b7cc0,c9e2d6c554648c055b26e26e2f30a4c80b03f6b268b42a369bea0dc2c0451d30,c9e2d6c554648c055b26e26e2f30a4c80b03f6b268b42a369bea0dc2c0451d30,3387086533,literal_utf8_source_text
ru,147,common_voice_ru_v24:common_voice_ru_26923568,common_voice_ru_26923568.mp3,test,common_voice_ru_v24:client:251297e2200abcf8e51d9acfae130b336ea4a9ecacaf476cbb33bbca9fdcecfef9ba470580f59d30c97ce7b5721f0e91914e3bd06818800743cdc83e4cf13d42,common_voice_ru_v24:client:251297e2200abcf8e51d9acfae130b336ea4a9ecacaf476cbb33bbca9fdcecfef9ba470580f59d30c97ce7b5721f0e91914e3bd06818800743cdc83e4cf13d42,96742d3161c1d296967ff20341d0353a0507af0d2401ba06c19e724a93d859af,da4cdeeda3ae5a0da400c3542d33aba94375bc3122d80e5f67a6f425cf785c73,da4cdeeda3ae5a0da400c3542d33aba94375bc3122d80e5f67a6f425cf785c73,3662470893,literal_utf8_source_text
ru,148,common_voice_ru_v24:common_voice_ru_37527659,common_voice_ru_37527659.mp3,test,common_voice_ru_v24:client:e171d9a75e8bbe27369d3304d8814824ade9d9c4e33a834c4ac11765e7d66a91750496800f22d47c8d37a65a178afa9979016a59ab7b66f84295aaf1728085a7,common_voice_ru_v24:client:e171d9a75e8bbe27369d3304d8814824ade9d9c4e33a834c4ac11765e7d66a91750496800f22d47c8d37a65a178afa9979016a59ab7b66f84295aaf1728085a7,5e8a2dd7d5d354d2962a0f762ea0ed6d006374ee46437fff7b2db96dd6c1f79b,0178a699d8a0650f31a677680cbe6bfb7fdccdafbcce8f4725b9a9ced9a8b357,0178a699d8a0650f31a677680cbe6bfb7fdccdafbcce8f4725b9a9ced9a8b357,24684185,literal_utf8_source_text
ru,149,common_voice_ru_v24:common_voice_ru_25477568,common_voice_ru_25477568.mp3,test,common_voice_ru_v24:client:ec0ea9f8502a8b968c3a8ae70c9952feaaa144a425e6058fee242c15d107c038db2f865876fba12db812a17baa0052a9f55f210450795c094504bbd4fa655aca,common_voice_ru_v24:client:ec0ea9f8502a8b968c3a8ae70c9952feaaa144a425e6058fee242c15d107c038db2f865876fba12db812a17baa0052a9f55f210450795c094504bbd4fa655aca,22aa9043323b5973fde37ab73336f5cb6d00836287f19e3daad634d48b3666f2,e60582979a7027d6fea282eaf0cf2e691d422207e114bca30c006912274957ef,e60582979a7027d6fea282eaf0cf2e691d422207e114bca30c006912274957ef,3859120791,literal_utf8_source_text
ru,150,common_voice_ru_v24:common_voice_ru_23675542,common_voice_ru_23675542.mp3,test,common_voice_ru_v24:client:4c3b8319fbe2ab8d70b862e81678c689600e43f39ee98823cbe0d32dc155d71b8a878be7b41687c518aea7ac461299ee4e14b288617a6e83f807088aea920886,common_voice_ru_v24:client:4c3b8319fbe2ab8d70b862e81678c689600e43f39ee98823cbe0d32dc155d71b8a878be7b41687c518aea7ac461299ee4e14b288617a6e83f807088aea920886,edcd11a3b8c2c45f12ce62c31903ff37a9ec858a4986f5cf0318623001ae217a,b487f112df781a10b0f0054d28406760adae365d7382ae694cd7acae790fc716,b487f112df781a10b0f0054d28406760adae365d7382ae694cd7acae790fc716,3028807954,literal_utf8_source_text
ru,151,common_voice_ru_v24:common_voice_ru_26823348,common_voice_ru_26823348.mp3,test,common_voice_ru_v24:client:ffd4640d6c3d4036401042ff95578afda238716c696695fe257d8631bb050e8c5cc93d886a4f2d07f6e6f059d03857cdcf1b5f3594686b7d23744103ab36c626,common_voice_ru_v24:client:ffd4640d6c3d4036401042ff95578afda238716c696695fe257d8631bb050e8c5cc93d886a4f2d07f6e6f059d03857cdcf1b5f3594686b7d23744103ab36c626,989bec022349fe607aa5940fbee7a1296b4aada7610ec947d2466c851577e582,476168a736f73ddaa93fc0bcacdabace36c4e80c79511a44212f3a0c8028d592,476168a736f73ddaa93fc0bcacdabace36c4e80c79511a44212f3a0c8028d592,1197566119,literal_utf8_source_text
ru,152,common_voice_ru_v24:common_voice_ru_27158569,common_voice_ru_27158569.mp3,test,common_voice_ru_v24:client:a23ff37986fd59ba1e6e00ae346855cd77942e797a16c2e7a73afd423109eac647a4e3170ebc9da1ed461080245382a9964640f24bbc7bad716e5108c51db84a,common_voice_ru_v24:client:a23ff37986fd59ba1e6e00ae346855cd77942e797a16c2e7a73afd423109eac647a4e3170ebc9da1ed461080245382a9964640f24bbc7bad716e5108c51db84a,c75a3f086c3711dba7955a207780e01159a13bf8f570665b30cfb9e9fbffe817,bcbddb4691295fe18a708aa2c89ebaa1ab806a79f2dcd09748a3878d992f6b2e,bcbddb4691295fe18a708aa2c89ebaa1ab806a79f2dcd09748a3878d992f6b2e,3166559046,literal_utf8_source_text
ru,153,common_voice_ru_v24:common_voice_ru_30442997,common_voice_ru_30442997.mp3,test,common_voice_ru_v24:client:5ea30de55deae92563930220fb3556aba2c89fadb8e2e1af70a8e5666601ec0bf991ba8c9857b232646e43ac8a8e9febf3b81b965b6ce5691d221de2f401574d,common_voice_ru_v24:client:5ea30de55deae92563930220fb3556aba2c89fadb8e2e1af70a8e5666601ec0bf991ba8c9857b232646e43ac8a8e9febf3b81b965b6ce5691d221de2f401574d,a1c13835c7ad1879b4f9086b3dbee01d08356c5309a1767ee3d9e909ebe81a64,9c07897dea5ec198e427686dadd027b6ba5bb283579ae11cb697511100462862,9c07897dea5ec198e427686dadd027b6ba5bb283579ae11cb697511100462862,2617739645,literal_utf8_source_text
ru,154,common_voice_ru_v24:common_voice_ru_23962956,common_voice_ru_23962956.mp3,test,common_voice_ru_v24:client:b79dd94699481139a3d7a7b9b22659892a40fc563530987a27213b5cde6814c3b6ce16248506d15f6e95a1a11329534e0f79476106dcf47bdac50410092079cb,common_voice_ru_v24:client:b79dd94699481139a3d7a7b9b22659892a40fc563530987a27213b5cde6814c3b6ce16248506d15f6e95a1a11329534e0f79476106dcf47bdac50410092079cb,a483b0f91d0ebdcfdd60258060304f870057ee9314a2c62a4ddc999498f84148,dbefd3065b4d073bbbb2bbe501124970fc538f5e56d7198bac949ff360fe4b0d,dbefd3065b4d073bbbb2bbe501124970fc538f5e56d7198bac949ff360fe4b0d,3689927430,literal_utf8_source_text
ru,155,common_voice_ru_v24:common_voice_ru_23943986,common_voice_ru_23943986.mp3,test,common_voice_ru_v24:client:a7543f85b52497cb181bb1385fafc66587376a73f7d28ca6a489fa11b88c11236afdcf36b8b228ca6ef030cc36da3d7e3deaea5d35fe7b0e78727a5f9a378512,common_voice_ru_v24:client:a7543f85b52497cb181bb1385fafc66587376a73f7d28ca6a489fa11b88c11236afdcf36b8b228ca6ef030cc36da3d7e3deaea5d35fe7b0e78727a5f9a378512,81a01895c8e12d9e76c9228d1dec4bee0ab46ebb44a298eaa40cd0f04e291619,f02fb67c9f47e086f3af1a8651a4df5b8f5ae8f32d2ecba577edc838a8bc7d58,f02fb67c9f47e086f3af1a8651a4df5b8f5ae8f32d2ecba577edc838a8bc7d58,4029658748,literal_utf8_source_text
ru,156,common_voice_ru_v24:common_voice_ru_42797949,common_voice_ru_42797949.mp3,test,common_voice_ru_v24:client:1ae82130b88b170e429a60cb708f40d02b69301e674e907e66592b0cff719ee7ddf59c7390d52cf83c5f9b1acb7191e5c4cb350ee924bc5cec449c6587328511,common_voice_ru_v24:client:1ae82130b88b170e429a60cb708f40d02b69301e674e907e66592b0cff719ee7ddf59c7390d52cf83c5f9b1acb7191e5c4cb350ee924bc5cec449c6587328511,e609874923ab230c6978b461364e270511649ed77282af617680635f6b7e7b01,26982698794f6823f4a867dbfb3e1b0159cecf088183e3ef3d69bafce49c8b51,26982698794f6823f4a867dbfb3e1b0159cecf088183e3ef3d69bafce49c8b51,647505560,literal_utf8_source_text
ru,157,common_voice_ru_v24:common_voice_ru_23733194,common_voice_ru_23733194.mp3,test,common_voice_ru_v24:client:b3f1c25efa47ba1423af69b9332930b2a98fa1cff4b9aa046bdac2612cece56535f8b428eb6c1167824d54e058eafd3f315282e9fab86f97396c1fadb34b538a,common_voice_ru_v24:client:b3f1c25efa47ba1423af69b9332930b2a98fa1cff4b9aa046bdac2612cece56535f8b428eb6c1167824d54e058eafd3f315282e9fab86f97396c1fadb34b538a,23575e31e76ba9ed4fcf170bda23c26e055738079fcc32f73f0fdc42d6cccae5,ad66c7cdc99b8f6312767bfdb7e3f2062f5bc76587606b5c2bf4ad0ac7e24919,ad66c7cdc99b8f6312767bfdb7e3f2062f5bc76587606b5c2bf4ad0ac7e24919,2909194189,literal_utf8_source_text
ru,158,common_voice_ru_v24:common_voice_ru_36952194,common_voice_ru_36952194.mp3,test,common_voice_ru_v24:client:5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d,common_voice_ru_v24:client:5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d,4bcbc2a20584ce6e948352eeb6715eb47ccb1ccbaed0bf45c425289febefb0ea,1ecdd806c5dd2c7152b9cd2694ec96a81d2ad4b97b567007e8a9fa009288e026,1ecdd806c5dd2c7152b9cd2694ec96a81d2ad4b97b567007e8a9fa009288e026,516806662,literal_utf8_source_text
ru,159,common_voice_ru_v24:common_voice_ru_25936595,common_voice_ru_25936595.mp3,test,common_voice_ru_v24:client:e3ceaf5c4d64bde37977ab07e9625168b7225f39f93cdc82cba668eb86811c4d86029901544226aed90ec62c81c662113bcb7dbffb250d202fdd8af2932ba3f1,common_voice_ru_v24:client:e3ceaf5c4d64bde37977ab07e9625168b7225f39f93cdc82cba668eb86811c4d86029901544226aed90ec62c81c662113bcb7dbffb250d202fdd8af2932ba3f1,435d81d452d7b8c79490fc9a8e6589a1c5a6c3b3cc100b862e1b655e95982b41,361e9acd68edf065ffdc7f5f04340f2eddc869c33f49ed97f14b421d0f340393,361e9acd68edf065ffdc7f5f04340f2eddc869c33f49ed97f14b421d0f340393,907975373,literal_utf8_source_text
ru,160,common_voice_ru_v24:common_voice_ru_28755954,common_voice_ru_28755954.mp3,test,common_voice_ru_v24:client:aeaf4b5cae246d18d92d482f290daa77610c131a3e66164849e03cd3ba7047c60ff53731cff0fa58eecf8ccdae2b3a021944329f043f14e8830f7e46437d874a,common_voice_ru_v24:client:aeaf4b5cae246d18d92d482f290daa77610c131a3e66164849e03cd3ba7047c60ff53731cff0fa58eecf8ccdae2b3a021944329f043f14e8830f7e46437d874a,f471c2980c52f4b32a037e252fcf8ed68af7d425dea44ece5dd1b89d69cb9f10,bb759b8870498065d748b5f6790a472cc769e110fa404f59d7bb3cca1e8b027b,bb759b8870498065d748b5f6790a472cc769e110fa404f59d7bb3cca1e8b027b,3145046920,literal_utf8_source_text
ru,161,common_voice_ru_v24:common_voice_ru_33690770,common_voice_ru_33690770.mp3,test,common_voice_ru_v24:client:dc5b061f9c34dea4ed6065ee41c6f34c34cf3c368ec91aa729bf0af68fba391a64f4d4622ca8b7b7bf0e912a0cad4b9953d1e685d2beac3c43af6695c476bd1e,common_voice_ru_v24:client:dc5b061f9c34dea4ed6065ee41c6f34c34cf3c368ec91aa729bf0af68fba391a64f4d4622ca8b7b7bf0e912a0cad4b9953d1e685d2beac3c43af6695c476bd1e,99aa15393544e10b1d22b205915499d25344fbf5977d9c7a98a8de4cffe08c01,8224ef35b10698e687defd36de5de34d2aa29c021e8c850a28ce1a0b513dd9a3,8224ef35b10698e687defd36de5de34d2aa29c021e8c850a28ce1a0b513dd9a3,2183458613,literal_utf8_source_text
ru,162,common_voice_ru_v24:common_voice_ru_19573722,common_voice_ru_19573722.mp3,test,common_voice_ru_v24:client:6b9e9b648e63a731a6657089d48aeebbccf985b97209bdae3d2a19bfe8458a00ebc664ee092e2716564da029a7cda25e6731a12300e9f3f97f8662f7a1166f18,common_voice_ru_v24:client:6b9e9b648e63a731a6657089d48aeebbccf985b97209bdae3d2a19bfe8458a00ebc664ee092e2716564da029a7cda25e6731a12300e9f3f97f8662f7a1166f18,8ebc95e8b4408f1ccc4b92ca7bdd9f6403b74e616bbba98ffacb7e3ac6f3b147,4142d144de025d36da6f29b81ab1be255a53bcde35c1ca2eab27f655daaa2f43,4142d144de025d36da6f29b81ab1be255a53bcde35c1ca2eab27f655daaa2f43,1094897988,literal_utf8_source_text
ru,163,common_voice_ru_v24:common_voice_ru_27144511,common_voice_ru_27144511.mp3,test,common_voice_ru_v24:client:ff50e07cbe2ebd75ecf1ae76f52c836fb63c89b4c8a82e9eee7009046a1cd6e3085450925718eb98d814e33d9a0957d844c1b943fcd275884b129a4f138a4390,common_voice_ru_v24:client:ff50e07cbe2ebd75ecf1ae76f52c836fb63c89b4c8a82e9eee7009046a1cd6e3085450925718eb98d814e33d9a0957d844c1b943fcd275884b129a4f138a4390,aba834080174160108171a23607ec26026aac594af6f12bdb29877091a146792,3c041234fac42f8b662b2f6aba7ac4905c6c42e5bb985705478c902f83275d64,3c041234fac42f8b662b2f6aba7ac4905c6c42e5bb985705478c902f83275d64,1006899764,literal_utf8_source_text
ru,164,common_voice_ru_v24:common_voice_ru_22725913,common_voice_ru_22725913.mp3,test,common_voice_ru_v24:client:e54113eea61f04a9fa22478e36418545ac34c06817184d409976f0fc015ecb0c548404f374ab86207e5d09a94829350a4a39a7a4102a75d2ab6a7e374ca59dfc,common_voice_ru_v24:client:e54113eea61f04a9fa22478e36418545ac34c06817184d409976f0fc015ecb0c548404f374ab86207e5d09a94829350a4a39a7a4102a75d2ab6a7e374ca59dfc,f75217dacf4887fbbf0e6f178ccc9e71a2d38550d3d426b7a19226a30255d9d7,7895d0461326cecae35b90b24723c1e8e2d5490555d5fb0782ca94904ec7f0e2,7895d0461326cecae35b90b24723c1e8e2d5490555d5fb0782ca94904ec7f0e2,2023084102,literal_utf8_source_text
ru,165,common_voice_ru_v24:common_voice_ru_27469537,common_voice_ru_27469537.mp3,test,common_voice_ru_v24:client:0ffa57130cc134b777e9fff4de027df5f376ec09c4c98ac2fb107c0218b18d2c95b2d70444d5224d140c64031df0eef9b89f10e0dc25e14a7add49889c93e353,common_voice_ru_v24:client:0ffa57130cc134b777e9fff4de027df5f376ec09c4c98ac2fb107c0218b18d2c95b2d70444d5224d140c64031df0eef9b89f10e0dc25e14a7add49889c93e353,ca6f4bc8371208a864fd4cab2789d02b4f2eb5a442ee743c04594e909a33ea9f,47f26362489ec258cbb45b9032cc477c805052be3747635d5c16cf837b5acea1,47f26362489ec258cbb45b9032cc477c805052be3747635d5c16cf837b5acea1,1207067490,literal_utf8_source_text
ru,166,common_voice_ru_v24:common_voice_ru_21728877,common_voice_ru_21728877.mp3,test,common_voice_ru_v24:client:98d1bd2a0646cb92b4cc1441e7eebd465ac8bb3e0681cf3a9c390f21e182df5727094aa2826f48f555ce00f177e54e4716adf43dbc62694008ee5b7240845bbe,common_voice_ru_v24:client:98d1bd2a0646cb92b4cc1441e7eebd465ac8bb3e0681cf3a9c390f21e182df5727094aa2826f48f555ce00f177e54e4716adf43dbc62694008ee5b7240845bbe,9cf570ea30eeef133123d060b162651d4202b192c9253dd50166bc6a2a1a750e,52a21ea1dc08f712a6ccca4bdeda3e87ccd3e7667a9ce7bc134e2ae28cd2c855,52a21ea1dc08f712a6ccca4bdeda3e87ccd3e7667a9ce7bc134e2ae28cd2c855,1386356385,literal_utf8_source_text
ru,167,common_voice_ru_v24:common_voice_ru_23115491,common_voice_ru_23115491.mp3,test,common_voice_ru_v24:client:a3887c7b0b619627c421b1a3d50ff1cc8c3b617074479020d0b208a74e23cc246c9b9147f435ea6dc0aaf052d3f1ddeadfa1dfe318a3fa5dc666c155aeb61951,common_voice_ru_v24:client:a3887c7b0b619627c421b1a3d50ff1cc8c3b617074479020d0b208a74e23cc246c9b9147f435ea6dc0aaf052d3f1ddeadfa1dfe318a3fa5dc666c155aeb61951,80f3ef87f5ae444392ebb1dfffb36c95f967929c3c7950e33e5d4a8c4c228ab3,5901281817b97792f05de7275c2009129a6712c5250db8ea77e186f6febb1368,5901281817b97792f05de7275c2009129a6712c5250db8ea77e186f6febb1368,1493248024,literal_utf8_source_text
ru,168,common_voice_ru_v24:common_voice_ru_26820394,common_voice_ru_26820394.mp3,test,common_voice_ru_v24:client:eb8fc5c44b78e69443cbe1a47237471de33b82086acfc068c4a9ceb19f104cdf8ee4ff9415d912d3aa3692d0cea6ad7675946c70daa5fb6c20817f19bef284ad,common_voice_ru_v24:client:eb8fc5c44b78e69443cbe1a47237471de33b82086acfc068c4a9ceb19f104cdf8ee4ff9415d912d3aa3692d0cea6ad7675946c70daa5fb6c20817f19bef284ad,877e348f4397e9dbc33872adcfe38c823dde1347b62c19631584c2317ac5ff1e,d60ad88fe1781f033eb4a65b3e6d8338b20447e30aaa6da7d9cea00246223556,d60ad88fe1781f033eb4a65b3e6d8338b20447e30aaa6da7d9cea00246223556,3591035023,literal_utf8_source_text
ru,169,common_voice_ru_v24:common_voice_ru_26217097,common_voice_ru_26217097.mp3,test,common_voice_ru_v24:client:3b9ba7fb5d18b051c10cdd7cb198335966081bfc92e6e145ff12490f192cdb12537cc3884a168e32633bf7aeb513b806338f6ae2726ec97d2cac37cc9522667a,common_voice_ru_v24:client:3b9ba7fb5d18b051c10cdd7cb198335966081bfc92e6e145ff12490f192cdb12537cc3884a168e32633bf7aeb513b806338f6ae2726ec97d2cac37cc9522667a,675e85803ca5df6cc523d2b7e4b9e9ffce3dbbf6c4f273c5121c0abf0592dac4,10175776d8fae783c2f04603400061c2e329abd557f1b185f132b80e43636795,10175776d8fae783c2f04603400061c2e329abd557f1b185f132b80e43636795,269965174,literal_utf8_source_text
ru,170,common_voice_ru_v24:common_voice_ru_30513395,common_voice_ru_30513395.mp3,test,common_voice_ru_v24:client:e040321667735dfc55e5ddf795110d73ef83c30845dce11f890a6b33bae25440d0e90eda1c0cb893711813d446dc4d0c28a5f7fd49ea2298f32907f6351bdd71,common_voice_ru_v24:client:e040321667735dfc55e5ddf795110d73ef83c30845dce11f890a6b33bae25440d0e90eda1c0cb893711813d446dc4d0c28a5f7fd49ea2298f32907f6351bdd71,b84aee948ed34b4fcbc2dabd889c97180d34f7e07261fe4fcbefa34316deff61,668a2f4a6323893103ec49f7601bfde1ce67a6bc6332b94a4b897de5e8a5bc52,668a2f4a6323893103ec49f7601bfde1ce67a6bc6332b94a4b897de5e8a5bc52,1720332106,literal_utf8_source_text
ru,171,common_voice_ru_v24:common_voice_ru_21842177,common_voice_ru_21842177.mp3,test,common_voice_ru_v24:client:1e823d3a52fe247c39226d0650f0e5cb13d70488710d28fbfc2094402d3eca35955baab4aa9fbd254f40441a97b1c30f692a9b4c98b1ff4703cfb12928fc0e13,common_voice_ru_v24:client:1e823d3a52fe247c39226d0650f0e5cb13d70488710d28fbfc2094402d3eca35955baab4aa9fbd254f40441a97b1c30f692a9b4c98b1ff4703cfb12928fc0e13,b3355e21c420d458d8d0da80ecb3e05187eb360ac1989b14b4aa98cdd72b8768,3b7756874c8778b3f7f5d249f18fe356f8a40a46c40648d42a4c52d3c9efd74f,3b7756874c8778b3f7f5d249f18fe356f8a40a46c40648d42a4c52d3c9efd74f,997676679,literal_utf8_source_text
ru,172,common_voice_ru_v24:common_voice_ru_28908948,common_voice_ru_28908948.mp3,test,common_voice_ru_v24:client:9f8f5f72d2681af7c010cd54672d4c7b5cb4b406adedb84e7ace6b80a4d1c8102ac8a94c196c63ce170bd736bb9659aab80326df3003a23f9857da66b788ffa0,common_voice_ru_v24:client:9f8f5f72d2681af7c010cd54672d4c7b5cb4b406adedb84e7ace6b80a4d1c8102ac8a94c196c63ce170bd736bb9659aab80326df3003a23f9857da66b788ffa0,17d5b8a8b09cf304921c070b2a6e5e70d5816913a955ac4792c28f2e5b5b9b00,4a2bbc4eb6c9542e4d1a2253b99181bd564a7375137d7f101b7be53dc39994c5,4a2bbc4eb6c9542e4d1a2253b99181bd564a7375137d7f101b7be53dc39994c5,1244380238,literal_utf8_source_text
ru,173,common_voice_ru_v24:common_voice_ru_30560458,common_voice_ru_30560458.mp3,test,common_voice_ru_v24:client:0759fded105e11d07c4f8bf79b1a932787a31f383b911bf20aae9a716c2f8c1823405aeaf122ab784850c0b5b847ce791ba2a75bab56dc41a670ed3fc072ed5b,common_voice_ru_v24:client:0759fded105e11d07c4f8bf79b1a932787a31f383b911bf20aae9a716c2f8c1823405aeaf122ab784850c0b5b847ce791ba2a75bab56dc41a670ed3fc072ed5b,e06478a8f9daad3186c4f3a2cdb0c95437189311eb76b6bbf001a697d85a8177,39aa0167a1f28320bd372a0f26338f857aa3434c8d1d7ccb6707263a6ca58e24,39aa0167a1f28320bd372a0f26338f857aa3434c8d1d7ccb6707263a6ca58e24,967442791,literal_utf8_source_text
ru,174,common_voice_ru_v24:common_voice_ru_20329545,common_voice_ru_20329545.mp3,test,common_voice_ru_v24:client:6bdbe9917ee2e49b7622d0c030339fc0a465c177d030b5618ea9991e8f31fbc2d8e5a9cdbbec7b07eff7ca0cc411626065661ff7e2b23a4728b8a3fdb30fb34c,common_voice_ru_v24:client:6bdbe9917ee2e49b7622d0c030339fc0a465c177d030b5618ea9991e8f31fbc2d8e5a9cdbbec7b07eff7ca0cc411626065661ff7e2b23a4728b8a3fdb30fb34c,0082328e9b70064f71ea4095597321d55649172eb66ed3f25961f3dc441b1bb6,635b43236a4578d40ee63611277599ab138c67e709cc961e74d11356a07c2407,635b43236a4578d40ee63611277599ab138c67e709cc961e74d11356a07c2407,1666925347,literal_utf8_source_text
ru,175,common_voice_ru_v24:common_voice_ru_26225246,common_voice_ru_26225246.mp3,test,common_voice_ru_v24:client:786ac7fb4e2a41da075608f26e635a9bed138e1b022592a8d29d5b72f56c46ff2896a1e0fd350f2b616c57590f451dda7931138980f6566422315d7ef1e21c55,common_voice_ru_v24:client:786ac7fb4e2a41da075608f26e635a9bed138e1b022592a8d29d5b72f56c46ff2896a1e0fd350f2b616c57590f451dda7931138980f6566422315d7ef1e21c55,6694aa2b1044de5e05daa7ca77e4bbd1a047a69704b679c69869afefcba071e9,f775466d582b14616e1bcbc6eefde798fcac20478520daa307c21c22be0064be,f775466d582b14616e1bcbc6eefde798fcac20478520daa307c21c22be0064be,4151658093,literal_utf8_source_text
ru,176,common_voice_ru_v24:common_voice_ru_40179224,common_voice_ru_40179224.mp3,test,common_voice_ru_v24:client:bf7a7d9ec771c8c76f4b0e821d6b98d911d095457a5b9387552b85ce92de80bbcec2337d3da693ee576087665aa9beeb65a55883f74470b1086d5f9e8f7c40c0,common_voice_ru_v24:client:bf7a7d9ec771c8c76f4b0e821d6b98d911d095457a5b9387552b85ce92de80bbcec2337d3da693ee576087665aa9beeb65a55883f74470b1086d5f9e8f7c40c0,c30bb611f3ac2f965ddb4f0033eaa463494f92d5d8b33184634cea052629308a,378cbcf2818b67d0b7306548158761a7e43c0a15af58e57d768643b6812650c0,378cbcf2818b67d0b7306548158761a7e43c0a15af58e57d768643b6812650c0,931970290,literal_utf8_source_text
