selection_rank,sample_id,submission_pseudo_id,prompt_id,parent_group_id,speaker_pseudo_id,prompt_text_hash,original_prompt_text_hash
42,voxforge_ru_mdc_2026_05:submission:e5bd1f75fa42b101d54885dced0ae738aa4f7d12b1bdd10f5a2ef0cebcabdae9:prompt:ru_0032,e5bd1f75fa42b101d54885dced0ae738aa4f7d12b1bdd10f5a2ef0cebcabdae9,ru_0032,voxforge_ru_mdc_2026_05:contributor:8159dade37bcbe3e24e12492dfb37b02abe3e1a6b2763339e0f0ab3b4c6f87d2,voxforge_ru_mdc_2026_05:contributor:8159dade37bcbe3e24e12492dfb37b02abe3e1a6b2763339e0f0ab3b4c6f87d2,c7f27a664bf689206a491808c99d548552fc5c0bfe2fabc6971e653728102da3,3a7c176d2b776b686ddeb50f17e292ea6a107d7b9cc4b66a0a36c7e83f8345b6
43,voxforge_ru_mdc_2026_05:submission:0e87fd37e89a7a62ac1624d508b1b68fdc560badcd7a6d6c3f55e1dc78746869:prompt:ru_0061,0e87fd37e89a7a62ac1624d508b1b68fdc560badcd7a6d6c3f55e1dc78746869,ru_0061,voxforge_ru_mdc_2026_05:contributor:6dc575441175efbe8008f86dd9681e844c837e1bda6de44f495d17d87c1cb8f4,voxforge_ru_mdc_2026_05:contributor:6dc575441175efbe8008f86dd9681e844c837e1bda6de44f495d17d87c1cb8f4,51f49e40ff35268f3deaba5947d47f94be79a53f8572fe4b9239fba76960943c,4dccbb2f0e1825c7cd64ea834262d6e0ff2848a39abe5b31baf2b7dc90615d17
44,voxforge_ru_mdc_2026_05:submission:61004bb7a4b2d8c3dfa02057d003f7f225cd1f77eebbfba02ea83f004aebfe7d:prompt:ru_0022,61004bb7a4b2d8c3dfa02057d003f7f225cd1f77eebbfba02ea83f004aebfe7d,ru_0022,voxforge_ru_mdc_2026_05:contributor:55e1fc20a36ee5df82ffd03b58074925ba6eaa37fceb49f7e0eac22c11153630,voxforge_ru_mdc_2026_05:contributor:55e1fc20a36ee5df82ffd03b58074925ba6eaa37fceb49f7e0eac22c11153630,82e193a30845e7f5e6ce30cf7b7d54e3cde9ded4cf5716d45a99e99b9ca94a5c,0382a21373bfb8f582264bd1c8001d1828d80ad9f61b0b06e02edaee1f0bc0bb
45,voxforge_ru_mdc_2026_05:submission:93d5c6dba90626f8ab6eb73f97001c75d03fe66f9ff2b3b23a450791e75739c5:prompt:ru_0089,93d5c6dba90626f8ab6eb73f97001c75d03fe66f9ff2b3b23a450791e75739c5,ru_0089,voxforge_ru_mdc_2026_05:contributor:8e43263f3e05865e8b1988658f3397a3e751ac4dd7fc3b004f88c2557526206d,voxforge_ru_mdc_2026_05:contributor:8e43263f3e05865e8b1988658f3397a3e751ac4dd7fc3b004f88c2557526206d,c529e596c7caf3bbad0994bcfe95f166275241307470699b118d6be6bb634e03,70eec1a409f7ae5da407623fc716995d61121999fb9b13bbf5c3d966bb760bfe
46,voxforge_ru_mdc_2026_05:submission:2b22cabf43392d04fce84800ffdcf0c682faae4ab05cc40e733a046fe6651d20:prompt:ru_0079,2b22cabf43392d04fce84800ffdcf0c682faae4ab05cc40e733a046fe6651d20,ru_0079,voxforge_ru_mdc_2026_05:contributor:40ca72ac5556991b3dc459991b72db6243d4076020657b667b5567383674ed56,voxforge_ru_mdc_2026_05:contributor:40ca72ac5556991b3dc459991b72db6243d4076020657b667b5567383674ed56,b90c10d1a2fb9d483fd33f9a6c2b4b6afc3972f1d335f97c1c9400968317baa7,f0cda49f36c21ceb4c6edee9ddab55b31bc5965553e388dc7b03a59e60d684b4
47,voxforge_ru_mdc_2026_05:submission:86024b91b0f41fe2b0598d130945a674ac5b16af7d23b946bb3d34c73a4d9243:prompt:ru_0067,86024b91b0f41fe2b0598d130945a674ac5b16af7d23b946bb3d34c73a4d9243,ru_0067,voxforge_ru_mdc_2026_05:contributor:8ea7d98fd057ff75530c59cd707ba4c51405db76c09db6c2bd47043c320c05e3,voxforge_ru_mdc_2026_05:contributor:8ea7d98fd057ff75530c59cd707ba4c51405db76c09db6c2bd47043c320c05e3,8f7df5c51ee628af08533c2cca6111c2e4ce6774c999af4c4614920a3e8891d6,782ae9e8a72901427fcf36500c49466d42d499ad8b82cff39689fde5c84e70f4
48,voxforge_ru_mdc_2026_05:submission:135e7397ea9d435f05ad95c38897934aa86e550dccc953d01535500937d58437:prompt:ru_0058,135e7397ea9d435f05ad95c38897934aa86e550dccc953d01535500937d58437,ru_0058,voxforge_ru_mdc_2026_05:contributor:71a3894cb6036aa2db255dea8758ab61da1afdd67fc6193df0de737fb1fed690,voxforge_ru_mdc_2026_05:contributor:71a3894cb6036aa2db255dea8758ab61da1afdd67fc6193df0de737fb1fed690,a47ba0dbf58d105aeb3a119fa43b8db0ad29be247612d7b4faeee5f6c97a78cd,7594a3e00c32fe04381c2909577a44d1869a78b31ce7af442636de18137c1f9c
49,voxforge_ru_mdc_2026_05:submission:4d3e322a6ccc7e447ca8f8e66039473dba4fd1134774669de1157801513ad59e:prompt:ru_0038,4d3e322a6ccc7e447ca8f8e66039473dba4fd1134774669de1157801513ad59e,ru_0038,voxforge_ru_mdc_2026_05:contributor:875f4597925153f875557049caeccad3b63b5251dffc7c9f03ddc01bc3e6a9c0,voxforge_ru_mdc_2026_05:contributor:875f4597925153f875557049caeccad3b63b5251dffc7c9f03ddc01bc3e6a9c0,7d9dcdbb3d568f0fd47492434849cdaafd24bffc10d4ceb0628bc1d65c5e2db8,6bb8c30e4058d5e2db37160ed42bb9ee1492ee2dde1fe21d134db64b393e6cc4
50,voxforge_ru_mdc_2026_05:submission:cbdb0ed0edf32da3bbaa3031d08b2fa8ac45354a1a9b999b1c397ae811c24176:prompt:ru_0002,cbdb0ed0edf32da3bbaa3031d08b2fa8ac45354a1a9b999b1c397ae811c24176,ru_0002,voxforge_ru_mdc_2026_05:contributor:c27787db950a6252294fa6973d0ba7d76bfa401ff9c9e98167db067e4b8af989,voxforge_ru_mdc_2026_05:contributor:c27787db950a6252294fa6973d0ba7d76bfa401ff9c9e98167db067e4b8af989,5813e5d263dc78bd7f6ea27b22877e0aa4551fd50ff4384358b10efdb1e8fbe1,56515fc2f3834c6e1d2edc8705ae059f18d7a74d20283c67423fdb3aa1102bd8
51,voxforge_ru_mdc_2026_05:submission:cc00b633470eb6e0b5808506821b6153e977f38705c22e468903e2032aa2ec0a:prompt:ru_0011,cc00b633470eb6e0b5808506821b6153e977f38705c22e468903e2032aa2ec0a,ru_0011,voxforge_ru_mdc_2026_05:contributor:d5c27db0dada30212f6a858f1264c62268e703e97d4cc5dccebf073eaa6f439d,voxforge_ru_mdc_2026_05:contributor:d5c27db0dada30212f6a858f1264c62268e703e97d4cc5dccebf073eaa6f439d,a136a92fa2c422d8607d769be2e121b0e8e9203e87c59d8a4c5f5e58c755ca0d,2e35dfdc69fa76e68a3153fc334a706b053bcf6e3477e23dfb60b2e0f11f9606
52,voxforge_ru_mdc_2026_05:submission:1c04a50025f3fc6a2db38d86e276564f0fc20aca25505e034902bbefb37e6769:prompt:ru_0018,1c04a50025f3fc6a2db38d86e276564f0fc20aca25505e034902bbefb37e6769,ru_0018,voxforge_ru_mdc_2026_05:contributor:29a669940f66f7d5d5539801dc422018a92d4799060e2c576d9a30887eba605a,voxforge_ru_mdc_2026_05:contributor:29a669940f66f7d5d5539801dc422018a92d4799060e2c576d9a30887eba605a,286614b3819c9eb4188c30460b1c8dc4762b6bda439f7244374251831082144a,442a5edfc42249aef9113f8eba9e0e655b3b6fe05a3b99d3108b3728e38e89d4
53,voxforge_ru_mdc_2026_05:submission:95fda0d488ee6b73835e047cbf6ae82a5fb1e399b1d6231a1ee539df999d3656:prompt:ru_0017,95fda0d488ee6b73835e047cbf6ae82a5fb1e399b1d6231a1ee539df999d3656,ru_0017,voxforge_ru_mdc_2026_05:contributor:ac65857d490f462730c69a829b64fcc1c6119ee83b3ce2497d3bceb6a631c877,voxforge_ru_mdc_2026_05:contributor:ac65857d490f462730c69a829b64fcc1c6119ee83b3ce2497d3bceb6a631c877,6a4e6616041d4bd992e610faa136f8292474a422e53bbb581c18ece388f1507f,6bb67f8ebfd94a4b51a16b4d0fca35c0aeeafb4274e8f3810fbf72cb862894de
54,voxforge_ru_mdc_2026_05:submission:45e4e0c6b8d40d7f40e959b5fe9c07cfc976b674cd395ae2a8bd4415a3c42ab7:prompt:ru_0055,45e4e0c6b8d40d7f40e959b5fe9c07cfc976b674cd395ae2a8bd4415a3c42ab7,ru_0055,voxforge_ru_mdc_2026_05:contributor:5d5a47eb8b9fbeb70d0d9eaadda09cb906c78e0ab9e26b51a47a44610e9d00d8,voxforge_ru_mdc_2026_05:contributor:5d5a47eb8b9fbeb70d0d9eaadda09cb906c78e0ab9e26b51a47a44610e9d00d8,bbbca0513088b2174fb5c5374785740ccc8a98fd72162bc95e993716f8bc272d,8e272459343cd48e91e6367b26700b6b11f23abc9b5b1676521b9d0a9eff7ac9
55,voxforge_ru_mdc_2026_05:submission:13b7e61c44ba8570be71aa0c37beaeea0c6c3c728f66019eb18202f5e871ba9d:prompt:ru_0052,13b7e61c44ba8570be71aa0c37beaeea0c6c3c728f66019eb18202f5e871ba9d,ru_0052,voxforge_ru_mdc_2026_05:contributor:8bddffd40b7806469fc88e2c8bb1cd6990e6761f58f9e42215c4e3085b02bcae,voxforge_ru_mdc_2026_05:contributor:8bddffd40b7806469fc88e2c8bb1cd6990e6761f58f9e42215c4e3085b02bcae,e2259b7007fef6c3106e0bd6395cedd4c1c086912fa7a17f2ce3637ba0744990,cd4241d57426811a5224128b2bf57bd536dc6f1f7f369e59f47f0adef5d7d469
56,voxforge_ru_mdc_2026_05:submission:51ca62b66e7fdf89d9988a6c1967ced34226eefad5388571c589a66c554e01c1:prompt:ru_0069,51ca62b66e7fdf89d9988a6c1967ced34226eefad5388571c589a66c554e01c1,ru_0069,voxforge_ru_mdc_2026_05:contributor:174aa4b96ccf467f1d7224a4f8cbe0b9d33fefa38e05e5c6447f2be46f4c1848,voxforge_ru_mdc_2026_05:contributor:174aa4b96ccf467f1d7224a4f8cbe0b9d33fefa38e05e5c6447f2be46f4c1848,7bd6b96aeaf9a714f282070c39b34f95fa5d527651df86098734d723fa701447,b4b453a2b0f90372d1e225d0ede9f5ff77d184c18577cc689ca0a3e75e888779
57,voxforge_ru_mdc_2026_05:submission:fc19e9df21303cb524c031144dfc352fc9e6a72be3e05d0ef4992781a010cd35:prompt:ru_0065,fc19e9df21303cb524c031144dfc352fc9e6a72be3e05d0ef4992781a010cd35,ru_0065,voxforge_ru_mdc_2026_05:contributor:d4db4fedc180cee4988a543e36cae2771a908a9c9e09d1f9d5dca997aa4a7765,voxforge_ru_mdc_2026_05:contributor:d4db4fedc180cee4988a543e36cae2771a908a9c9e09d1f9d5dca997aa4a7765,7073ee8e9bd41a26ecea54d10d82180ed427f562a33c3f14c71d36801d3ae21a,daedcda7f203cbc2fa9d4848b400d24b690e42745cff6852bd3c1ebe9dad74ff
58,voxforge_ru_mdc_2026_05:submission:32fcaedf59b4ac2c5d3400f4857ecc45f3ba742edea0677301c8b1dc303bc6e3:prompt:ru_0003,32fcaedf59b4ac2c5d3400f4857ecc45f3ba742edea0677301c8b1dc303bc6e3,ru_0003,voxforge_ru_mdc_2026_05:contributor:8c8d4d2362249da59fcd4c864059eac828d53ce1579a7f320c6d819b8133586b,voxforge_ru_mdc_2026_05:contributor:8c8d4d2362249da59fcd4c864059eac828d53ce1579a7f320c6d819b8133586b,c5f55670a9a2005d49008231c56b28d65fb15813530fe4dc549f3af0f535a727,3b172ad6d5acd3c704b8c5788cbc744ac649ab69ed26a594fe4d7d1b52d075f1
59,voxforge_ru_mdc_2026_05:submission:dbd1e03ecfece3bb0cbaa1f4f813698a9504d4dc37133fee42e1855e52095004:prompt:ru_0064,dbd1e03ecfece3bb0cbaa1f4f813698a9504d4dc37133fee42e1855e52095004,ru_0064,voxforge_ru_mdc_2026_05:contributor:8cc2b0ccf32a32d86f3990a3b7e151be4a3b030e53a79aaa96ec43da7d0988ef,voxforge_ru_mdc_2026_05:contributor:8cc2b0ccf32a32d86f3990a3b7e151be4a3b030e53a79aaa96ec43da7d0988ef,9905646c2970641a4ff60b68e6dded1e563ce70c2d6fef09b99e30bb7db8fa30,bb6926ef086a3a3b07326b620d883edbcdd77e7da78747c5c4793555335b392a
60,voxforge_ru_mdc_2026_05:submission:74a8b633f67c41ae13dad910bcadce2c972b009d0b64ab4506a65193e317e181:prompt:ru_0051,74a8b633f67c41ae13dad910bcadce2c972b009d0b64ab4506a65193e317e181,ru_0051,voxforge_ru_mdc_2026_05:contributor:0446c9c98d199835399326cbc86816f91926da78df53c7fa771019f45a3a91c9,voxforge_ru_mdc_2026_05:contributor:0446c9c98d199835399326cbc86816f91926da78df53c7fa771019f45a3a91c9,cc903ab7c86b5c8213bf37d0de4373f2577fb1d119678409b25dc2d984901c0b,37b684282828661c2ac5cf61560330110d0227dab90939cb9ce6119a5edba754
61,voxforge_ru_mdc_2026_05:submission:dffbc38ae85d69ef86b38d91abdfc0f41342740e04056dfd7764f030b753baa9:prompt:ru_0039,dffbc38ae85d69ef86b38d91abdfc0f41342740e04056dfd7764f030b753baa9,ru_0039,voxforge_ru_mdc_2026_05:contributor:4a1d1eb26257a50cb3237d56c8227b4af0ae55aac6b9e75bd76dcb4381b6e14c,voxforge_ru_mdc_2026_05:contributor:4a1d1eb26257a50cb3237d56c8227b4af0ae55aac6b9e75bd76dcb4381b6e14c,e3f838634e87143f549b2154f71221981e44d036ce601a2faf7090e2dcf3b790,b0ec1732b25096fc2262e6f68d2c359970563bf9a2d52fd051fe74b313537fb2
62,voxforge_ru_mdc_2026_05:submission:598818e4909723fdab46e127e879b40c8d0cdad80dace5afd8c412e2d9d4fff8:prompt:ru_0006,598818e4909723fdab46e127e879b40c8d0cdad80dace5afd8c412e2d9d4fff8,ru_0006,voxforge_ru_mdc_2026_05:contributor:1d600d3450ed21563c24a614cba2766dccdae75f095f6095bee5f7a4beaf2744,voxforge_ru_mdc_2026_05:contributor:1d600d3450ed21563c24a614cba2766dccdae75f095f6095bee5f7a4beaf2744,f032ace3e5930871ca9b71ec3f175f23bada28e3dcf41f4414b99b2229d9d380,445000270e0339bc478427899dcf31c4f20d12657a124392d09e5b90ee9a4145
63,voxforge_ru_mdc_2026_05:submission:5952d5fc3b1a37c2e9ca3658856283d07bae4cde72138104623c236562418867:prompt:ru_0066,5952d5fc3b1a37c2e9ca3658856283d07bae4cde72138104623c236562418867,ru_0066,voxforge_ru_mdc_2026_05:contributor:5e2caf3266f4aa4412cc2d4edf1ef0b13dc1885d37d14e36ddbf2674b1a7d59e,voxforge_ru_mdc_2026_05:contributor:5e2caf3266f4aa4412cc2d4edf1ef0b13dc1885d37d14e36ddbf2674b1a7d59e,59f1df8f58f0a704302786b5c02c46a442dedc63d03cec4a28e05cae2416c59a,f6a260b6ce055e7b2a0613660f530bdb43e100fe891cddfc61534e76f072cdf0
64,voxforge_ru_mdc_2026_05:submission:0dfd38faee70aa710384fb4e657c8bb5a13b0916768e687fd84ceef174b19e98:prompt:ru_0025,0dfd38faee70aa710384fb4e657c8bb5a13b0916768e687fd84ceef174b19e98,ru_0025,voxforge_ru_mdc_2026_05:contributor:7f0b629cbb9d794b3daf19fcd686a30a039b47395545394dadc0574744996a87,voxforge_ru_mdc_2026_05:contributor:7f0b629cbb9d794b3daf19fcd686a30a039b47395545394dadc0574744996a87,0e679c0c762905542b7fde0bdabaec6e88dbdc217b78fd6c624866da120db5cf,1e55138ae99ebef54a8f21ba674aa12d5956cbbf5dd5d4e8adf1e26cca2d5e99
65,voxforge_ru_mdc_2026_05:submission:25ab5559d25ed921eabd84becf96204bf01c999d265c5cdc63291353217ea38f:prompt:ru_0040,25ab5559d25ed921eabd84becf96204bf01c999d265c5cdc63291353217ea38f,ru_0040,voxforge_ru_mdc_2026_05:contributor:e653da676c96f73e62cc86dd39a0124b2ff01b72d688ecfadff4d71160cfb72b,voxforge_ru_mdc_2026_05:contributor:e653da676c96f73e62cc86dd39a0124b2ff01b72d688ecfadff4d71160cfb72b,106caab715c1f19d383221b3772066f21c25a10e497b9123e3d41fa40a5e4bc3,8e4c458a42528e9b21ee2d572b188d051f1a28e97e37e3b28955e61c8a798ac7
66,voxforge_ru_mdc_2026_05:submission:18a7745477626450d12d1cfd3f9bea3bc3861821023256e17173b791d28194ba:prompt:ru_0094,18a7745477626450d12d1cfd3f9bea3bc3861821023256e17173b791d28194ba,ru_0094,voxforge_ru_mdc_2026_05:contributor:1323016fdbac211c162204eec17bca9a96144b74730951fa58888dd235a8f0e1,voxforge_ru_mdc_2026_05:contributor:1323016fdbac211c162204eec17bca9a96144b74730951fa58888dd235a8f0e1,0ba49054de08c4e46bd7f89d3c1c9fe40841e3b8c96179d4bd6145e45edffbc2,78df73d7051bf59ba80932e21ca854a10f944a45e37a396edb4f59e4317d75b6
67,voxforge_ru_mdc_2026_05:submission:ca6ea575b8a9f0446893f0b75ed1f1a8811f319c07f8c4ae1f23134b92b5f751:prompt:ru_0043,ca6ea575b8a9f0446893f0b75ed1f1a8811f319c07f8c4ae1f23134b92b5f751,ru_0043,voxforge_ru_mdc_2026_05:contributor:e2197567dfbc646095962e025d29b174f6db00dc693a28c919c85248da252a2c,voxforge_ru_mdc_2026_05:contributor:e2197567dfbc646095962e025d29b174f6db00dc693a28c919c85248da252a2c,02f2a226fffc0a3c60dd02f9f4f1adee5136aa922b4ff65e003b0fd11a2c16bf,1d2925b6efbcf0a3ee0ff55c9bd6157df2164bc15fbe42e9a9651dff011fb2dd
68,voxforge_ru_mdc_2026_05:submission:65f5812127ed8bee6fde38f9349910b455ee4bc9888c359e463c10ec1828c625:prompt:ru_0053,65f5812127ed8bee6fde38f9349910b455ee4bc9888c359e463c10ec1828c625,ru_0053,voxforge_ru_mdc_2026_05:contributor:07958963227ac8708629d2d354a6258e4d12ee7f97bf2d7a4dc2ce909f50d4fa,voxforge_ru_mdc_2026_05:contributor:07958963227ac8708629d2d354a6258e4d12ee7f97bf2d7a4dc2ce909f50d4fa,2dcd7c286a4db8382029dabf15375c1380e6dd9f1ac106877827e456b419a5f2,69e377148c1b1e69136e5eb38006cb2c7a4515fd2ed171bd79a976f6e0a8544c
69,voxforge_ru_mdc_2026_05:submission:3e066316c23a8843d375fa0a0f0985de8eaff7a05cdaa25bad275d8ac0d3b5d6:prompt:ru_0082,3e066316c23a8843d375fa0a0f0985de8eaff7a05cdaa25bad275d8ac0d3b5d6,ru_0082,voxforge_ru_mdc_2026_05:contributor:54a0335a8575db662e9178540ae3df3bd49474f4d2d58323a562ce7b7c037f44,voxforge_ru_mdc_2026_05:contributor:54a0335a8575db662e9178540ae3df3bd49474f4d2d58323a562ce7b7c037f44,015a1134b7366e048694b683ad700ddd0f81c705298569853f35f73121920935,bbbd871d8256e0ea80fdfb3e5b5dd6d42e551d534277c4e3761c7335ff1d6e8f
70,voxforge_ru_mdc_2026_05:submission:5a7a512e6959cba88dbefbaca90339610e38bb1b9acec2043f90ab9cc5b528e5:prompt:ru_0056,5a7a512e6959cba88dbefbaca90339610e38bb1b9acec2043f90ab9cc5b528e5,ru_0056,voxforge_ru_mdc_2026_05:contributor:ddaca8a241af1b78b2a9d7c0343a331d85feb8c83002ec7385ac50a89f59fb28,voxforge_ru_mdc_2026_05:contributor:ddaca8a241af1b78b2a9d7c0343a331d85feb8c83002ec7385ac50a89f59fb28,c96d675335a5b527fbf3a73b6359dfff16f9cb665ce43f6918f01e1b85c615c8,9abe2e7d73a44d348a18f006efde26a6be26a0ac392fe11c46994813e517e953
71,voxforge_ru_mdc_2026_05:submission:37ef15edd421041e5177b924399268969057e8c6b54de65e81b0349581f1c6ae:prompt:ru_0036,37ef15edd421041e5177b924399268969057e8c6b54de65e81b0349581f1c6ae,ru_0036,voxforge_ru_mdc_2026_05:contributor:e57958c9ee9fbf7544c12757fd9c67ca3293aadf9ca1761b73e689d957369246,voxforge_ru_mdc_2026_05:contributor:e57958c9ee9fbf7544c12757fd9c67ca3293aadf9ca1761b73e689d957369246,00c277db7c60609c7fa5930f0b04f9b4383cc75b3668635cf8873d50025da117,0cdd7e63f44b35dd9845cd2656793b9f69a7bdb504abcbf61555f185e145be37
72,voxforge_ru_mdc_2026_05:submission:126ebcff530e12b817d90b80952f8c39b333dbf361600168cf16c25d3e164f97:prompt:ru_0046,126ebcff530e12b817d90b80952f8c39b333dbf361600168cf16c25d3e164f97,ru_0046,voxforge_ru_mdc_2026_05:contributor:a87e9f12a3d1984849e216ca696398cd8e5a72372a1587ce3cb5248cb51d996a,voxforge_ru_mdc_2026_05:contributor:a87e9f12a3d1984849e216ca696398cd8e5a72372a1587ce3cb5248cb51d996a,d907bc6aeb680a814d75e55ca0378b8581d34167213cad72449dd255f2c6ea75,759f9540ca830f38c9dc6346717805c1971b64e70e23d60fc90a2f8a0137a869
73,voxforge_ru_mdc_2026_05:submission:08c33629b59548b9123bbb6e6911d09aed9235ff632f8c1a7c0ab61c18fa1896:prompt:ru_0013,08c33629b59548b9123bbb6e6911d09aed9235ff632f8c1a7c0ab61c18fa1896,ru_0013,voxforge_ru_mdc_2026_05:contributor:760d9d3ab5177f95313d05d84089ea4a0888f519dfd17509ca8a6bb6fc7b9370,voxforge_ru_mdc_2026_05:contributor:760d9d3ab5177f95313d05d84089ea4a0888f519dfd17509ca8a6bb6fc7b9370,66dd409823dc9dcfb242cb52369ec1e38d5960d0d427ef204c5ed11cf9bddabf,3619d63b23ea850ef64cf7cde27ab2eb5e54f73db0050bdfff5902ac05757c91
74,voxforge_ru_mdc_2026_05:submission:0b136ed481faac46f4ada62ea2b9dff965c4edd9be4a4268751a21f865fb7116:prompt:ru_0087,0b136ed481faac46f4ada62ea2b9dff965c4edd9be4a4268751a21f865fb7116,ru_0087,voxforge_ru_mdc_2026_05:contributor:351d08e9f3693083ea6a9702b3c15216f80ed958b0bb80026fa2bdcd18487cd3,voxforge_ru_mdc_2026_05:contributor:351d08e9f3693083ea6a9702b3c15216f80ed958b0bb80026fa2bdcd18487cd3,ff5fa09d83d28397669ab1932464a7066485643014a14c3575ef957b496f0bf1,e8dd06380ec32a98baef2a8404cb093b4eb340b8001d72d9d94abbfbf20275b9
75,voxforge_ru_mdc_2026_05:submission:42ca9f1405f9e6947902b821a65288cc2b993de88a5b4354997ea0808de19a03:prompt:ru_0062,42ca9f1405f9e6947902b821a65288cc2b993de88a5b4354997ea0808de19a03,ru_0062,voxforge_ru_mdc_2026_05:contributor:230a75044604f0a83f438646c79c69d260bf40036fe175ef6ba093fac5d2dd07,voxforge_ru_mdc_2026_05:contributor:230a75044604f0a83f438646c79c69d260bf40036fe175ef6ba093fac5d2dd07,9884e454e22a06ce7ce0ccf6e9a316d0987d5fa6b3d03e00089cf8f3fa931d98,ebc66ba11d734512a91a2dfa9f324a6986a2bb8a1962f86adb24435a29a09c0c
76,voxforge_ru_mdc_2026_05:submission:688c0925b1d72175f8a87c2b6fbdd691982870fa77c76164e2baffffd5b567b0:prompt:ru_0076,688c0925b1d72175f8a87c2b6fbdd691982870fa77c76164e2baffffd5b567b0,ru_0076,voxforge_ru_mdc_2026_05:contributor:742b9bb2306eb494bbd3b50593a32cfe621fa9b3228ccfdc119dfd44155b5662,voxforge_ru_mdc_2026_05:contributor:742b9bb2306eb494bbd3b50593a32cfe621fa9b3228ccfdc119dfd44155b5662,5145292f8f43bcc9aa987ce9ac6d5bd5635141363a28208547fc6e98e2f746ef,6e7d6adff1948561b3063ea46984d50bc08694b58886112edaa131e0a0a4877e
77,voxforge_ru_mdc_2026_05:submission:2a7d991d507bdd68a7180caad5a210c406f3c8076327dd01585448966946f9be:prompt:ru_0024,2a7d991d507bdd68a7180caad5a210c406f3c8076327dd01585448966946f9be,ru_0024,voxforge_ru_mdc_2026_05:contributor:80ac4d0dbe94299a7e3809ac0c4778c2177f3780ba64144cdcb99f375d2ee4df,voxforge_ru_mdc_2026_05:contributor:80ac4d0dbe94299a7e3809ac0c4778c2177f3780ba64144cdcb99f375d2ee4df,832fa9cf05a6e5ceee1bc8c94f285a07ee7974406efbcf225ca27965a84e7b93,05077ec82d9622d781af0febf2b8314e467341c71cb8d9dcc713eacd65edeed3
78,voxforge_ru_mdc_2026_05:submission:ba747b2f511007516fdf2aa7c7ce8a0633b254c9570af6cbba6f6dfa2b4793fa:prompt:ru_0063,ba747b2f511007516fdf2aa7c7ce8a0633b254c9570af6cbba6f6dfa2b4793fa,ru_0063,voxforge_ru_mdc_2026_05:contributor:8f2e6631a09b102ef46893c450e73ffcdb043c9e1a2eaa912f379c48c10bc066,voxforge_ru_mdc_2026_05:contributor:8f2e6631a09b102ef46893c450e73ffcdb043c9e1a2eaa912f379c48c10bc066,0c15ca56883ab04e02dcf6bd1904342abbf6bb60545248d39bb4d5ad93e8f668,e761a8f9848b4c00c2a9b8bc01991f27dbddbc410e1c8e4c9cbff36c2f568563
79,voxforge_ru_mdc_2026_05:submission:8557c9b7adee7fcfd8ef7d1feae44327316d19ce2e3e31383418dd2ea25d5638:prompt:ru_0085,8557c9b7adee7fcfd8ef7d1feae44327316d19ce2e3e31383418dd2ea25d5638,ru_0085,voxforge_ru_mdc_2026_05:contributor:766a5ad0a3494a7f2089692e368ac32f974ab0995a32ba605c64148de06f6a05,voxforge_ru_mdc_2026_05:contributor:766a5ad0a3494a7f2089692e368ac32f974ab0995a32ba605c64148de06f6a05,3d597365c359fec931bb87e7c6dafec022cbe79a19c5305b1549c2eb88b8a3f6,50e8f795d0b611eef47c5bbad8422f68c05b7ecb2e71bba3b69bc2882ba943fc
80,voxforge_ru_mdc_2026_05:submission:48981f0204bf6c2cbbce284f154afb8f04adf51d06a7dc5b6bbabe73667fb59b:prompt:ru_0016,48981f0204bf6c2cbbce284f154afb8f04adf51d06a7dc5b6bbabe73667fb59b,ru_0016,voxforge_ru_mdc_2026_05:contributor:bdea8126c75ef303cddc55c959e4dfc1ad3bec9ad860b6cd0acfbab9ee7a4ed3,voxforge_ru_mdc_2026_05:contributor:bdea8126c75ef303cddc55c959e4dfc1ad3bec9ad860b6cd0acfbab9ee7a4ed3,f2c3126412f64494c9edf7e3128d71c0cd4e225ec005f3fad3b76756e561bd47,95cc7a50dbd989dbe80ff3a6b06d38eedd1c87fd4bfcb7652a910e3e8bf01d71
81,voxforge_ru_mdc_2026_05:submission:a697e467026d3c2ffe4fbbffde26fc07f65238378122ac299eb02331dc9e50e1:prompt:ru_0027,a697e467026d3c2ffe4fbbffde26fc07f65238378122ac299eb02331dc9e50e1,ru_0027,voxforge_ru_mdc_2026_05:contributor:b59394cd2039ad18d9b47434498eaa794ce80b29b0e86f16018b2b1aaf94de0c,voxforge_ru_mdc_2026_05:contributor:b59394cd2039ad18d9b47434498eaa794ce80b29b0e86f16018b2b1aaf94de0c,da308253aab90d5d753f1beacee0625a501ccae6a70e10fee426a2e475866a14,a43a4f7cf18cce35dc177ce5841cf6bf87194a9ecaa52e8bdd12082b4de569ed
