sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
common_voice_ru_v24:common_voice_ru_19057249,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/ed/edfe09685d35e87fed8294a7a4849eb038da6a0ba9dd7fa59dbdd77c520590a1.wav,5fbf04881d71356c60317c5137df3a25c0a8ee6ebca8485b82c523235df8d311,test,bonafide,ru,false,common_voice_ru_v24:client:f61d92afbd37797ef5680029ec7f02c229ebc43606d30e72256b4d585e6122d13769b91b8fcfd6ad63262f7c62bbcd965db1bb31488f53aeca89080adf1df5bf,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:f61d92afbd37797ef5680029ec7f02c229ebc43606d30e72256b4d585e6122d13769b91b8fcfd6ad63262f7c62bbcd965db1bb31488f53aeca89080adf1df5bf,5cbd497183474f66174a9f6b08dce9dde01f2d629774a2c46b57807f0b6620ca,f33e675917075623564484c2109aefae8c5469aa509079b1390823682c4cdbbe,5.496,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_20437012,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/79/79fe726cc2349a4487ff6f8333e1d8712e2664c21675c55831be6a3ac79927eb.wav,3c376b05ad9cd345eac2fc39c3c909e7a7f5e4d083f7a20ce05614c6d282d276,test,bonafide,ru,false,common_voice_ru_v24:client:cb6371cc19099f44be5363f755e2b0f541350ff3841312afa21ec5b98d8ad74db86cc65950894234d685352fc205ff55f24e95e4093beb4ea39aa90f4173d50a,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:cb6371cc19099f44be5363f755e2b0f541350ff3841312afa21ec5b98d8ad74db86cc65950894234d685352fc205ff55f24e95e4093beb4ea39aa90f4173d50a,004a5b6427d20652b1c2606f0082296a84a1d41cb4f6b92470535f020a7a73a5,97124c1ea0e5168e2a46096f01f5b4739cf11e8af5f5e5f136bef9281971e04a,6.624,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_35799548,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/71/71fac8d3f4d54fe6ca34b89cec27860b0b0d5a6a3ef9c0b5cd0d3c6ef3f74b47.wav,92b76f890022f6ce0617f53487f69c437886649203cb456c8ca4b758eded0688,test,bonafide,ru,false,common_voice_ru_v24:client:a7f161ea7b83ef3dfbda4fd267ed68f508eab67b233dd9b2fa3c072bfe839fde0c02219724a7d25a0a6ff432bbe6496c1ee8c85aad028c94fee4e35fa6f12084,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:a7f161ea7b83ef3dfbda4fd267ed68f508eab67b233dd9b2fa3c072bfe839fde0c02219724a7d25a0a6ff432bbe6496c1ee8c85aad028c94fee4e35fa6f12084,7d156914118b508095eb6fd00b6dc3ed6039ad764a3753b05a52cf39e5e72313,7f14b032e94dce3248191755e71ac2e8d425fd26611496c5adcbb31447a4c7c0,5.94,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_26814963,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/b2/b2b2834eec54103f6aaa889806b64e7c0044c117609437dc513f5476a002cacc.wav,bc150985a8e59402ee24cf932b8dd0b08654adf39c234363a46e4c163399e0ac,test,bonafide,ru,false,common_voice_ru_v24:client:a494c7938aa53391afdf4917e47926c882acef317853178f52d98a3c823fd5f1853e998be3e73089a644b669435883a1e7c7c929d523674f0df1ae0991fdba3d,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:a494c7938aa53391afdf4917e47926c882acef317853178f52d98a3c823fd5f1853e998be3e73089a644b669435883a1e7c7c929d523674f0df1ae0991fdba3d,90c98f9dc84e1e943eec8c81386eb7faee6a57f9d26f6e6f41ad933c6c032e49,f2690742361cd62cd67cd917bf4c14579cd2f4a05ab5b80951c1974a28775aac,4.788,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_27683142,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/9f/9fbfe09deae6b1682d30beb85a01602f9853bdd9c50087e0b8c7fe36c9e15238.wav,8cfe36c1035f3df2a432047b502d600f629075e7c86589eb2729df17dc91e461,test,bonafide,ru,false,common_voice_ru_v24:client:32d40a6321879f313cd8129b5cbec714e676dee44d85ebcf193619c2edc6e5be7fb57511c8da534077606c4526c94a5edcbe71dd0c51c35776cf2f4687eb4e21,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:32d40a6321879f313cd8129b5cbec714e676dee44d85ebcf193619c2edc6e5be7fb57511c8da534077606c4526c94a5edcbe71dd0c51c35776cf2f4687eb4e21,e2ef825654e78b1e2bda6790aeeeb44337f561e472b43e2a689d49a67f84c1ec,3e67fbab9b936177cc82c83bf3f21b9a1a2a8d9dc9ab7639a07f7e6736c5508c,7.344,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_30274532,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/97/976dc84d70bf4b373ed3e31a3fe54fb87e4fff56e1139281a09ea15f81f55380.wav,3ed6cad7f3c2e971a7da54f3c1c79fd9f023ca115bb94dcdf2b151b4f1e6698b,test,bonafide,ru,false,common_voice_ru_v24:client:f4ce975b914f892525a1792ee53b512b0c35d507b3f33132658a730d8d018ab2d7a72a726193f793b68c1c1db61747e572c556fdca3a47e1c660487816e41824,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:f4ce975b914f892525a1792ee53b512b0c35d507b3f33132658a730d8d018ab2d7a72a726193f793b68c1c1db61747e572c556fdca3a47e1c660487816e41824,72097bd25dcc9bd1073f71105eedabce71d56e92afa44198b8af30ba4faba592,9fd8a84adf8196a202be7cfc93a078f49943021940f53aa28274b35a0b6557aa,7.668,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_26883353,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/a9/a9f43841188a55cc90a69efbb8afc13f3bf970706a822fca65a2a7bef52c609f.wav,a32235738b3655f84d7bbe1c530bf5f8a3859980891cfc984561ad621ed7c229,test,bonafide,ru,false,common_voice_ru_v24:client:5a9211b27be7143606f989d208184824eae654304d519d235ea966b78dceb3fc3df43f4d44816df8370b249989e8a215903b8bbe630feaac03daf1863956fb77,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:5a9211b27be7143606f989d208184824eae654304d519d235ea966b78dceb3fc3df43f4d44816df8370b249989e8a215903b8bbe630feaac03daf1863956fb77,a25624834eb2f260b7622190f49a1d0d98d82e8134d379c925e517e205de07a7,a2dc9ef6a50e8f4781fe0304d8eb429c64d47ff0bf5ee6ad39a3ab3a43526b0d,4.5,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_27217487,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e1/e1c8e612b85e21438b360ac0dc2879b7a18e4fd591406296f231628b81af0152.wav,208136ec1ff4c0a4067a151a7d6fd8a2a64a6aad8af3843d3d56e03ad58b10a5,test,bonafide,ru,false,common_voice_ru_v24:client:a916b17633dff4809191eec4fc883232eac0ef0501fc8c3119f141776344ab7b663f232ae36f246a71b5c376ac807636a25e6301d851a77be914d33e3e72ad74,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:a916b17633dff4809191eec4fc883232eac0ef0501fc8c3119f141776344ab7b663f232ae36f246a71b5c376ac807636a25e6301d851a77be914d33e3e72ad74,b586b29d51b12cfa92babac96abe9b94e54915113c4732213881957ccd825d2b,66ac276c0e817d59cdd7ea08d95ae562bf3a4ae71ace1b67a2926727532ac8cc,3.996,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_31539836,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/15/15d5b8a91276ff725203be82c3c86e1d7111cf5846767545b8121604b916f7a9.wav,a16d84bc5d00f0ca07ac500a454d5d05fb3b419bf4bedeef04fccb15c4f6590f,test,bonafide,ru,false,common_voice_ru_v24:client:9a2e95943401494739026206890589de2852dd101565d6a8bbc8ebc4d967ac1ebc0600eaab1a97abf88399eec8ba5c08bba5ecdce4749efeb89b021faef13f77,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:9a2e95943401494739026206890589de2852dd101565d6a8bbc8ebc4d967ac1ebc0600eaab1a97abf88399eec8ba5c08bba5ecdce4749efeb89b021faef13f77,b0568b2c13aec50c8686aee5ff0138c9c98e3375a656e1728518e0a9485cf43b,d73ec9e95b9a74ce4f2da6067f211603857c8b3be0dd1b4ef55f745304a7220a,4.356,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_33799935,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/86/86697fe640cc8609ce5522e5f21910d0042b33d8a113862bdc66766e98d47220.wav,0948dd27b080d3bc1287be2d9b8ca75ee2b82bc7f03ed688b7d63f1bbb5bc887,test,bonafide,ru,false,common_voice_ru_v24:client:b6c46fe55d5761fd5d41cd909888a770b4e829914a7aef099a6eea66fff2db70c0cf0b46afaf3bd28c72b9eb7469a4afcdb98b5412fffb2fb3f6dece57c5e161,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:b6c46fe55d5761fd5d41cd909888a770b4e829914a7aef099a6eea66fff2db70c0cf0b46afaf3bd28c72b9eb7469a4afcdb98b5412fffb2fb3f6dece57c5e161,8cd858784ccdff4f48d61c25dd666d49b0780100c3b0b5dbd9336be5e5f2b207,b9177abaab2d85d113ae44e289e12ae3098e11b7cd5ed106c83dbffda646dd6d,6.444,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_36983410,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/85/85167eb434a329532b97e0635a38bff12354f94f7df8cc810816a5081a6a2b14.wav,1b12d5c874681d28764c8f51ea23a029fd2f3d6f379339392b846079fc3eb1ea,test,bonafide,ru,false,common_voice_ru_v24:client:0abad69bd4f5e9d73eab99b4868e46e0797e234e88e2491d6753ba772c670a85b9962260bd6c9b7be69abea7a849fb18a7e9af82dabcf25f20ccc4ab6b4597f7,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:0abad69bd4f5e9d73eab99b4868e46e0797e234e88e2491d6753ba772c670a85b9962260bd6c9b7be69abea7a849fb18a7e9af82dabcf25f20ccc4ab6b4597f7,d7a427b2984c88f63f27695d191ad4f3126da1c9d43b619e0085f8587ec14959,44d99b601c32fc8caf098eecda369318d9d221407e72e6970da0b12bb4d1d8df,6.696,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_20507030,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/5a/5a645ad05d4cf9f22650d8eed76e77107078813d2fc03fcef26ae38c76cf48ea.wav,21c3ef26354701ad16927d289fd051bbd98295d771fa54d289744e8705a9c6d4,test,bonafide,ru,false,common_voice_ru_v24:client:7247eae9b3808efe328f9bfa6410b3d28382a4e6854ab186504bbd7c007c5676a2d5c76b4f4a8c866b8cc44d4c82476c357748439ca185a6b6698c7a1a240237,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:7247eae9b3808efe328f9bfa6410b3d28382a4e6854ab186504bbd7c007c5676a2d5c76b4f4a8c866b8cc44d4c82476c357748439ca185a6b6698c7a1a240237,19d795f248a1421255ef3928c1c4c93f714849275de38b48c4e3a604ca1aef84,6426365ed1bcc157d2f0eeefddd2100782bf26c8d6be556d152fe098b2a13c6b,5.064,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_30556636,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/3c/3c0825b012d0044999b7ffae6d3e7fab5e7f9e87ae00d42cfdac62c40c1c51ff.wav,1dec84f4252bf6a68526fde7f32751c0b21cf94211dcbee27792882e40cb8ba8,test,bonafide,ru,false,common_voice_ru_v24:client:da7c796f381c7663a6ff29fa663f1cc10340c80b295f21fa278cd3df0061837e65d5a59ddab887a307e666334b02bed96592150f94aedc39b7c7d0232dad0fb6,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:da7c796f381c7663a6ff29fa663f1cc10340c80b295f21fa278cd3df0061837e65d5a59ddab887a307e666334b02bed96592150f94aedc39b7c7d0232dad0fb6,ddce8c72ab4d5d03e5ad1e860ed82a52df3bab152617607ec17cd4f3a54551ad,795e7ef0d470a5d3890c241b86a14d2962973c366e0872e4514fe0afae7d5be2,4.968,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_26349981,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/4f/4feef268522dd330427d2736ece554a8dd3eae82966256bce50d9c68dbad159b.wav,bf675c06cb0dfe4839d293103339929b3a150ed58dba11b6e773e67f96b60fc7,test,bonafide,ru,false,common_voice_ru_v24:client:fa47d15abff387b68039e6ed867fdec990b37243afdaf94907198fa4e57545f6c667a1c6fe055ad35d455c80486eb0083a2b3bf41bb57cf0951728aea0e043ae,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:fa47d15abff387b68039e6ed867fdec990b37243afdaf94907198fa4e57545f6c667a1c6fe055ad35d455c80486eb0083a2b3bf41bb57cf0951728aea0e043ae,6baa176193bf86fb8cd023805ced3a5b1e328edc5d8e460c19063722496712d6,17e97f181117fe364f59d2f83b96ed50b1158cad932f5639f8a6bb74ae534339,4.248,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_29583668,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e6/e646e8f10d7c8deff5683393ace20c82b1de1f46aadd3bd20734a38013c224ec.wav,7471f18f0a3f0889964d3c9c8c6937697b12515859e05b30fe0b07e2ac9befb5,test,bonafide,ru,false,common_voice_ru_v24:client:351bf38f3e3180dba99cfac941213e9385afe115dcd7e0fec61f4cd458ab818366f36b0f9d9b58ae40b1eab01fa99090c20bcdcfa69bda704bdaedae7d54653e,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:351bf38f3e3180dba99cfac941213e9385afe115dcd7e0fec61f4cd458ab818366f36b0f9d9b58ae40b1eab01fa99090c20bcdcfa69bda704bdaedae7d54653e,30ebc2bee282f7a16c0782fc21963aaf5a58539c1a63ede6819187d2b0fd86a7,f52a524eb0e6d92d5c429784da3ecf43157e08dfc5f727c9f08dee643b3f34aa,5.976,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_28191062,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e5/e573dc572d8dd9cd9f10c2023cb1b371f583bbf5086c1b3b63cf4828b870b6a1.wav,433d3d86db5600873b56a3dd9f5db22d74d9428de1606234321b8f92fca8d020,test,bonafide,ru,false,common_voice_ru_v24:client:3e037a3ea51be5c40d1f4f8f4895ecee4576883f4c3c9bc7a37950820976ca4d64feaa5195f5de85c3a40fe9ceb5da777ef1acbf1f12835b40cf19bfec9b7403,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:3e037a3ea51be5c40d1f4f8f4895ecee4576883f4c3c9bc7a37950820976ca4d64feaa5195f5de85c3a40fe9ceb5da777ef1acbf1f12835b40cf19bfec9b7403,87f76c1ff74958f9cd9d9b6c67649b2561937b8ec348fdf2b93140171209355b,343ee9002d268d39b2ac27ac81e3707ecde3ebda9154711d6a69e846ed325bd6,4.536,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_25477568,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/10/10e3abe893b02af96e0c25f8547278a86e4783e6ca376557466610a5a135bdc8.wav,d9a473cdddf15f2d0a18b8798d47fd5fd6f06bd82c5a3d5772c5be47efae73b2,test,bonafide,ru,false,common_voice_ru_v24:client:ec0ea9f8502a8b968c3a8ae70c9952feaaa144a425e6058fee242c15d107c038db2f865876fba12db812a17baa0052a9f55f210450795c094504bbd4fa655aca,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:ec0ea9f8502a8b968c3a8ae70c9952feaaa144a425e6058fee242c15d107c038db2f865876fba12db812a17baa0052a9f55f210450795c094504bbd4fa655aca,22aa9043323b5973fde37ab73336f5cb6d00836287f19e3daad634d48b3666f2,e60582979a7027d6fea282eaf0cf2e691d422207e114bca30c006912274957ef,8.64,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_23675542,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/3f/3f6c827d83f1808ef7484da625441b4514c2d6693a34d1e1fb6b770ba5c9b2d9.wav,ec71d8a8563dff87890facb400edf9a53be054830c117a3654ca58febf8e9924,test,bonafide,ru,false,common_voice_ru_v24:client:4c3b8319fbe2ab8d70b862e81678c689600e43f39ee98823cbe0d32dc155d71b8a878be7b41687c518aea7ac461299ee4e14b288617a6e83f807088aea920886,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:4c3b8319fbe2ab8d70b862e81678c689600e43f39ee98823cbe0d32dc155d71b8a878be7b41687c518aea7ac461299ee4e14b288617a6e83f807088aea920886,edcd11a3b8c2c45f12ce62c31903ff37a9ec858a4986f5cf0318623001ae217a,b487f112df781a10b0f0054d28406760adae365d7382ae694cd7acae790fc716,6.6,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_26823348,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e3/e377aeef7ca96c54388b90ea620ace767857540eb5b5b07e00f6f6db2a4c7bcd.wav,588770da86ab85d42ee8c01c20228c6154e62ac3fb07ba40da778ccabf7fa025,test,bonafide,ru,false,common_voice_ru_v24:client:ffd4640d6c3d4036401042ff95578afda238716c696695fe257d8631bb050e8c5cc93d886a4f2d07f6e6f059d03857cdcf1b5f3594686b7d23744103ab36c626,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:ffd4640d6c3d4036401042ff95578afda238716c696695fe257d8631bb050e8c5cc93d886a4f2d07f6e6f059d03857cdcf1b5f3594686b7d23744103ab36c626,989bec022349fe607aa5940fbee7a1296b4aada7610ec947d2466c851577e582,476168a736f73ddaa93fc0bcacdabace36c4e80c79511a44212f3a0c8028d592,7.02,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_23962956,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/d4/d4b7efe8ebf3232115650e0affa5bedb6232f30405ca8622a858481b7da43b56.wav,283c4915638790115a3a9155d174680b91658d4ce31857bfd04085554b468b45,test,bonafide,ru,false,common_voice_ru_v24:client:b79dd94699481139a3d7a7b9b22659892a40fc563530987a27213b5cde6814c3b6ce16248506d15f6e95a1a11329534e0f79476106dcf47bdac50410092079cb,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:b79dd94699481139a3d7a7b9b22659892a40fc563530987a27213b5cde6814c3b6ce16248506d15f6e95a1a11329534e0f79476106dcf47bdac50410092079cb,a483b0f91d0ebdcfdd60258060304f870057ee9314a2c62a4ddc999498f84148,dbefd3065b4d073bbbb2bbe501124970fc538f5e56d7198bac949ff360fe4b0d,7.032,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_42797949,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/82/8215b249bb2f2d7b3fae544a75adc9fed2265a77a06ba0552073a8d0e3cde76a.wav,fceb261e79d3f99a52e1019f9e84d95b586e704b62ce98f1c44124af76af3093,test,bonafide,ru,false,common_voice_ru_v24:client:1ae82130b88b170e429a60cb708f40d02b69301e674e907e66592b0cff719ee7ddf59c7390d52cf83c5f9b1acb7191e5c4cb350ee924bc5cec449c6587328511,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:1ae82130b88b170e429a60cb708f40d02b69301e674e907e66592b0cff719ee7ddf59c7390d52cf83c5f9b1acb7191e5c4cb350ee924bc5cec449c6587328511,e609874923ab230c6978b461364e270511649ed77282af617680635f6b7e7b01,26982698794f6823f4a867dbfb3e1b0159cecf088183e3ef3d69bafce49c8b51,5.4,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_36952194,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/e5/e53c4f85232360108020ffcb6767afb0a12f70e7130b18b65a6dab4036817ce6.wav,d6040737a39e4ee412af4f4f66f8d4fe97d605fc8c8f5f7539ce2fd94b74d667,test,bonafide,ru,false,common_voice_ru_v24:client:5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:5dcc02b2d95a2e9263aa4468305cd441c40295395014cb88032f62f2260ed59d09b7fc931b9a45190ae1a799932a6dedcc1ebd4b662ec78fde9cc427c709c23d,4bcbc2a20584ce6e948352eeb6715eb47ccb1ccbaed0bf45c425289febefb0ea,1ecdd806c5dd2c7152b9cd2694ec96a81d2ad4b97b567007e8a9fa009288e026,5.976,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_25936595,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/47/47bc00582e359a6a68c4ebe0c6b4ae59285059faf2e92118d55d39152cee9af5.wav,6046a625fad21bea1c09e06181cc9726326e4b2c859ae3f0229cab9c69ff3e2b,test,bonafide,ru,false,common_voice_ru_v24:client:e3ceaf5c4d64bde37977ab07e9625168b7225f39f93cdc82cba668eb86811c4d86029901544226aed90ec62c81c662113bcb7dbffb250d202fdd8af2932ba3f1,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:e3ceaf5c4d64bde37977ab07e9625168b7225f39f93cdc82cba668eb86811c4d86029901544226aed90ec62c81c662113bcb7dbffb250d202fdd8af2932ba3f1,435d81d452d7b8c79490fc9a8e6589a1c5a6c3b3cc100b862e1b655e95982b41,361e9acd68edf065ffdc7f5f04340f2eddc869c33f49ed97f14b421d0f340393,7.956,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_28755954,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/9c/9c09da3639a5772ab1873a0b002354a43d1b64a27fbbd4133ab2ef0e35fc9fb1.wav,37c30bd3781ffda19950ce6c76ffa8be521d6c22b9013b6822143e95025386fa,test,bonafide,ru,false,common_voice_ru_v24:client:aeaf4b5cae246d18d92d482f290daa77610c131a3e66164849e03cd3ba7047c60ff53731cff0fa58eecf8ccdae2b3a021944329f043f14e8830f7e46437d874a,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:aeaf4b5cae246d18d92d482f290daa77610c131a3e66164849e03cd3ba7047c60ff53731cff0fa58eecf8ccdae2b3a021944329f043f14e8830f7e46437d874a,f471c2980c52f4b32a037e252fcf8ed68af7d425dea44ece5dd1b89d69cb9f10,bb759b8870498065d748b5f6790a472cc769e110fa404f59d7bb3cca1e8b027b,8.208,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
common_voice_ru_v24:common_voice_ru_19573722,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_source/cf/cf386c41d867d98f9975155a2248ced4a65c281b811f7b09f765046d72bf1be7.wav,226bf88dc5ef4f4c8dbe6539bfdc53067e365e491fd8ea60e1734860d45f0746,test,bonafide,ru,false,common_voice_ru_v24:client:6b9e9b648e63a731a6657089d48aeebbccf985b97209bdae3d2a19bfe8458a00ebc664ee092e2716564da029a7cda25e6731a12300e9f3f97f8662f7a1166f18,common_voice_ru_v24_v4_final_salvage,CC0-1.0,Verified partial recovery Common Voice slice; personal research only; no replacement or backfill,common_voice_ru_v24:client:6b9e9b648e63a731a6657089d48aeebbccf985b97209bdae3d2a19bfe8458a00ebc664ee092e2716564da029a7cda25e6731a12300e9f3f97f8662f7a1166f18,8ebc95e8b4408f1ccc4b92ca7bdd9f6403b74e616bbba98ffacb7e3ac6f3b147,4142d144de025d36da6f29b81ab1be255a53bcde35c1ca2eab27f655daaa2f43,7.104,,,,,,unknown,crowdsourced_web_recording,16000,wav,,,2026-08-16T01:00:00+06:00
