sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
google_fleurs_kk_v1:9123579944725184783,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/5c/5c24f3009fafebd300f60928c281d9016a146d590eb3fe401db935039de90cf8.wav,08f359bb531e6a02e84d8c1f4839b49b1adfdd40d08f016db9d9d660114fbfac,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:322,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:322,b53b01b0938b4a9d9979a14e99e1df7707bfb70d081dc05980c8dd96ef7e7123,11.4,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10697163917258248047,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/13/1349924e8c6d594c539ae76955ce1d2588050ec4ab1f2c29c0c4d43ab003c835.wav,bf7404c0669385b9dcf72daa3715e539e57a1488ce8550743df34a1c69c7277a,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:770,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:770,06c5ca66fe25e63ecc42c62c8348a5e72cf35aaea5bb74a9dc9ad073ae875dc4,11.94,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:16536279416491929132,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/c6/c6260ff11ef4e1262df4b034ac351e6fc8e7d8654e0d646d79dcd160c901cf51.wav,f0c4175533f24838ad812309f82be8516b0744287cbcd2a7da6c70cb76370bde,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:912,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:912,e7e0c7a8fb5cfe96b21a4ba7e234f75d9e4df9b5a3ecca2958c28a212b1afc8b,20.88,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:8039809803432473122,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/22/22948b1a67f1aadc1229bc037880b35650c34e9c940055762b0deb13501c141d.wav,4f54c4c3d532961feebcc54d7ef5e8ff571f704919f7e9f32f3a797e2c043c46,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:399,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:399,f0cf8d3d5ca0cf2c844a61b5eeee16d2485bf338fd17b431f6598290bec8a19a,14.52,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10936398404907172776,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/67/671f78004f1488424d81dc4ae4900bb32052b63dac6bc5969cf22f9ee6e7bca2.wav,68a3d9eeef83d3933d58fe2051479397a8ee976a7619a53b27d6a777486df1f2,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:392,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:392,d6307c34eccc3032df7ad5e9f0beb0be358eb8651b6951922d64c7d137abb440,25.26,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:3566683998139975209,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/dc/dceba5fbf118aee65f2bcd4d3f70f0d5a7149b1ce7565fcada62910b77a3f6df.wav,bd9444834acbe4248bf48763eb60dfe9825d8026f86a43e298d8c6621f8b30ef,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:562,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:562,75221cf2da0705ec6ee13dd194ccffd99a7074a6bd2c8356ccb9feed4eadcc52,8.34,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:553839209439644887,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/9d/9d59f9634d941cac0a76deaec1f3337ced0a96608b3a1dd8737177f869ede028.wav,7368f37dbb07bd5af8d5b484264582f6b3aa0a41c13f6940dc8ef089b6daa6cc,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:229,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:229,3424b5afc8f5d05d08936f61ce0b65ae97209ed7b46192629e87bc1c402af366,13.38,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:12719302757660384036,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/3e/3ecd3391f8728f5b862e46f1b6f32ff703d088e5c9c96a333a86fa3addf66fd8.wav,27106a01944dca538bf70e42768e247211499591a1e48e4df916bb5eaef4bfa7,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1500,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1500,9e0729a66b4f845b4804dcc8b1d6c0e99afede9624b4d285d19f9b37a4ff4af1,11.16,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:11449581840235052137,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/af/af1bfc16d180dec113ef3d7454f37491f6578ac2cc25170acf0a9392a5115366.wav,f9bd421b400911e287dd725dc97c77ac473610b3aa18ea2f93d302f1d028f89c,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:199,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:199,dd5b3b435c7c32c33252958832706cd93abc647e980ae96d2858644e28dde7c1,8.82,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:17275786759335423740,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/14/142505d99a78ae62dfbef2cafb79b3b44011d701db0886dfabdd838d7b7b33ea.wav,66f312a68e31e8c498244ca71ba0299a1f1f58bfcd7afda0bf946847d28dcd0d,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:343,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:343,cf90ca68acb50d8506f0da7a916a80e3bd9214de13e24c0ad8d15f2316758daa,15.84,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:15060021903184176004,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/01/01f70a0598bd8f9a817e7bacc01d5a0f42b9eac07357ac437acb177ed063642b.wav,a79f6ed40034cb73b8a8c38142e22068a5db1cf436cb200ecc767578d5469f2d,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:404,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:404,0e72bb4a6f5a9998119d1d2d104aad8f182dc63b9d2bf09d08aceb913acfb7d6,17.58,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:11738903704886275340,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/d1/d1ea948513a4dd3d34c5b0a3518fffd9cd72f814524de9a25ebc4de65c294820.wav,8b3cf6cb55fd6452bfafb996af2d9dc5e6cf3693e76f212ca784a63bc9cc4eb8,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:443,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:443,24f15974bb7120bc815e003edf4056f562d585bc8510d409d010165a46978925,7.14,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:1788614229863142579,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/8f/8f6a9cd77be904db000bb99d9e476da99c4da99c522f3189c40ba0d3228b4154.wav,f771a043228564ec598504793a15d778c0b1a4b90d2c85fe7be7959ba1135947,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1293,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1293,fd8d0a4fbdf3b6719fa5ce6e88de20e7754167387a30ea7eabed2e3c2e790d9a,10.86,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:13444080926739606754,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/33/3344dd185041e34208bc161628fac78c10a367452ed40cd94c09337bbf82d39b.wav,4adae938aa68346dd691b41e36186497e4bd8a279dff174b406c3fc631285e51,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:656,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:656,0826d96240daac088ab2be22ba22670357f2750c02ce13ab0b664ca1c614d4d0,6.9,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:17384195240284237974,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/93/93a8b52f816fa5a220f214e6d0aae38ea6c28d426b754224a173d78add617401.wav,96a7cdff44409ebdf43d4d3b76e69390b97583ff7d91a1e0c9c3c9cdca87ef3b,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:792,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:792,866a09f8af93bbc16ef9f3d64dfb3a4c7a32209a47388f7b81b2e735e5dd8d0b,16.56,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:14265872491904023548,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/5c/5cc2a3657346a3e0a3b490147703f686e4b7c8aadbaad2223396f39ab64d7290.wav,b2a9eff1c5d6b17200c448a7649b757fc06fbbe2437a39a8af9c61cde22d5aef,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:418,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:418,83ee65cf774081ba096eb76b8c0e08af62d1170ac0c288a6011f219d8fdb0e7f,10.92,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:5226246625406443866,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/8e/8ea0769e1edec72517273b819147590c600bc88001f49bae23b0f4131055b919.wav,d6c23bcf17cfa88127d74c7bbbbbcc9ad5d6df0d213f1076702a28491e6e0a13,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1066,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1066,022f601f1004406303b87ab02a7ee6506f51aa21df3e30904730e6f8710a29df,19.08,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:9588423271323003122,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/f0/f020619e8609d60b715cd9eab23e4bca89b9eb10b8ace2b3646b7f6ddbaffc8c.wav,e9c03913d0f29745fb19745c25b6412efb7d75e84c28fd847d02a8fb55004412,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:131,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:131,99ab6c471ad7cfd303a53c2891a26e71d4846bf3cc227f0bb2dcb2ac4bf7869b,14.28,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10121022399192957495,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/48/489cba1ae87ca213aa0802c0eb172e75bc5bdd3276ee3e8f5e3131796b043ec3.wav,ae4055ba2f14e01e7346abd89a8364891a14d04fe2a7df4ce57581587294a42d,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1211,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1211,f9ab5799140ca5e86dad4a30bca046bf3189e7bf3979dfd64b77caffda09502d,7.32,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:6317720969969997113,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/28/28c21241104c087f7980db80a6572cd5f3f81d10eeb603947e16b2a933faf88c.wav,42e46c5ad99bc1f0fcf4bab919d48ab62cc8804a1548e417bd86a3752a184f01,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:190,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:190,f33baab7d2c39b937232e3f7c394280e579908ab3e40e7726292ee7240a0a7ab,8.16,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:2737062244427801160,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/e0/e00fb6cb51d2a67511813b678cafa525dd07d0f12a1a6de54362a3024b007fa8.wav,3c6a57aedb53c821524560ccee3f1961053aa2442d83bd0b033f65c1829747ae,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1471,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1471,7eb7c43a32765635a92e099ca3820d0039d3907bdd3e9fcfae326c25ec4a0358,17.58,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:8429558624747764581,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/e7/e7b9c0835e916e99f84a99bf2f43857cf154b0a2c56dd233d43f78cd0c8a9915.wav,e81433f8161d3bd8cb863be80c46227cdab52b995a5d6bc98ff2dc4371361d47,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:157,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:157,b2ce0a3f882b635d49270a8bfb49d2554cbcd3fe369f6ca5fc9752e8482b31ec,14.22,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:5145429599096807551,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/99/99be0ee863fe8d7c5def8cfcd8ac3e3cc9c52404399976a5987b35ff27dc0807.wav,304ee13d06605562d1eb206490e0fc539e2ed3d2cf492f4eb785bcafb47ec6fa,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:895,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:895,1debbf495ded7f9de4d1fe3fdcfc06f60668280801d0fc791d7161184452c21a,13.32,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:18116153100140031059,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/2a/2a2427e0ae7e112e46a197a4df127767366bc9d0959d920f4d3a242fc6118b4d.wav,100880e41c15af8b4c1f7b55639ece69b5bb43186d2ed6e4b105b0ba16203241,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:438,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:438,6f81e98dd4d63710c8b8a114203db070c4e86b48ec053fba229b98fae52c544c,16.02,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:724405345382841971,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/bd/bdcdc01dda3dd2735875c5934d2fdff2be1cf92808817b0f57c1c452092f989e.wav,52ae36b4c7873965d08e6beafa1ea4fdbc97cebdc531385b740ca4baaeb4e6fb,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:132,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:132,64c1425fae91a6673b0d061bcc3921ca92410e6d40e4da65385c3d8af19026cc,14.34,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:300286262422178892,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/e1/e11ad96994b4c35125af3aa6cc0ab1d3683a2eb21ac2bd776607fe8099572ba4.wav,b242e4c9cd5627801dc049202662ddd236de133f27cef4acf2cd7992416e56ff,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:311,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:311,4d896457dc11f2d4cedda8fb5f7923333db2a86c4b4f806eb81586ef0ec41bef,8.82,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:16698733011707226721,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/9a/9ac1cef7f52b6f0c5d3727c2e1921dd377934507f5d7317d9c6701e3080642fb.wav,7465f2b247d2d2f75dcce26e0ad8acc7189743b78c62a86d3a4eb04297ab9297,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1127,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1127,57a3762c70fef05b0ff761e9c9496d42eb55be995ff359640a2c7a666e73c6aa,18.0,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:17218178398436687578,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/d2/d2d657100d7c6263cac142eef215f398fd4af4d547c01745f2878ce6f50cd9e1.wav,9ae4beae85a2ac7df630e26210805804e07a8f68bbd09d1d47cd0019c73627b1,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1122,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1122,1b7cbe3cf4f3a63b521e0908b3b74296f902bfbe4bf89134bb80dd9b36a46598,13.08,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:826506612346956254,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/f0/f069df9d7240b1949f483c3dc5c0e4a95652a2646337d31746389fff2ab1304e.wav,c29660977a99e0c0e630da76cc37de755df22c3b33b8a335b46b5436b67e2735,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:815,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:815,e1501a969b846aabdcfe351e2207994f460d7362351ef5c2af6c7a37205653e3,13.32,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:4012450841219927904,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/a6/a673308bb7b9ef10370feb68eec163f8c065b83346c3249f79299b1500a5d299.wav,89734e364a37339b8b197178c607a365e5c4b645ec923a101e7438cd61ef7cb2,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:317,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:317,0d1e260d0f4bd47196c17416fb44d2d832c92418054086ba3c5430b24bbb8e74,8.88,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:13291357271985598696,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/98/98ba49ea52ee7d8fd69c0b19950c9df32ace68fa4e9f7cf1f4fa52cdceba1181.wav,afac5d4bf47ecbe15a3180b9bd0674ccea4593f3be0984a71f041a557ea36dba,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:206,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:206,8ab72b5ff0b8962a231c6f2c90a91b6097ddec25c3afe607881c56cd6cf99288,8.82,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:10517602649214956924,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/82/82e086ec41eb7d26064ab838bf273af658f49b75d614868c1e817cb146b50ec7.wav,81fcccdc3edd3906f7ce539554bb50f0cd6931383a6f35c8e47074cd50a0f949,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:145,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:145,83f30b8b1813b78b2e13adb8c97c6510c6365ca6eb42b5d58ae17413fe2d99e1,16.8,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:7053306296606049664,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/c1/c1c328137d90a14a8d73e1edbfd7e746e22e4b0d7402aeec68870be483316513.wav,b52efaae5657d6916c1d647a36bbdbf8b449c0074b0397a3c34301f431bd5c39,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1436,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1436,4acddf0e9f5d5e4dd5d8f61e8b5283cbc0782b2181fd2a5c8d57a7112571bfeb,13.86,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:907039861704980484,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/1a/1ad07775cb6819e01c26e0008039c3a3df67b5ea115ab65a99726c35a6a9a8be.wav,8dbc7c2e88c7ccd8fb51e79d6d1f2e632a2b51a5e3a4b3ed603343f67b8230c9,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:1263,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:1263,c1bc2ad92eea3a8353dbda80d393092f36baa47ffc9ffa5b206cb639d3f906c0,14.94,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:8334769039749904798,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/a4/a47def0e66361ed11ea60687f85de58ccc584a46cb30fac903a77e1c5124c7d7.wav,620e76e975485c865af7f299f4fc80c7a14684cb0065490bb466f56c4f709ae8,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:275,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:275,9de23b61a9942a06728dd2dafbb7869c683c74faad885f43ca6c7c348691b486,21.9,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
google_fleurs_kk_v1:7069539250953358630,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/kk_source/b5/b5227394c3f62b643ac557d03cc01c2e3194de95f607e0fe8fad3f9e953ea666.wav,93a522b2e1fe343da98ac72ac9c0e2cdf056a1d590f25255f6c7446c062d101e,test,bonafide,kk,false,google_fleurs_kk_v1:prompt:888,google_fleurs_kk_v1_v4_final_salvage,CC-BY-4.0,Verified partial recovery FLEURS slice; CC-BY-4.0 attribution retained; no replacement or backfill,google_fleurs_kk_v1:unknown,google_fleurs_kk_v1:prompt:888,eec746f746607aa8c90c5ab2f0a4790e1676961c8b82d480a10f089363470468,13.56,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-16T01:00:00+06:00
